Geneid	Chr	Start	End	Strand	Length	SRR11247594	SRR11247595	SRR11247596	SRR11247597	SRR11247598	SRR9592126	SRR9592127	SRR9592128	SRR9592129	SRR9592130	SRR9592131	SRR9592132	SRR9592133	SRR9592134	SRR9592135	SRR9592136	SRR9592137	SRR9592138	SRR9592139	SRR9592140	SRR9592141	SRR9592142	SRR9592143	SRR9592144	SRR9592145	SRR9592146	SRR9592147	SRR9592148	SRR9592149	SRR9592150	SRR9592151	SRR9592152	SRR9592153	SRR9592154	SRR9592155	SRR9592156	SRR9592157	SRR9592158	SRR9592159	SRR9592160	SRR9592161	SRR9592162	SRR9592163	SRR9592164	SRR9592165	SRR9974581	SRR9974582	SRR9974583	SRR9974584	SRR9974585	SRR9974586	SRR9974587	SRR9974588	SRR9974589	SRR9974590
gene:PF3D7_0109500	1	376294	377004	-	711	730	517	635	1194	326	1645	533	1222	1211	1194	805	352	371	2159	1549	1166	987	891	1295	1915	1428	2047	1113	1215	1101	2626	747	1943	1459	774	2123	1621	283	526	997	1025	2364	1701	488	1049	926	1499	1108	773	882	947	1682	1031	564	1592	1141	7	1468	1322	803
gene:PF3D7_0109600	1	377874	378599	-	726	171	109	256	463	96	337	167	786	311	186	168	159	160	324	275	218	218	404	511	591	514	491	282	543	321	711	382	715	424	398	789	493	45	96	259	292	470	358	172	371	527	761	269	500	587	462	458	306	244	553	309	0	507	412	215
gene:PF3D7_0109700	1	379149	379806	-	658	996	692	961	1898	854	2783	1079	609	807	351	226	1695	1998	1482	1093	429	358	1471	2790	1448	1438	527	437	2156	964	741	1394	1407	587	1383	1314	653	527	901	789	805	794	553	808	1921	680	1187	418	2275	2052	1796	1320	333	956	964	382	2	905	513	294
gene:PF3D7_0109800	1	380697	382424	+	1728	2244	1514	2034	4037	1559	4239	1367	1781	1753	1927	1172	3607	4186	3939	2774	2702	2319	2732	3873	3158	2538	3368	1973	3811	1818	4412	2219	2805	2331	2562	3316	2636	778	1306	1521	1595	4446	3273	1080	2475	1504	2545	1873	3039	2920	3159	2702	1820	1446	2169	1701	10	2161	2045	1321
gene:PF3D7_0109850	1	383284	386632	+	3349	185	108	115	237	61	401	159	829	272	2253	1492	92	77	209	143	2241	1886	152	181	297	190	2902	1861	228	332	2472	347	245	1691	361	273	2071	120	230	197	235	5973	4371	136	261	216	323	2259	119	249	193	464	1007	230	153	1234	2	189	1664	1477
gene:PF3D7_0109950	1	386708	387940	+	1233	94	70	147	279	62	230	104	367	252	1042	843	92	88	760	551	1268	1091	206	190	475	565	1924	1199	288	208	2071	239	356	1173	258	427	1364	91	140	246	243	2803	2082	80	199	504	858	1247	76	272	238	284	765	140	245	888	1	280	1069	797
gene:PF3D7_0110000	1	388372	389076	+	705	91	46	1029	1815	24	252	124	446	402	479	314	219	254	577	405	822	644	212	309	752	897	1773	935	243	377	1948	3083	425	1161	2544	590	1373	44	84	207	170	1096	695	191	415	532	924	1238	187	634	225	542	788	1910	344	832	2	337	1102	798
gene:PF3D7_0110100	1	389261	392065	-	2805	454	295	590	1110	312	1394	435	731	818	789	624	1240	1345	1237	846	1107	1004	915	1255	957	1238	1643	1379	985	573	2365	972	1309	1302	1057	1600	1513	257	374	709	750	2518	1827	387	822	1101	1731	1211	820	856	740	833	947	593	1032	981	3	1074	1180	750
gene:PF3D7_0110200	1	392604	393035	+	432	126	82	199	365	98	371	179	643	676	647	514	209	252	616	386	655	600	257	376	717	949	984	1028	331	443	1319	265	871	844	252	883	958	100	147	614	690	1867	1251	113	279	694	1167	734	202	244	258	572	552	166	676	627	0	643	766	506
gene:PF3D7_0110400	1	393875	394835	-	961	1797	1264	1533	3076	1104	3380	1582	1339	2073	1013	1064	1706	1893	2249	1625	1395	1217	2362	3563	2711	2313	1752	1487	3184	1777	2663	2325	2788	2050	2291	3155	2376	674	1186	1740	1879	3284	2377	1261	3042	1716	2878	1622	2984	2944	2571	2379	1028	1455	2064	1517	5	2055	2025	1092
gene:PF3D7_0110500	1	396591	403606	+	7016	1186	798	1088	2136	678	1949	893	3229	3490	2669	2043	2118	2334	5777	3979	4650	4203	1579	1211	5021	4816	5581	3736	1964	2843	8170	3019	5765	5479	3035	7370	7130	536	854	3598	3756	6434	4746	1108	2481	4260	6980	3686	1519	2461	1703	4133	3464	1892	4317	4041	4	4802	5495	2502
gene:PF3D7_0110600	1	405739	412169	+	6431	8981	6137	5828	11856	6103	10913	6435	3241	3935	3057	2913	11054	12577	7173	5317	5355	4772	9585	10949	7602	5477	7079	4221	12324	4581	8527	8575	6473	4787	9283	8290	5986	4479	7530	3798	3976	7890	5880	4097	9831	3044	5324	4934	12242	12647	10423	6577	3528	5352	5072	3545	26	5506	4697	3485
gene:PF3D7_0110700	1	413760	415100	-	1341	477	338	578	1211	224	689	523	3636	1551	1541	1286	1052	1149	1831	1295	4737	4068	890	1128	1256	3101	3475	3395	1236	639	5750	1114	3170	3983	960	4009	4094	202	397	1548	1595	5131	3673	496	1139	4687	7760	2477	790	1395	1081	943	2309	725	2440	2920	3	2648	3267	1570
gene:PF3D7_0110800	1	417921	419607	+	1687	3009	2053	1819	3724	1672	5072	2427	3180	3629	1547	1069	4778	5328	6728	4845	1989	1692	3071	4240	5016	4773	2058	2304	4374	3244	3654	3447	5341	2351	3302	5887	2754	1746	3115	3002	3165	3922	2845	1646	3789	3349	5556	2028	3659	4074	3856	4526	1452	2251	4058	1754	7	4007	2142	1329
gene:PF3D7_0110900	1	420293	420853	-	561	166	135	184	412	110	509	135	798	673	169	112	479	493	826	587	239	208	242	347	999	928	319	197	303	574	493	198	1244	309	218	1202	348	60	95	660	610	524	366	93	212	676	1053	167	196	188	239	812	206	142	911	252	1	891	297	137
gene:PF3D7_0111000	1	421776	427575	-	5800	580	357	374	730	285	482	435	582	255	2836	2002	296	335	628	486	3539	3208	702	430	455	468	3831	2367	766	257	3685	935	370	2072	1149	416	2467	335	614	233	255	5722	4211	350	876	579	939	3766	359	1257	681	364	1543	654	200	1535	3	264	2047	2394
gene:PF3D7_0111200	1	430152	430858	-	707	20	16	18	49	18	38	42	234	74	253	266	12	15	98	79	604	567	30	38	52	133	482	507	53	32	599	39	125	512	50	141	597	17	43	104	124	915	727	17	39	311	405	358	14	64	62	43	241	30	104	446	0	93	527	268
gene:PF3D7_0111300	1	431539	435042	-	3504	305	203	215	506	214	544	457	2246	1507	5824	4739	227	177	1525	1077	8528	7579	415	339	1106	2663	9313	7934	629	520	10770	715	2465	8102	877	3115	8877	428	652	1603	1757	16530	11999	237	536	3211	5479	7819	271	771	578	830	4463	462	1912	5782	1	2020	7460	5066
gene:PF3D7_0111400	1	436408	438564	+	2157	323	214	253	599	210	536	434	1608	1255	4152	3772	106	141	1236	973	5143	4793	339	262	828	2078	6836	5146	513	425	7518	864	2486	6363	1017	2644	7261	268	493	1237	1345	12469	9359	276	667	2365	4134	5632	269	791	401	629	3192	489	1696	4755	2	1734	6154	3803
gene:PF3D7_0111500	1	439652	441418	-	1767	1252	895	305	608	402	769	719	1611	1056	8296	4711	351	354	701	555	4819	4235	445	313	796	1580	4176	3943	573	363	4542	1067	1806	3376	1328	1903	3632	909	1622	960	1022	11789	8502	424	851	1923	3022	5599	511	1015	510	469	1919	764	1355	2419	4	1258	3025	3670
gene:PF3D7_0111600	1	442543	443289	-	747	21	22	46	81	25	87	17	141	77	92	61	22	22	247	158	211	146	40	38	182	202	231	123	51	113	265	43	188	173	47	231	199	22	18	98	102	276	219	26	36	144	226	126	30	42	48	174	121	30	126	102	0	134	183	82
gene:PF3D7_0111700	1	443585	443938	-	354	2	0	0	0	0	2	0	6	5	4	3	0	1	4	1	10	2	0	2	3	1	2	0	0	1	4	1	5	9	3	10	5	0	0	2	1	2	9	2	2	3	4	4	0	0	0	5	0	1	8	2	0	1	1	1
gene:PF3D7_0111800	1	446026	448849	+	2824	234	158	313	610	139	777	289	2773	2717	1598	1391	158	162	3667	2570	2950	2553	468	521	3727	4780	3147	2828	649	1960	4541	716	4402	3534	788	5230	4092	185	302	2640	2794	6020	4409	277	672	3571	5998	2602	252	563	582	2773	1952	416	3257	2537	1	3566	3235	1784
gene:PF3D7_0111900	1	450043	450646	-	604	301	231	245	485	135	568	209	1125	752	1602	1148	379	416	812	554	1794	1584	307	327	773	1130	2664	1696	361	443	2866	377	1062	1969	376	1072	2043	142	220	680	754	3722	2820	165	326	947	1514	1714	235	351	322	597	1118	270	748	1356	1	702	1749	1144
gene:PF3D7_0112000	1	450831	453118	-	2288	428	306	344	743	240	1016	310	710	511	798	599	1096	1149	1208	904	1228	1058	560	695	776	781	2197	997	626	404	2117	546	833	1399	623	875	1608	160	252	473	591	2617	1938	173	426	749	1144	1094	430	455	527	578	810	339	609	1059	2	624	1254	728
gene:PF3D7_0112100	1	454847	455338	+	492	70	55	53	138	57	179	110	25	32	9	15	233	270	40	27	4	8	84	129	10	28	6	12	108	19	15	306	26	6	314	30	14	63	93	26	24	32	33	107	249	25	37	9	126	122	85	16	4	176	10	9	0	8	8	7
gene:PF3D7_0112200	1	464726	470194	+	5469	439	301	205	411	223	727	394	8490	7223	5053	4490	226	251	4274	2961	9858	8374	306	257	7746	8979	11338	8105	389	3750	13646	830	13573	10656	873	15345	11721	331	561	7249	7735	18163	13171	289	749	8674	13992	7072	275	450	376	5399	5570	513	10001	7736	3	10322	9341	4685
gene:PF3D7_0112800	1	481809	482618	-	810	497	358	314	644	412	732	683	16	46	315	249	2801	3080	164	139	199	173	501	934	106	136	194	191	758	73	225	462	14	164	579	10	232	276	512	30	41	805	599	341	800	88	148	277	811	1046	673	102	98	323	8	144	0	9	165	160
gene:PF3D7_0112900	1	486500	487186	+	687	616	425	99	214	137	271	337	241	71	96	78	311	365	597	443	97	89	187	227	170	55	74	65	200	129	75	262	132	103	260	127	112	342	532	39	36	222	148	74	158	47	53	119	254	351	199	164	25	150	105	90	1	79	88	79
gene:PF3D7_0113000	1	487892	490127	-	2236	12926	8929	11089	22652	8555	46048	11043	45892	105466	7521	5042	26186	30875	598088	446600	14386	13131	14650	27729	138222	156095	9998	9645	13759	116525	18114	17882	113425	15332	19387	119306	18643	6473	10988	93217	94455	13511	9375	11918	33507	66367	114756	8537	16834	10423	11837	171404	7924	11576	89389	10613	24	79331	15592	5807
gene:PF3D7_0113100	1	495244	500076	+	4833	30	17	79	129	28	110	62	155	149	152	89	169	209	1774	1330	275	246	170	157	416	604	398	406	279	170	513	105	34	57	109	49	112	20	42	159	161	167	118	73	170	687	1140	557	56	320	241	253	199	63	23	43	1	37	62	359
gene:PF3D7_0113200	1	500959	502868	-	1910	336	264	248	594	212	625	419	4797	6597	3206	2071	243	300	9265	6628	6130	5363	369	248	10500	9699	3453	2703	444	5320	5129	576	11205	2570	705	12502	3095	291	475	6718	6907	6002	4629	309	676	5363	8997	2928	366	561	394	7679	2163	358	8671	1824	2	8079	2500	1974
gene:PF3D7_0113300	1	504938	506874	-	1937	170	95	4798	9870	6263	14284	8384	494	1026	236	177	17281	19146	2045	1581	368	329	8900	15610	1391	1111	328	302	13421	1037	491	8716	647	368	9225	791	418	4554	7823	835	869	422	322	5032	12065	663	1039	310	13099	13436	11169	1432	196	5500	516	243	20	513	319	237
gene:PF3D7_0113400	1	508252	509748	-	1497	3	1	75	164	33	169	77	71	118	84	32	421	521	788	592	193	163	133	162	271	443	108	187	174	131	180	44	99	23	48	117	45	19	28	118	131	68	47	106	260	323	483	174	47	196	135	167	68	25	70	18	0	59	32	151
gene:PF3D7_0113700	1	520807	522579	+	1773	4018	2724	3886	7595	3269	8752	3880	586	1753	348	231	6356	7174	4942	3546	518	468	6014	9403	3029	2450	366	378	8277	2453	615	5223	1682	636	5422	2138	711	2026	3441	1561	1536	604	466	2901	6736	1000	1538	406	7368	7621	7032	3526	282	3261	1393	436	10	1354	566	237
gene:PF3D7_0113800	1	527107	536351	+	9245	460	294	890	1786	358	2130	744	286	588	371	157	397	476	902	644	1077	967	1042	1137	1373	1162	558	321	1394	934	371	8120	10116	1097	13409	12360	1583	159	336	569	599	251	218	944	2336	935	1504	347	408	882	1184	1307	176	4926	7770	929	38	7987	1153	248
gene:PF3D7_0113900	1	537109	538025	-	917	3227	2230	2947	5916	2340	4257	1957	177	388	259	139	6848	7587	2432	1809	420	331	3111	3449	738	561	236	137	4319	567	243	1809	238	276	2064	285	372	1031	1816	266	329	685	574	1638	3817	116	228	237	3454	3820	3867	812	92	1154	194	189	2	181	303	151
gene:PF3D7_0114000	1	542480	546983	+	4504	151	68	1630	3248	81	545	304	152	478	240	293	221	296	312	228	216	209	450	906	889	1110	378	521	508	550	627	3089	64	348	2699	59	449	135	176	63	60	277	214	384	982	150	328	1050	480	1635	458	712	277	2211	52	234	3	55	413	746
gene:PF3D7_0114100	1	547597	548380	-	784	23	13	8	32	6	21	9	483	893	72	46	12	3	569	421	55	64	14	9	2832	2321	189	118	12	1325	334	491	31117	1082	340	30305	1213	4	4	421	513	91	74	20	57	1359	2364	72	1	10	18	1939	141	307	23464	721	0	20099	1023	69
gene:PF3D7_0114200	1	550576	551713	-	1138	2	0	0	0	0	1	0	0	1	1	2	0	0	2	1	0	0	0	7	0	5	3	2	1	3	0	7	234	42	13	246	53	0	1	1	0	4	0	1	11	7	12	3	0	1	0	2	0	11	205	31	0	179	42	3
gene:PF3D7_0114500	1	558201	558708	-	508	2	0	36	50	0	3	2	43	188	7	1	13	17	9683	6871	149	136	3	0	1193	883	16	9	2	713	23	21	4069	45	27	3937	49	0	2	75	93	5	7	30	111	1495	2682	192	0	2	4	1025	8	14	3052	28	0	2585	44	104
gene:PF3D7_0114700	1	563703	564842	-	1140	0	1	3	4	0	1	0	0	2	2	1	0	0	4	2	0	0	0	2	19	8	0	0	0	6	0	1	5	0	2	6	1	0	0	3	0	1	0	2	6	8	13	0	0	1	0	9	0	1	5	9	0	7	0	2
gene:PF3D7_0114800	1	569485	570272	-	788	7	4	8	9	0	1	1	5	19	0	1	6	2	38	26	0	0	93	95	1755	1478	31	21	123	1150	59	6	20	0	1	25	3	0	3	44	53	2	1	16	41	110	133	4	0	131	128	1642	20	2	12	2	0	7	1	7
gene:PF3D7_0115000	1	577704	583789	+	6086	17	9	29	40	6	11	12	13	22	16	12	7	6	1001	688	24	30	28	26	360	427	68	74	35	175	134	15	0	1	12	1	1	20	27	225	229	110	92	16	43	513	787	101	6	29	23	268	43	18	2	12	0	5	0	64
gene:PF3D7_0115100	1	587391	588394	+	1004	4	1	13	18	2	11	11	6	8	19	29	0	1	5	0	0	4	12	21	24	15	39	17	8	14	22	4	1	2	1	3	4	1	7	6	4	120	95	6	12	7	9	34	6	15	15	8	13	1	1	4	0	1	1	27
gene:PF3D7_0115200	1	591849	593187	+	1339	5	0	0	4	2	8	4	5	2	0	2	0	1	10	12	0	0	56	84	68	62	2	2	60	67	2	6	0	0	2	2	1	0	0	2	1	1	0	3	10	1	2	1	2	19	53	119	2	5	0	10	0	2	0	1
gene:PF3D7_0115300	1	595102	596273	+	1172	0	3	9	16	0	4	1	15	15	1	1	0	1	5	6	0	0	369	688	968	716	60	27	344	757	54	7	3	0	5	5	1	0	0	3	9	4	1	6	9	8	12	2	16	334	284	1049	11	3	5	6	0	4	1	0
gene:PF3D7_0115400	1	598465	599472	+	1008	3	0	4	7	1	5	1	40	161	4	1	0	0	29	24	3	1	44	68	15023	30599	736	776	77	4725	1660	2	141	3	4	123	3	1	0	92	108	19	14	1	4	166	236	8	2	53	61	6886	660	4	98	0	0	111	4	12
gene:PF3D7_0115600	1	604162	605531	+	1370	177	118	153	306	122	534	258	5855	23607	839	417	10	13	38	24	1	1	356	426	28866	40807	830	784	356	12122	1563	277	515	33	241	586	26	80	183	534	574	125	110	167	351	584	850	38	303	357	264	17736	669	188	408	18	1	349	27	34
gene:PF3D7_0115700	1	607390	614893	-	7504	85	50	138	306	53	148	117	43	77	527	322	18	30	25	22	16	28	231	331	75	158	235	302	316	50	207	453	67	131	404	74	145	63	119	41	32	1043	710	217	497	57	78	365	185	206	247	75	79	268	42	111	2	49	115	259
gene:PF3D7_1000100	10	28490	36164	+	7675	917	573	796	1505	152	813	690	1090	1728	5180	3111	354	369	195	151	509	427	1480	1725	897	2162	1106	1504	1631	445	1662	945	369	357	994	499	442	299	614	680	804	3987	2844	1737	3781	119	216	282	1458	3036	1351	593	587	573	372	258	5	320	317	217
gene:PF3D7_1000200	10	38050	39395	-	1346	53	31	64	126	5	195	82	68	130	38	19	293	339	29943	21971	876	737	161	176	343	274	56	29	141	210	42	404	1812	122	301	1822	154	37	70	124	148	81	52	23	51	28	58	15	140	201	123	332	19	240	1493	102	0	1269	146	6
gene:PF3D7_1000300	10	41773	42963	-	1191	2	2	7	15	0	8	6	5	1	3	1	419	444	73	60	44	33	40	37	20	15	0	2	39	12	4	405	42	28	392	36	22	0	4	3	3	3	1	6	18	1	4	2	5	267	31	17	0	243	22	17	0	27	30	0
gene:PF3D7_1000400	10	44816	46133	-	1318	1	0	1	3	0	3	1	0	0	4	2	3	1	37	24	6	0	2	5	6	1	3	3	5	0	6	6	1	0	5	3	1	0	3	0	3	3	3	10	16	3	1	2	2	8	1	3	3	7	1	3	0	4	0	1
gene:PF3D7_1000500	10	48052	49384	-	1333	12	7	11	18	3	5	5	5	16	30	8	6	8	41	33	2	5	12	6	19	19	7	9	13	10	4	44	74	6	38	113	2	10	10	3	16	32	19	26	64	20	22	23	4	15	6	13	1	30	62	18	0	70	7	17
gene:PF3D7_1000600	10	51349	52599	-	1251	100	72	55	95	69	239	72	300	2648	151	64	80	85	914	629	95	86	44	19	1706	3638	52	112	102	974	153	481	1604	81	344	2033	98	49	85	2745	2883	148	120	88	194	1269	2326	83	57	66	76	1501	65	307	1308	64	2	1289	66	61
gene:PF3D7_1001000	10	63152	64032	+	881	47	22	34	86	22	140	92	4587	6404	790	404	11	17	6430	4664	253	198	62	54	10179	9249	824	684	71	5704	1676	73	12703	768	94	12333	878	67	75	5917	6580	1330	960	34	107	4649	7574	467	31	62	50	8027	725	52	9923	591	1	8480	661	317
gene:PF3D7_1001100.2	10	67807	68753	-	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1001100.1	10	67807	68961	-	1155	1242	877	710	1477	1422	1942	1398	97	74	16	14	1831	2024	56	43	13	10	1373	1952	195	68	72	14	2475	95	49	1531	190	11	1721	245	19	1244	2140	45	59	41	45	862	2013	38	73	33	2853	3413	2136	141	32	1025	135	17	7	196	11	13
gene:PF3D7_1001200	10	70547	70819	-	273	233	147	91	218	92	356	252	12019	6051	4390	3085	110	69	2458	1645	5160	4298	225	201	6790	8638	8494	5248	266	3584	11444	297	13526	8218	324	13668	8929	195	383	4856	5171	15854	11985	129	287	7960	12203	5076	127	216	231	4944	4611	151	10350	6094	0	9387	7330	3364
gene:PF3D7_1001300	10	72934	73917	-	984	31	17	20	55	18	73	31	369	109	279	256	44	34	55	37	620	550	33	100	45	220	460	480	47	17	732	52	237	782	73	283	756	39	67	95	122	1543	1214	16	42	387	628	337	40	59	30	15	308	41	162	501	0	180	656	203
gene:PF3D7_1001400	10	74661	77572	-	2912	10812	7548	9877	19895	7011	22002	5797	1068	2849	203	107	14571	16168	5904	4315	164	134	14774	22836	3918	2249	252	157	18559	3781	409	8179	2011	200	9399	2311	242	4956	8390	2110	2335	267	207	7262	17048	627	1006	193	17836	16668	16037	5344	182	5225	1432	159	17	1518	202	124
gene:PF3D7_1001500	10	81416	81739	-	324	47729	33374	36373	74356	45002	126077	57877	5529	25565	725	385	72826	79988	99436	71251	716	605	57775	135415	25209	16169	557	426	77211	23328	838	62751	16351	178	60606	16445	200	34193	58515	18631	19364	790	599	41790	97818	2892	4685	676	74872	64694	65531	33533	331	40280	12570	125	102	10805	180	455
gene:PF3D7_1001600	10	86538	89009	-	2472	3251	2104	705	1350	1826	2753	2534	1758	1002	37735	37421	1261	1317	333	213	42139	37221	1108	956	385	1499	24981	27199	1368	180	26331	2527	1046	22737	3205	1459	26332	3878	6607	1352	1514	105630	77042	1192	2728	2641	4416	37559	1570	2613	1136	282	10957	1621	800	16554	5	913	20945	25370
gene:PF3D7_1001700	10	92573	93526	-	954	12235	8465	8117	16372	7258	18618	7822	1369	1396	8261	4601	14714	16769	5330	3739	5306	4833	11526	19359	1592	1264	5497	3828	14549	1377	5049	10605	1092	2752	10605	1149	3098	3895	6700	1286	1241	14582	10738	5111	11688	1046	1552	6201	17066	15889	12703	2020	2108	6741	855	1898	16	804	2575	4187
gene:PF3D7_1001800	10	96113	97031	-	919	5504	3745	3436	7053	3857	7129	4050	328	277	2641	1584	9179	10408	618	437	1848	1528	5329	8191	414	360	1755	1378	7575	323	1844	4596	192	685	4985	226	817	1999	3379	248	302	4130	3121	2356	5340	329	565	2075	8343	8715	6393	464	798	2867	148	439	7	168	619	1362
gene:PF3D7_1001900	10	99379	100361	-	983	9418	6627	7441	14918	6681	17448	8533	928	1095	431	375	14275	15730	2095	1676	687	531	11797	19421	1598	1369	639	562	15348	1163	1156	11141	1200	756	11575	1318	838	6315	10643	962	966	1156	847	5019	11512	905	1468	511	15437	13821	12976	1587	439	7316	831	553	33	859	707	295
gene:PF3D7_1002000	10	103118	104683	-	1566	4045	2663	2638	5236	3503	6071	3536	49	97	11	12	5560	6407	194	152	18	10	3769	5349	139	44	11	5	5264	75	15	4231	14	6	5010	17	8	1860	3143	45	53	21	10	1391	3499	10	22	24	7140	6663	4457	128	7	2779	25	6	3	12	10	13
gene:PF3D7_1002100	10	106653	108662	-	2010	45709	31970	28405	57837	31968	82149	38963	1082	2406	857	762	81519	93287	4883	3548	1789	1553	45655	61730	3714	1734	1427	926	63621	2750	1773	41712	1092	866	41737	1185	1047	34836	58328	1956	2190	2082	1617	21301	50412	690	1257	1173	63491	57308	54975	4146	714	26669	759	666	84	795	877	832
gene:PF3D7_1002200	10	112929	116015	+	3087	1193	773	1954	3940	662	5102	1741	8081	7006	4564	4108	10262	11834	13176	9904	4469	3952	3438	4173	18497	11130	7408	4806	3768	7930	10291	2267	20578	6133	2316	22482	6673	1676	2927	8866	9394	10579	7953	3088	7370	6455	11266	5368	2429	4580	3290	11221	4332	1449	15713	4365	9	14797	5397	3626
gene:PF3D7_1002300	10	117242	118534	+	1293	36	26	35	88	16	164	59	78	62	32	23	223	232	165	114	43	50	78	120	55	64	31	34	71	24	42	156	126	105	116	137	137	28	50	39	45	79	50	24	74	93	134	31	86	53	60	38	17	79	107	69	1	116	99	20
gene:PF3D7_1002400.2	10	121115	123291	+	2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1002400.1	10	121115	123291	+	2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1002500	10	123770	124882	-	1113	1737	1188	1123	2393	1194	3309	1990	1470	1353	964	849	3264	3453	1133	796	1821	1615	2159	4020	1695	1933	2176	1605	2999	1133	2535	2183	2065	1849	2045	2375	1960	898	1525	1178	1234	2927	2084	1068	2476	1394	2110	1403	3840	4039	2653	1447	952	1443	1568	1301	5	1527	1578	988
gene:PF3D7_1002600	10	125939	127600	+	1662	138	83	59	116	52	149	113	745	264	850	640	70	99	396	259	1517	1276	89	91	389	349	2065	1044	116	204	2156	173	701	1516	220	820	1636	71	133	274	294	2863	2032	38	105	478	768	1073	113	158	90	234	836	115	570	1065	0	513	1355	716
gene:PF3D7_1002700	10	129276	132110	+	2835	738	511	521	1121	676	1974	655	680	332	6129	3671	537	663	999	726	5590	5014	962	827	476	753	5684	4755	1344	327	6366	1065	486	4267	1592	636	4874	545	881	458	454	12354	9073	500	1337	908	1446	5871	1194	1366	1117	586	2772	683	389	2950	3	418	4050	3905
gene:PF3D7_1002800	10	132995	137272	+	4278	69	67	141	291	57	207	118	1028	566	1094	833	68	74	1134	734	2033	1611	237	208	548	902	1645	1713	338	248	2286	262	1062	1561	357	1251	1783	76	154	585	652	2641	2038	77	168	1178	2115	1374	158	421	286	371	987	173	778	1229	0	894	1525	990
gene:PF3D7_1002900	10	138765	139853	+	1089	1545	964	1296	2589	1133	3352	1463	588	525	3104	2073	2727	2941	1462	1041	2689	2274	2067	3632	870	923	3252	2777	2741	707	3523	1935	374	2535	2018	420	2835	834	1376	469	454	5424	3970	1100	2566	826	1339	2717	2503	2552	2339	920	1533	1243	305	1842	6	278	2274	1811
gene:PF3D7_1003000	10	142419	146237	+	3819	1220	864	303	582	506	952	650	52	44	7252	4204	442	475	73	49	3170	2802	498	356	112	59	2713	2430	643	68	2064	1150	18	1023	1486	13	1359	743	1233	60	55	10016	7243	660	1499	71	113	5758	774	1610	589	91	861	759	15	742	3	17	1120	3720
gene:PF3D7_1003100	10	147639	148239	+	601	72	44	101	185	33	127	82	167	89	643	588	24	32	105	78	944	818	115	113	122	178	1209	867	212	72	1514	189	89	1298	126	132	1422	54	80	87	92	2097	1390	64	145	281	487	913	57	182	179	107	567	123	79	933	0	73	1093	564
gene:PF3D7_1003200	10	149342	150038	+	697	59	39	80	145	29	86	53	308	168	270	192	32	37	207	144	321	270	76	68	211	251	414	260	94	73	624	113	365	300	112	408	344	17	50	167	146	609	483	52	106	288	407	305	48	142	81	125	247	62	277	219	0	260	271	204
gene:PF3D7_1003300	10	150416	150874	-	459	1316	944	652	1243	634	1709	838	1821	2252	2244	1416	595	622	3305	2317	1232	1065	960	1246	2998	2705	1415	1298	1193	1600	1820	1174	3567	1983	1413	3574	2256	808	1350	1745	1871	2701	2004	860	1900	1816	2929	1588	1062	1438	994	2321	768	740	2642	1486	2	2352	1861	1121
gene:PF3D7_1003400	10	152364	158516	-	6153	2603	1821	728	1430	1210	1482	1315	152	127	6558	5197	740	871	192	152	2380	2106	950	620	278	204	2064	2534	1198	166	1267	1923	175	559	2664	195	756	1680	2791	109	144	10609	8002	1376	3136	142	238	6074	1402	3147	1005	240	586	1311	115	427	3	174	589	4102
gene:PF3D7_1003500	10	160316	160962	-	647	8061	5474	7619	15414	6980	21575	8776	17350	20518	6000	4534	11556	12606	17963	12970	7380	6610	11418	20456	24333	25159	11316	9419	14714	13582	15477	11459	31562	12978	11775	32425	14680	4227	7360	17252	18202	16295	11862	6484	15793	16135	26638	7005	13400	12062	12478	19697	6386	7449	24272	9586	23	21967	11971	4694
gene:PF3D7_1003600	10	164945	165790	+	846	41408	28787	7468	15252	11444	24248	22080	357	670	20246	15441	13753	15312	418	297	3421	3021	10452	6924	1137	698	1350	5240	12903	777	762	20910	556	162	20714	567	216	34274	58465	558	549	23119	17186	11278	26012	429	697	15249	18149	25395	11288	1000	301	13305	433	141	24	453	185	9999
gene:PF3D7_1003700	10	166743	170669	-	3927	100	73	375	736	77	324	201	300	239	655	578	123	162	1405	1114	1170	1033	739	976	1016	716	1377	1056	876	435	1818	516	455	987	563	644	1092	76	120	192	230	1082	760	222	487	699	1118	1315	470	1041	766	724	719	291	369	707	1	394	947	863
gene:PF3D7_1003800	10	172723	176430	-	3708	2856	1886	2822	5760	3026	6522	3084	3977	6979	2103	1989	5304	5942	6958	5220	4446	3707	5354	8437	9041	9686	4838	4659	7468	5696	7891	4377	9784	5408	4884	12408	5843	1650	2623	5945	6392	6281	4685	2953	6700	6710	11043	3545	6562	6416	6406	8082	3249	2738	7774	3957	7	8076	4675	2394
