Geneid	Chr	Start	End	Strand	Length	ERR435801	ERR435802	ERR435803	ERR435804	ERR435805	ERR435806	ERR435807	ERR435808
gene:PBANKA_102030	10	809023	810828	-	1806	587	4966	316	416	381	401	770	544
gene:PBANKA_102040	10	813507	815021	+	1515	235	1786	324	416	58	93	132	104
gene:PBANKA_102050	10	815681	817309	-	1629	2596	16887	1627	1716	3114	3683	7759	5304
gene:PBANKA_102060	10	819144	820601	+	1458	2962	19225	2333	2603	3127	3776	8606	6351
gene:PBANKA_102070	10	821339	824260	-	2922	1105	6003	1225	542	195	292	738	401
gene:PBANKA_102080	10	825762	827180	-	1419	1468	8118	1146	1501	2836	2699	5275	3889
gene:PBANKA_102090	10	828396	830241	-	1846	347	2315	482	588	582	589	692	571
gene:PBANKA_102100	10	831248	835339	-	4092	1186	6705	864	495	283	551	1222	842
gene:PBANKA_102110	10	836657	837622	+	966	1208	7187	1744	1703	4116	4136	5300	4071
gene:PBANKA_102120	10	839121	840059	+	939	387	2781	490	562	381	326	455	400
gene:PBANKA_102130	10	841313	842386	+	1074	109	720	76	76	45	67	74	54
gene:PBANKA_102140	10	843008	843597	+	590	31	320	21	60	85	72	81	57
gene:PBANKA_102150	10	843738	844235	+	498	81	485	31	58	64	64	91	66
gene:PBANKA_102160	10	844887	846263	+	1377	274	1572	125	172	208	212	285	220
gene:PBANKA_102170	10	846970	849418	-	2449	287	1887	265	210	151	185	243	203
gene:PBANKA_102180	10	849560	850111	-	552	29	252	18	27	21	28	23	24
gene:PBANKA_102190	10	850779	852372	+	1594	120	754	91	150	249	184	174	158
gene:PBANKA_102200	10	854107	854901	+	795	243	1813	328	753	1333	920	1005	823
gene:PBANKA_102210	10	855689	858445	-	2757	24	206	16	22	10	7	13	16
gene:PBANKA_102220	10	859840	860838	+	999	20	144	9	28	46	27	31	18
gene:PBANKA_102230	10	861563	862908	+	1346	38	340	23	39	52	43	34	37
gene:PBANKA_102240	10	863336	864569	+	1234	7	85	6	7	11	11	14	8
gene:PBANKA_102250	10	864799	867428	-	2630	982	7237	408	659	303	314	416	316
gene:PBANKA_102260	10	870030	872181	+	2152	582	4050	373	427	406	412	552	474
gene:PBANKA_102270	10	873136	875874	+	2739	305	1981	268	282	113	126	153	120
gene:PBANKA_102280	10	876175	878613	-	2439	305	2164	294	209	41	55	117	88
gene:PBANKA_102290	10	879606	880340	-	735	152	887	86	163	237	236	283	217
gene:PBANKA_102300	10	880927	884388	+	3462	404	2638	126	309	288	228	341	226
gene:PBANKA_102310	10	886935	891506	+	4572	6138	35657	3193	660	300	491	3647	2032
gene:PBANKA_102320	10	892640	894233	+	1594	75	551	25	25	36	41	46	30
gene:PBANKA_102330	10	895642	897396	+	1755	131	939	63	76	34	45	60	40
gene:PBANKA_102340	10	898371	900153	+	1783	906	7188	1040	1043	269	288	484	385
gene:PBANKA_102350	10	901015	902427	-	1413	111	780	73	73	32	33	40	31
gene:PBANKA_102360	10	903631	906790	+	3160	221	1477	114	152	169	188	241	170
gene:PBANKA_102370	10	907572	908222	+	651	72	415	46	96	163	171	126	108
gene:PBANKA_102380	10	909830	915919	+	6090	190	1205	260	98	25	35	55	31
gene:PBANKA_102390	10	916652	917459	-	808	107	933	64	106	61	60	36	35
gene:PBANKA_102400	10	919581	921764	+	2184	64	478	52	41	37	48	61	30
gene:PBANKA_102410	10	922572	925589	-	3018	154	1107	211	146	58	102	117	78
gene:PBANKA_102420	10	928776	932144	+	3369	56	315	26	13	6	13	24	9
gene:PBANKA_102430	10	933126	936012	+	2887	443	3946	662	532	163	227	358	248
gene:PBANKA_102440	10	942004	942414	-	411	7877	55579	9652	19339	41425	30910	50845	45047
gene:PBANKA_102450	10	942822	943746	-	925	28	268	16	41	60	34	66	48
gene:PBANKA_102460	10	945722	955486	+	9765	17	179	11	2	4	0	4	0
gene:PBANKA_102470	10	956719	958700	+	1982	208	1522	140	424	961	751	1077	929
gene:PBANKA_102480	10	959389	960463	+	1075	279	2362	196	357	719	606	932	731
gene:PBANKA_102490	10	961008	964115	-	3108	64	558	20	22	9	17	28	13
gene:PBANKA_102500	10	965567	966948	-	1382	217	1805	134	263	457	426	541	437
gene:PBANKA_102510	10	969754	982464	+	12711	723	5558	766	79	54	66	66	43
gene:PBANKA_102520	10	984484	985854	+	1371	88	791	111	216	79	96	121	76
gene:PBANKA_102530	10	987018	997009	-	9992	144	666	76	29	14	31	46	31
gene:PBANKA_102540	10	998368	1001646	-	3279	49	325	14	28	26	25	41	31
gene:PBANKA_102550	10	1003159	1015934	-	12776	457	3552	381	36	19	15	40	23
gene:PBANKA_102560	10	1018282	1019166	-	885	19	168	14	24	18	18	32	29
gene:PBANKA_102570	10	1020405	1021559	-	1155	2780	20826	2267	2484	7206	7989	14231	11914
gene:PBANKA_102580	10	1023840	1024699	+	860	127	1068	57	219	371	254	450	352
gene:PBANKA_102590	10	1025400	1027334	-	1935	32	274	17	10	14	16	21	5
gene:PBANKA_102600	10	1028019	1029002	+	984	46	460	26	83	152	142	161	131
gene:PBANKA_102610	10	1031346	1039640	+	8295	66	307	22	1	2	5	5	4
gene:PBANKA_102620	10	1040425	1041837	-	1413	677	5537	749	991	595	634	895	708
gene:PBANKA_102630	10	1043405	1047164	+	3760	367	2724	233	273	393	380	519	447
gene:PBANKA_102640	10	1047297	1048567	-	1271	10	201	15	8	9	9	17	14
gene:PBANKA_102650	10	1050500	1056160	+	5661	775	6216	756	214	28	39	58	35
gene:PBANKA_102660	10	1058463	1061204	+	2742	64	573	29	29	17	18	26	18
gene:PBANKA_102670	10	1062243	1063298	-	1056	70	534	63	125	151	106	161	146
gene:PBANKA_102680	10	1063972	1064669	+	698	147	1056	92	190	285	269	223	192
gene:PBANKA_102690	10	1065157	1066422	-	1266	358	2287	334	497	266	286	307	257
gene:PBANKA_102700	10	1068044	1069753	+	1710	410	3867	201	300	144	148	230	172
gene:PBANKA_102710	10	1071485	1074655	+	3171	99	768	54	55	17	32	43	41
gene:PBANKA_102720	10	1075580	1079294	+	3715	178	1104	137	197	129	116	144	116
gene:PBANKA_102730	10	1079992	1083783	-	3792	380	2181	245	121	26	45	66	43
gene:PBANKA_102740	10	1085443	1086456	-	1014	22	170	12	31	14	6	10	11
gene:PBANKA_102750	10	1087853	1088470	-	618	23	112	49	97	64	42	25	24
gene:PBANKA_102760	10	1088998	1090993	-	1996	1248	8453	1204	1704	2349	2661	4530	3714
gene:PBANKA_102770	10	1092939	1093913	+	975	521	3340	422	442	824	839	1468	1082
gene:PBANKA_102780	10	1094839	1098150	+	3312	457	2569	345	162	64	106	360	221
gene:PBANKA_102790	10	1099228	1099968	+	741	634	4381	526	1038	1698	1369	2326	1897
gene:PBANKA_102800	10	1102062	1105745	+	3684	284	1334	209	138	125	131	149	127
gene:PBANKA_102810	10	1106862	1108247	-	1386	246	1668	132	165	179	180	295	215
gene:PBANKA_102820	10	1110337	1117278	+	6942	1748	10934	1307	430	204	258	615	385
gene:PBANKA_102830	10	1117976	1119077	-	1102	273	2366	122	238	313	325	431	319
gene:PBANKA_102840	10	1122003	1122662	-	660	832	7389	754	1877	1524	1256	1643	1303
gene:PBANKA_102850	10	1126236	1127162	+	927	701	4952	1221	1333	692	767	1078	805
gene:PBANKA_102860	10	1128070	1130106	-	2037	721	4456	257	203	241	295	1078	703
gene:PBANKA_102870	10	1133881	1136197	+	2317	1512	13284	953	1415	2810	2831	3900	3080
gene:PBANKA_102880	10	1136406	1137894	-	1489	254	2017	219	571	3360	2747	3417	2864
gene:PBANKA_102890	10	1139678	1141108	-	1431	865	4944	943	1552	4525	3468	4128	3239
gene:PBANKA_102900	10	1142413	1147109	+	4697	114	733	100	31	41	35	72	49
gene:PBANKA_102910	10	1147446	1147988	-	543	35	182	26	21	19	17	20	12
gene:PBANKA_102920	10	1149316	1150413	+	1098	134	782	115	177	88	82	106	92
gene:PBANKA_102930	10	1151140	1152933	+	1794	174	761	116	119	98	148	177	131
gene:PBANKA_102940	10	1154375	1156256	+	1882	419	2246	263	283	517	814	401	348
gene:PBANKA_102950	10	1157095	1158927	-	1833	48	340	102	72	7	8	12	5
gene:PBANKA_102960	10	1160697	1161827	+	1131	204	1198	399	537	252	187	203	150
gene:PBANKA_102970	10	1163164	1165012	-	1849	138	1006	173	366	159	121	167	143
gene:PBANKA_102980	10	1166986	1168644	+	1659	56	387	28	39	17	19	25	17
gene:PBANKA_102990	10	1169091	1172216	-	3126	3	32	4	0	3	2	5	5
gene:PBANKA_103000	10	1173317	1174603	+	1287	0	11	0	0	1	0	2	2
gene:PBANKA_103010	10	1175463	1176726	-	1264	23	232	11	16	19	31	56	35
gene:PBANKA_103020	10	1179417	1188315	+	8899	253	2042	590	89	12	21	22	18
gene:PBANKA_103030	10	1190102	1190844	+	743	90	843	46	153	211	147	157	190
gene:PBANKA_103040	10	1192036	1194711	+	2676	6	78	11	1	2	3	10	3
gene:PBANKA_103050	10	1194854	1197592	-	2739	1	34	2	2	5	2	3	1
gene:PBANKA_103060	10	1199474	1200460	-	987	78	743	30	62	61	40	92	85
gene:PBANKA_103070	10	1201632	1203077	+	1446	25	111	20	43	15	16	15	10
gene:PBANKA_103080	10	1203343	1205004	-	1662	3	27	4	5	1	2	3	1
gene:PBANKA_103090	10	1205542	1207203	-	1662	3	29	2	1	2	4	3	2
gene:PBANKA_103100	10	1207759	1210803	-	3045	16	63	8	3	12	15	18	14
gene:PBANKA_103110	10	1212412	1217841	+	5430	11	90	11	0	2	2	4	4
gene:PBANKA_103120	10	1218476	1220656	-	2181	129	905	67	81	32	45	76	27
gene:PBANKA_103130	10	1223723	1226237	+	2515	51	454	34	63	19	43	53	32
gene:PBANKA_103140	10	1227898	1229970	+	2073	16	271	5	23	20	18	14	18
gene:PBANKA_103150	10	1230191	1237718	-	7528	60	637	30	28	17	19	25	22
gene:PBANKA_103160	10	1239094	1241334	-	2241	588	4018	635	477	190	319	508	347
gene:PBANKA_103170	10	1242916	1244369	-	1454	3	60	5	11	15	10	25	21
gene:PBANKA_103180	10	1247307	1248519	+	1213	112	695	54	87	70	58	61	36
gene:PBANKA_103190	10	1249838	1251235	-	1398	67	707	30	36	18	27	45	23
gene:PBANKA_103200	10	1253520	1254080	+	561	12	107	2	21	21	22	33	17
gene:PBANKA_103210	10	1254745	1256559	-	1815	59	657	30	28	19	19	31	23
gene:PBANKA_103220	10	1259198	1270778	+	11581	61	562	38	7	4	1	10	8
gene:PBANKA_103230	10	1271648	1273918	-	2271	130	1281	140	73	21	21	46	35
gene:PBANKA_103240	10	1276499	1278222	-	1724	165	1425	86	216	283	221	286	177
gene:PBANKA_103250	10	1280126	1281016	+	891	48	315	50	68	66	63	80	60
gene:PBANKA_103260	10	1282185	1283888	-	1704	207	1821	124	151	86	105	147	99
gene:PBANKA_103270	10	1286811	1288334	-	1524	665	6208	288	369	140	187	292	208
gene:PBANKA_103280	10	1291968	1294448	+	2481	94	772	61	67	24	37	35	25
gene:PBANKA_103290	10	1295197	1296723	-	1527	77	606	73	89	55	89	133	95
gene:PBANKA_103300	10	1298042	1301384	-	3343	266	1996	104	85	23	39	98	45
gene:PBANKA_103310	10	1304429	1306149	+	1721	89	938	56	157	256	178	232	174
gene:PBANKA_103320	10	1307326	1308483	-	1158	14	185	9	12	10	3	18	8
gene:PBANKA_103330	10	1310289	1311070	+	782	73	752	66	135	276	246	245	175
gene:PBANKA_103340	10	1311594	1314878	-	3285	114	742	52	23	13	14	43	21
gene:PBANKA_103350	10	1315841	1317531	+	1691	25	134	14	18	12	15	26	14
gene:PBANKA_103360	10	1318752	1319768	+	1017	7	74	12	17	15	20	40	26
gene:PBANKA_103370	10	1320361	1321503	-	1143	13	138	14	22	52	27	53	32
gene:PBANKA_103380	10	1324088	1343810	+	19723	302	2329	120	29	26	17	28	16
gene:PBANKA_103390	10	1344631	1345617	-	987	452	4022	599	1446	1392	1298	1406	1161
gene:PBANKA_103400	10	1348107	1348664	-	558	169	1404	249	249	217	253	202	171
gene:PBANKA_103410	10	1350603	1353812	+	3210	81	656	38	32	5	6	38	23
gene:PBANKA_103420	10	1354842	1355117	-	276	136	559	81	125	309	258	217	177
gene:PBANKA_103430	10	1360849	1364988	+	4140	17	136	15	1	3	9	10	8
gene:PBANKA_103440	10	1366386	1367738	-	1353	173	2140	104	201	96	100	129	76
gene:PBANKA_103450	10	1370262	1371685	-	1424	5078	43152	3398	5102	8778	9137	21475	16131
gene:PBANKA_103460	10	1374047	1380004	+	5958	43	264	51	51	30	64	68	56
gene:PBANKA_103470	10	1380020	1381081	-	1062	238	1537	186	425	460	365	487	356
gene:PBANKA_103480	10	1382011	1382586	+	576	125	990	179	240	219	187	190	144
gene:PBANKA_103490	10	1383423	1385848	-	2426	358	2556	275	195	285	341	531	411
gene:PBANKA_103500	10	1387581	1388579	+	999	253	1847	421	603	527	535	572	436
gene:PBANKA_103510	10	1389559	1390826	-	1268	409	3051	554	492	284	262	244	188
gene:PBANKA_103520	10	1392158	1396072	-	3915	1489	16036	555	234	81	113	265	174
gene:PBANKA_103530	10	1397306	1398810	-	1505	111	965	48	64	58	53	74	56
gene:PBANKA_103540	10	1401755	1402981	+	1227	1258	10671	526	927	1322	1062	1712	1287
gene:PBANKA_103550	10	1404257	1404832	-	576	177	1429	92	157	227	204	260	214
gene:PBANKA_103560	10	1405760	1409146	-	3387	22	152	17	14	2	8	6	11
gene:PBANKA_103570	10	1410564	1415077	+	4514	19	159	3	5	20	14	31	13
gene:PBANKA_103580	10	1415590	1417317	-	1728	320	2111	148	265	448	404	772	715
gene:PBANKA_103590	10	1418533	1419912	-	1380	245	2040	287	396	377	362	681	551
gene:PBANKA_103600	10	1421655	1428968	-	7314	165	1412	166	50	35	49	75	53
gene:PBANKA_103610	10	1430137	1433535	+	3399	62	402	82	102	74	88	71	59
gene:PBANKA_103620	10	1434088	1434951	-	864	356	2126	370	1246	4598	3318	3597	3000
gene:PBANKA_103630	10	1436034	1439040	-	3007	697	3610	988	618	137	204	287	168
gene:PBANKA_103640	10	1440068	1443341	+	3274	2261	15662	3123	1469	781	1027	2315	1388
gene:PBANKA_103650	10	1444950	1446605	+	1656	161	1032	75	147	104	119	97	61
gene:PBANKA_103660	10	1448949	1449998	+	1050	110	1133	54	108	87	85	91	63
gene:PBANKA_103670	10	1450524	1452260	-	1737	204	1387	103	151	157	144	164	128
gene:PBANKA_103680	10	1453155	1457853	+	4699	124	866	63	38	20	40	63	40
gene:PBANKA_103690	10	1457990	1460767	-	2778	470	3193	672	400	55	144	228	155
gene:PBANKA_103700	10	1460984	1461853	-	870	112	924	153	131	31	34	71	59
gene:PBANKA_103710	10	1462638	1466211	+	3574	260	1431	379	366	749	557	520	399
gene:PBANKA_103720	10	1466941	1469767	-	2827	801	5539	730	919	806	835	1223	878
gene:PBANKA_103730	10	1471480	1472358	-	879	354	2590	360	559	346	360	445	329
gene:PBANKA_103740	10	1474715	1475641	+	927	234	1487	388	510	163	179	224	141
gene:PBANKA_103750	10	1476518	1482315	+	5798	38	273	22	22	30	44	54	34
gene:PBANKA_103760	10	1482605	1483903	-	1299	173	1173	247	230	260	241	260	243
gene:PBANKA_103770	10	1484803	1485354	-	552	112	621	51	50	23	37	84	88
gene:PBANKA_103780	10	1486414	1486914	-	501	69799	481469	100770	164222	151010	137391	202399	192706
gene:PBANKA_103790	10	1488023	1488599	-	577	153	779	82	201	202	181	302	250
gene:PBANKA_103800	10	1490791	1491453	+	663	89	648	73	134	248	192	232	166
gene:PBANKA_103810	10	1492031	1492640	-	610	3	35	9	10	8	10	15	8
gene:PBANKA_103820	10	1494809	1499694	+	4886	25	182	16	2	8	14	21	7
gene:PBANKA_103830	10	1500794	1502171	+	1378	192	1670	80	197	232	162	203	136
gene:PBANKA_103840	10	1502690	1503359	-	670	60	588	45	86	262	190	205	171
gene:PBANKA_103850	10	1503904	1505847	+	1944	39	306	24	33	42	35	49	37
gene:PBANKA_103860	10	1505969	1509738	-	3770	15	77	8	8	49	23	27	33
gene:PBANKA_103870	10	1510201	1514262	+	4062	18	155	15	14	15	13	21	16
gene:PBANKA_103880	10	1515321	1515953	+	633	284	3654	141	315	279	256	271	183
gene:PBANKA_103890	10	1517288	1522672	+	5385	529	4383	261	101	53	68	101	62
gene:PBANKA_103900	10	1523315	1525789	-	2475	26	229	13	10	22	33	41	23
gene:PBANKA_103910	10	1526716	1529070	-	2355	72	478	31	43	30	35	47	28
gene:PBANKA_103920	10	1530308	1531456	-	1149	9	62	2	12	17	13	15	18
gene:PBANKA_103930	10	1533238	1536494	+	3257	17	118	13	14	8	7	17	15
gene:PBANKA_103940	10	1538002	1539122	+	1121	301	2441	254	650	1038	814	500	453
gene:PBANKA_103950	10	1540548	1542143	+	1596	60	418	51	36	14	30	40	32
gene:PBANKA_103960	10	1543654	1545522	+	1869	83	704	41	44	13	29	44	32
gene:PBANKA_103970	10	1546279	1546842	-	564	154	1323	68	165	129	125	150	107
gene:PBANKA_103980	10	1548121	1550535	-	2415	2	6	1	1	3	2	8	7
gene:PBANKA_103990	10	1551671	1555129	+	3459	2	19	0	0	5	1	4	1
gene:PBANKA_104000	10	1555694	1558323	+	2630	19	110	12	13	31	31	34	26
gene:PBANKA_104010	10	1559414	1560739	-	1326	56	366	33	38	20	18	48	24
gene:PBANKA_104020	10	1567931	1569016	+	1086	6	27	1	2	4	6	3	1
gene:PBANKA_104030	10	1570697	1571590	+	894	3	24	1	2	6	6	2	1
gene:PBANKA_104040	10	1574737	1575938	+	1202	1	7	1	1	1	0	3	1
gene:PBANKA_110040	11	14387	15605	-	1219	0	0	0	0	0	0	2	0
gene:PBANKA_110050	11	19899	20791	-	893	0	6	1	3	1	2	0	1
gene:PBANKA_110070	11	26526	28042	+	1517	15	149	16	35	20	22	32	25
gene:PBANKA_110075	11	29492	31039	+	1548	6	26	5	8	3	3	0	3
gene:PBANKA_110080	11	32478	33599	-	1122	0	2	0	0	2	0	2	2
gene:PBANKA_110086	11	37698	38118	-	421	231	1770	94	286	592	476	792	628
gene:PBANKA_110090	11	41393	43903	+	2511	16	165	6	15	12	11	34	12
gene:PBANKA_110100	11	45750	47341	+	1592	5	24	1	7	8	7	9	9
gene:PBANKA_110110	11	50363	51738	-	1376	85	574	50	82	58	79	138	104
gene:PBANKA_110120	11	53599	54798	-	1200	590	4138	398	641	791	765	911	631
gene:PBANKA_110130	11	58476	60971	+	2496	7	124	11	7	4	5	15	13
gene:PBANKA_110140	11	61847	63013	-	1167	52	592	55	114	54	37	64	52
gene:PBANKA_110150	11	65246	67288	-	2043	5	38	4	3	2	3	4	2
gene:PBANKA_110160	11	69373	72126	+	2754	166	1412	90	45	36	55	84	65
gene:PBANKA_110170	11	72390	73753	-	1364	14	86	6	8	6	10	6	9
gene:PBANKA_110180	11	74546	78309	+	3764	19	122	7	14	9	11	15	7
gene:PBANKA_110190	11	78861	79658	-	798	20	141	13	13	19	14	18	18
gene:PBANKA_110200	11	81162	82915	+	1754	47	326	31	37	19	41	44	41
gene:PBANKA_110210	11	83773	84588	-	816	94	518	55	38	23	57	72	28
gene:PBANKA_110220	11	86718	87947	-	1230	46	380	27	32	28	24	35	23
gene:PBANKA_110230	11	89493	92923	-	3431	64	306	71	31	28	40	85	45
gene:PBANKA_110240	11	93427	94577	-	1151	19	87	18	15	31	29	29	30
gene:PBANKA_110250	11	95441	95893	+	453	80	592	57	76	83	79	73	65
gene:PBANKA_110260	11	96363	96808	-	446	4	70	14	21	74	54	32	33
gene:PBANKA_110270	11	97727	99120	+	1394	43	300	27	37	41	53	44	33
gene:PBANKA_110280	11	99614	101158	-	1545	102	573	50	55	79	56	118	98
gene:PBANKA_110290	11	102978	105587	+	2610	1419	8145	1018	678	731	1157	3068	2222
gene:PBANKA_110300	11	108320	109273	-	954	79	511	58	58	43	47	50	32
gene:PBANKA_110310	11	112254	112808	+	555	619	5968	242	817	905	749	895	721
gene:PBANKA_110320	11	113764	115932	-	2169	835	5197	331	289	153	250	559	396
gene:PBANKA_110330	11	117220	120567	-	3348	2710	17435	2130	1652	2543	3150	7550	5346
gene:PBANKA_110340	11	121408	122273	-	866	143	1129	157	413	892	687	492	471
gene:PBANKA_110350	11	123409	125264	-	1856	4	33	1	7	11	4	11	8
gene:PBANKA_110360	11	126285	132032	+	5748	48	298	17	33	49	39	66	54
gene:PBANKA_110370	11	132596	134040	-	1445	429	2624	217	592	1265	1066	1571	1395
gene:PBANKA_110380	11	135587	137480	+	1894	328	1873	221	244	1010	1157	1748	1436
gene:PBANKA_110390	11	137572	138661	-	1090	1474	9676	1537	2924	7498	7227	9439	8078
gene:PBANKA_110400	11	140321	142444	+	2124	376	2653	324	151	73	108	359	231
gene:PBANKA_110410	11	143213	144835	+	1623	104	900	58	147	232	167	231	177
gene:PBANKA_110420	11	145616	146734	+	1119	1424	11877	814	1662	3621	3412	7481	5556
gene:PBANKA_110430	11	147962	149302	+	1341	109	815	107	122	44	50	67	35
gene:PBANKA_110440	11	149547	162977	-	13431	1170	7449	1428	1159	499	706	1006	741
gene:PBANKA_110450	11	164314	165837	+	1524	492	3675	256	486	681	531	763	571
gene:PBANKA_110460	11	166108	173108	-	7001	603	4267	468	369	403	540	701	543
gene:PBANKA_110470	11	174929	181711	+	6783	130	1048	67	11	7	4	18	11
gene:PBANKA_110480	11	183341	185011	+	1671	599	3838	269	448	279	285	707	490
gene:PBANKA_110490	11	186212	187858	+	1647	405	2407	766	809	478	525	1022	739
gene:PBANKA_110500	11	188369	190480	-	2112	5	20	5	3	0	2	8	2
gene:PBANKA_110510	11	191562	195260	-	3699	112	861	48	20	15	18	52	23
gene:PBANKA_110520	11	197630	198442	+	813	135	992	67	145	114	127	112	85
gene:PBANKA_110530	11	199888	201255	-	1368	205	1237	157	188	266	229	283	226
gene:PBANKA_110540	11	203321	203809	-	489	70	529	64	107	37	42	58	32
gene:PBANKA_110550	11	204865	205993	-	1129	244	1885	131	328	486	332	320	212
gene:PBANKA_110560	11	206482	207455	+	974	114	744	130	242	161	162	136	113
gene:PBANKA_110570	11	207799	208688	-	890	118	568	159	332	167	135	89	66
gene:PBANKA_110580	11	209510	210367	+	858	625	3694	509	785	232	278	354	298
gene:PBANKA_110590	11	210771	211781	-	1011	718	3872	532	653	281	335	555	464
gene:PBANKA_110600	11	212252	213524	-	1273	323	2820	263	478	575	391	400	319
gene:PBANKA_110610	11	215360	224588	+	9229	141	1196	93	3	5	3	12	6
gene:PBANKA_110620	11	225076	226362	-	1287	40	220	13	24	34	26	24	16
gene:PBANKA_110630	11	227915	229666	+	1752	63	582	38	56	47	37	37	37
gene:PBANKA_110640	11	230776	233737	+	2962	149	1147	68	116	142	132	175	136
gene:PBANKA_110650	11	234366	236192	-	1827	709	6709	317	215	200	218	482	329
gene:PBANKA_110660	11	237581	238110	-	530	3	24	1	5	6	5	3	3
gene:PBANKA_110670	11	239269	240504	-	1236	749	6298	807	691	445	483	825	568
gene:PBANKA_110680	11	242647	244425	-	1779	235	1766	93	147	108	118	183	124
gene:PBANKA_110690	11	245926	248436	-	2511	8588	55926	10808	5706	3700	5621	13315	9906
gene:PBANKA_110700	11	249367	249828	-	462	19	115	15	17	48	26	30	21
gene:PBANKA_110710	11	251073	252872	-	1800	481	3910	291	400	302	332	764	501
gene:PBANKA_110720	11	256001	258034	+	2034	177	1566	100	61	29	37	63	34
gene:PBANKA_110730	11	258949	260499	-	1551	136	1053	53	95	50	58	84	50
gene:PBANKA_110740	11	263898	267056	+	3159	630	4881	665	361	39	65	121	73
gene:PBANKA_110750	11	267993	268549	+	557	148	867	82	277	495	372	353	312
gene:PBANKA_110760	11	268806	269867	-	1062	3786	31040	1512	2693	11511	10223	22808	17207
gene:PBANKA_110770	11	271441	276402	+	4962	4696	31503	2462	862	594	938	2911	1907
gene:PBANKA_110780	11	276712	278105	-	1394	369	3608	241	474	490	361	335	244
gene:PBANKA_110790	11	280858	281883	+	1026	173	1385	95	149	50	44	57	52
gene:PBANKA_110800	11	283033	284901	+	1869	53	391	25	50	56	81	71	63
gene:PBANKA_110810	11	285288	292265	-	6978	450	3238	369	52	26	34	72	52
gene:PBANKA_110820	11	293498	294160	+	663	205	1799	196	298	354	312	317	262
gene:PBANKA_110830	11	295882	299877	+	3996	5492	42541	5463	671	423	837	2471	1426
gene:PBANKA_110840	11	300797	301621	-	825	146	1302	71	161	69	68	90	61
gene:PBANKA_110850	11	304109	311755	+	7647	1488	10168	1008	65	28	43	196	85
gene:PBANKA_110860	11	312074	313510	-	1437	212	1591	181	200	111	112	117	91
gene:PBANKA_110870	11	316189	320517	+	4329	869	5326	545	169	86	129	260	165
gene:PBANKA_110880	11	321188	322815	+	1628	165	1039	180	296	714	532	662	556
gene:PBANKA_110890	11	323259	323761	-	503	66	442	46	109	336	287	320	222
gene:PBANKA_110900	11	324664	332619	-	7956	435	3369	264	52	44	48	73	50
gene:PBANKA_110910	11	335162	336175	+	1014	545	4297	198	359	462	453	787	605
gene:PBANKA_110920	11	337022	339099	+	2078	18	194	20	20	5	8	9	6
gene:PBANKA_110930	11	339418	341505	-	2088	432	3745	226	438	573	499	611	458
gene:PBANKA_110940	11	343219	348295	+	5077	110	1129	82	12	10	8	24	13
gene:PBANKA_110950	11	349090	350094	+	1005	25	211	12	15	18	24	26	23
gene:PBANKA_110960	11	350661	353713	+	3053	237	1896	96	86	53	65	110	58
