Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
gene:PF3D7_1019700	10	800278	803502	-	3225	12025	5375	5039	4798	5871	5470
gene:PF3D7_1019800	10	804328	807582	-	3255	3055	1164	1292	881	1286	823
gene:PF3D7_1019900	10	808618	808992	-	375	7791	3094	2827	3115	3097	2891
gene:PF3D7_1020000	10	811106	813484	-	2379	19373	6505	6804	7690	7426	7779
gene:PF3D7_1020100	10	814352	814957	-	606	11199	3668	3792	4274	4256	4370
gene:PF3D7_1020200	10	816066	818972	-	2907	195866	71312	70172	67855	77313	74176
gene:PF3D7_1020300	10	819830	822139	+	2310	42552	11241	13361	10974	13635	10643
gene:PF3D7_1020400	10	822602	824593	-	1992	2060	957	866	995	1145	1023
gene:PF3D7_1020500	10	825451	826971	+	1521	1026	475	354	400	394	438
gene:PF3D7_1020600	10	827488	834231	+	6744	5441	2233	1895	1897	2247	1789
gene:PF3D7_1020700	10	835292	839700	+	4409	7546	2789	2702	2392	3082	2496
gene:PF3D7_1020800	10	840212	843403	+	3192	7407	3025	2656	3315	3350	3324
gene:PF3D7_1020900	10	845086	846192	-	1107	9183	2735	3273	2945	3744	2891
gene:PF3D7_1021000	10	848859	850404	-	1546	5435	1844	1939	1951	2095	1838
gene:PF3D7_1021100	10	851000	856285	-	5286	3476	1582	1408	1252	1760	1327
gene:PF3D7_1021200	10	857673	859742	-	2070	8118	2647	2792	2701	3321	2648
gene:PF3D7_1021300	10	860960	862449	-	1490	1455	629	591	546	655	569
gene:PF3D7_1021400	10	863907	866742	+	2836	4980	2228	2078	2199	2488	2194
gene:PF3D7_1021500	10	867635	869677	-	2043	9534	3803	3619	3409	3755	3597
gene:PF3D7_1021600	10	871095	871886	+	792	16689	5178	5950	5909	6710	6106
gene:PF3D7_1021700	10	873208	894869	-	21662	10270	3692	4055	3135	4534	3190
gene:PF3D7_1021800	10	896865	903608	-	6744	39833	11494	13330	11461	14818	11386
gene:PF3D7_1021900	10	905473	912345	-	6873	70126	20571	24459	19686	27070	21003
gene:PF3D7_1022000	10	919772	924213	+	4442	4991	1739	1801	1442	1935	1465
gene:PF3D7_1022100	10	925280	926230	-	951	1523	587	545	608	577	597
gene:PF3D7_1022200	10	926831	929020	-	2190	1486	671	620	458	627	478
gene:PF3D7_1022300	10	932697	934381	+	1685	1728	857	727	578	810	586
gene:PF3D7_1022400	10	939938	942234	-	2297	17400	6030	5676	6093	6360	5609
gene:PF3D7_1022500	10	944398	946089	-	1692	9950	3704	3737	3803	4161	3613
gene:PF3D7_1022600	10	948477	951152	+	2676	6608	2861	2661	2273	3059	2368
gene:PF3D7_1022700	10	951752	952579	-	828	8565	2843	3130	2989	3131	2943
gene:PF3D7_1022800	10	955883	958357	+	2475	7889	2860	2867	2857	3136	2613
gene:PF3D7_1022900	10	958939	959896	-	958	8732	2894	3112	3262	3493	3020
gene:PF3D7_1023000	10	961066	962307	-	1242	1569	586	640	427	667	522
gene:PF3D7_1023100	10	963497	980560	-	17064	3779	1555	1170	1392	1185	1381
gene:PF3D7_1023200	10	982231	983202	+	972	1852	666	737	692	819	806
gene:PF3D7_1023300	10	984228	985330	-	1103	14740	4232	5149	4818	5745	5087
gene:PF3D7_1023400	10	985350	986988	+	1639	10398	3005	3695	3109	3955	3170
gene:PF3D7_1023500	10	987017	987310	-	294	185	117	68	63	64	63
gene:PF3D7_1023600	10	987358	990148	-	2791	3273	1242	1050	1276	1220	1288
gene:PF3D7_1023700	10	991147	993420	+	2274	668	299	154	220	175	224
gene:PF3D7_1023800	10	994322	996788	+	2467	886	483	367	478	385	473
gene:PF3D7_1023900	10	997475	1007461	-	9987	54628	17586	17461	17341	20344	16089
gene:PF3D7_1024000	10	1014896	1016596	+	1701	2677	1025	955	962	1020	955
gene:PF3D7_1024100	10	1017201	1020515	-	3315	7007	2736	2404	2750	2476	2418
gene:PF3D7_1024200	10	1021292	1021774	-	483	1072	421	371	459	461	421
gene:PF3D7_1024300	10	1022505	1022897	+	393	12307	5085	5426	4815	5773	5655
gene:PF3D7_1024400	10	1023205	1024869	-	1665	3319	1340	1223	1317	1518	1299
gene:PF3D7_1024500	10	1026120	1026914	+	795	1462	639	557	726	663	649
gene:PF3D7_1024600	10	1027128	1029367	-	2240	3264	1169	1088	1240	1129	1124
gene:PF3D7_1024700	10	1030044	1031534	+	1491	3834	1627	1502	1670	1802	1748
gene:PF3D7_1024800	10	1034685	1039079	+	4395	99915	31239	31840	31801	33778	29816
gene:PF3D7_1024900	10	1040289	1045004	-	4716	751	369	261	311	283	311
gene:PF3D7_1025000	10	1045608	1049760	-	4153	32279	10585	10778	10827	12052	10109
gene:PF3D7_1025100	10	1052844	1055333	+	2490	29380	10994	11072	12345	12377	12760
gene:PF3D7_1025200	10	1055744	1057030	-	1287	3708	1531	1498	1417	1802	1396
gene:PF3D7_1025300	10	1057890	1060658	-	2769	536	206	204	166	260	176
gene:PF3D7_1025400	10	1061399	1067085	-	5687	10198	3550	3477	3941	3961	3817
gene:PF3D7_1025500	10	1067652	1086992	-	19341	8682	3211	3353	3057	4119	2871
gene:PF3D7_1025600	10	1088214	1088417	+	204	3084	1019	1105	1081	1169	1067
gene:PF3D7_1025700	10	1088931	1089494	+	564	5355	2074	2159	2031	2407	2016
gene:PF3D7_1025800	10	1089997	1090538	-	542	5888	2031	2034	2317	2269	2259
gene:PF3D7_1025900	10	1091436	1097277	-	5842	64266	21917	22681	22399	25322	22977
gene:PF3D7_1026000	10	1098455	1099882	-	1428	3477	1148	1271	1056	1321	1089
gene:PF3D7_1026100	10	1101818	1103158	+	1341	89913	34281	35689	35393	38611	37525
gene:PF3D7_1026200	10	1103464	1105230	-	1767	3826	1580	1510	1392	1502	1216
gene:PF3D7_1026300	10	1106086	1109451	+	3366	11813	3957	4080	3629	4402	3546
gene:PF3D7_1026400	10	1109794	1111605	-	1812	4136	1739	1620	1852	1826	1867
gene:PF3D7_1026500	10	1112423	1112635	-	213	2060	703	657	862	867	821
gene:PF3D7_1026600	10	1113495	1118573	-	5079	24690	8704	8070	9201	8944	9475
gene:PF3D7_1026800	10	1122962	1124037	+	1076	56012	18861	19186	22364	21444	21667
gene:PF3D7_1026900	10	1125283	1126167	+	885	3015	1140	1129	1191	1405	1324
gene:PF3D7_1027000	10	1126523	1131958	-	5436	9866	4502	3812	3987	4590	3966
gene:PF3D7_1027100	10	1133838	1136156	-	2319	8178	3446	3168	3160	3474	3102
gene:PF3D7_1027200	10	1138002	1139564	+	1563	10289	4148	3732	4097	4156	4116
gene:PF3D7_1027300	10	1140589	1142602	-	2014	102661	32417	35457	39187	39216	39527
gene:PF3D7_1027400	10	1145823	1146795	-	973	7852	3098	2623	3342	2833	3003
gene:PF3D7_1027500	10	1147866	1148213	+	348	417	137	162	148	158	152
gene:PF3D7_1027600	10	1148316	1150168	-	1853	20457	7614	7259	7576	7966	7553
gene:PF3D7_1027700.1	10	1150663	1151853	-	1191	0	0	0	0	0	0
gene:PF3D7_1027700.2	10	1150663	1151853	-	1191	0	0	0	0	0	0
gene:PF3D7_1027800	10	1153271	1154431	-	1161	18749	5778	6272	6226	6719	5741
gene:PF3D7_1027900	10	1156648	1158980	+	2333	106175	38339	37121	42133	42261	44169
gene:PF3D7_1028000	10	1160031	1163421	+	3391	4610	1834	1548	1868	1533	1750
gene:PF3D7_1028100	10	1163786	1165615	+	1830	1012	448	307	357	319	376
gene:PF3D7_1028200	10	1166046	1166870	-	825	8479	2784	2935	2822	3297	3137
gene:PF3D7_1028300	10	1168010	1168957	-	948	6664	2549	2541	2284	2738	2343
gene:PF3D7_1028400	10	1169940	1171391	+	1452	5856	2346	2201	2182	2510	2031
gene:PF3D7_1028500	10	1172129	1174997	-	2869	14690	5415	5891	5536	7125	5530
gene:PF3D7_1028600	10	1176461	1177849	-	1389	6170	2121	2232	2411	2429	2338
gene:PF3D7_1028700	10	1181005	1182501	+	1497	18581	5907	5414	5613	5672	5002
gene:PF3D7_1028800	10	1183487	1183995	-	509	2718	939	1030	1128	1168	1173
gene:PF3D7_1028900	10	1184728	1185946	-	1219	8941	3749	3115	3733	3550	3718
gene:PF3D7_1029100.1	10	1190426	1195016	+	4591	0	0	0	0	0	0
gene:PF3D7_1029100.2	10	1190426	1195016	+	4591	0	0	0	0	0	0
gene:PF3D7_1029200	10	1195677	1197344	+	1668	2050	842	844	624	894	636
gene:PF3D7_1029300	10	1197825	1200032	-	2208	1788	967	779	943	875	869
gene:PF3D7_1029400	10	1200894	1202399	-	1506	5765	1880	1917	1818	2122	1823
gene:PF3D7_1029500	10	1204346	1204762	-	417	77	66	58	23	63	31
gene:PF3D7_1029600	10	1206302	1207405	+	1104	21447	7338	7612	8227	8658	8671
gene:PF3D7_1029700	10	1208198	1210914	-	2717	964	550	345	414	365	407
gene:PF3D7_1029800	10	1211658	1212971	-	1314	4991	2239	2002	2335	2407	2193
gene:PF3D7_1029900	10	1217348	1222441	+	5094	56396	16303	20089	17965	22375	19198
gene:PF3D7_1030000	10	1223375	1224167	+	793	8409	2882	2967	3081	3192	2919
gene:PF3D7_1030100	10	1224519	1229092	-	4574	31932	13145	10466	13305	11131	12583
gene:PF3D7_1030200	10	1230561	1231913	-	1353	25014	7884	7377	9132	8717	9075
gene:PF3D7_1030300	10	1233667	1237002	-	3336	22898	7446	8380	6991	8888	7582
gene:PF3D7_1030400	10	1241767	1242977	-	1211	1111	459	451	454	573	433
gene:PF3D7_1030500	10	1244215	1245396	+	1182	2177	927	964	679	1218	673
gene:PF3D7_1030600	10	1245880	1247676	-	1797	1788	907	736	790	821	768
gene:PF3D7_1030700	10	1248533	1249306	+	774	1686	702	683	655	837	624
gene:PF3D7_1030800	10	1250045	1250683	+	639	1943	711	720	816	866	805
gene:PF3D7_1030900	10	1251151	1251807	-	657	28676	10355	9502	11588	10298	10660
gene:PF3D7_1031000	10	1253417	1254070	-	654	2473299	1014942	953228	1138440	1137007	1132696
gene:PF3D7_1031100	10	1254843	1255586	-	744	53	90	43	34	61	45
gene:PF3D7_1031200	10	1257384	1258478	+	1095	33218	12238	11603	13805	13628	13901
gene:PF3D7_1031300	10	1260310	1263069	+	2760	2716	1357	1137	1080	1273	1104
gene:PF3D7_1031400.1	10	1265079	1268785	+	3707	0	0	0	0	0	0
gene:PF3D7_1031400.2	10	1265079	1268785	+	3707	0	0	0	0	0	0
gene:PF3D7_1031500	10	1270528	1274144	+	3617	46123	11759	14946	11863	16003	11422
gene:PF3D7_1031600	10	1275863	1278577	+	2715	13600	4305	5027	4476	5703	4298
gene:PF3D7_1031700	10	1281252	1281989	+	738	9116	3038	3093	3447	3643	3177
gene:PF3D7_1031800	10	1282405	1284057	-	1653	4527	1837	1527	1684	1668	1726
gene:PF3D7_1031900	10	1284588	1287287	-	2700	4353	1350	1502	1421	1625	1421
gene:PF3D7_1032000	10	1287715	1290045	-	2331	126876	45813	45654	47581	51240	48469
gene:PF3D7_1032100	10	1293499	1297071	+	3573	17057	5080	5859	4655	6414	4695
gene:PF3D7_1032200	10	1298327	1299141	-	815	10098	4019	3842	4137	4158	3879
gene:PF3D7_1032300	10	1299794	1302409	+	2616	6627	2502	2203	2066	2240	2117
gene:PF3D7_1032400	10	1302594	1304881	-	2288	5856	2065	2159	2283	2300	2306
gene:PF3D7_1032500	10	1306241	1307532	-	1292	12218	3716	4041	3473	4501	3413
gene:PF3D7_1032600	10	1308873	1309925	+	1053	3327	1396	1373	1112	1499	1145
gene:PF3D7_1032700	10	1310421	1312082	-	1662	7935	3077	3272	2762	3708	2747
gene:PF3D7_1032800	10	1313255	1314721	-	1467	1871	767	883	574	889	634
gene:PF3D7_1032900	10	1315718	1320949	-	5232	4575	2234	1948	1837	2306	1712
gene:PF3D7_1033000	10	1321694	1323379	+	1686	5811	2274	2139	2199	2377	1999
gene:PF3D7_1033100	10	1324132	1328436	-	4305	109242	36562	38947	39469	44218	41638
gene:PF3D7_1033200	10	1335222	1336289	+	1068	1658	891	644	950	866	852
gene:PF3D7_1033300	10	1338124	1338818	-	695	991	425	380	350	414	333
gene:PF3D7_1033400	10	1339762	1340628	+	867	923	598	360	535	442	426
gene:PF3D7_1033500	10	1341646	1343775	+	2130	11564	4745	4764	4230	5421	4736
gene:PF3D7_1033600	10	1344150	1346897	-	2748	10472	3967	3829	3604	4491	3521
gene:PF3D7_1033700	10	1348433	1350280	+	1848	15662	5521	5552	5824	6350	5521
gene:PF3D7_1033800	10	1351197	1353284	+	2088	161234	62471	58597	68352	66010	72401
gene:PF3D7_1033900	10	1354454	1355571	-	1118	10483	3408	3449	3833	3826	3569
gene:PF3D7_1034000	10	1359318	1361309	-	1992	6075	2156	2434	2172	2758	2027
gene:PF3D7_1034100	10	1362149	1363069	-	921	2364	1091	932	1160	1057	1052
gene:PF3D7_1034200	10	1363474	1364118	+	645	10826	4113	3689	4115	4087	3991
gene:PF3D7_1034300	10	1365099	1366691	+	1593	11918	4468	4356	4531	4927	4826
gene:PF3D7_1034400	10	1367294	1369189	-	1896	8397	2912	2751	3235	3107	2858
gene:PF3D7_1034500	10	1370731	1376131	+	5401	9634	3886	3559	3646	4197	3425
gene:PF3D7_1034600	10	1376827	1377759	-	933	1596	571	642	453	674	520
gene:PF3D7_1034700	10	1378759	1379295	+	537	10668	4489	3674	4593	4016	4223
gene:PF3D7_1034800	10	1380028	1382249	+	2222	3917	1639	1352	1485	1463	1480
gene:PF3D7_1034900	10	1383450	1386119	+	2670	19386	7958	7103	8175	8416	8186
gene:PF3D7_1035000	10	1386649	1389630	-	2982	5497	2715	2220	2341	2472	2327
gene:PF3D7_1035100	10	1391445	1393130	+	1686	11088	4051	4074	4507	4709	4633
gene:PF3D7_1035200	10	1394839	1396596	+	1758	597	512	277	386	269	420
gene:PF3D7_1035300	10	1399195	1402896	+	3702	3940	2640	1594	2728	1885	2492
gene:PF3D7_1035400	10	1404195	1405259	+	1065	6178	2244	1902	2470	2134	2215
gene:PF3D7_1035500	10	1407276	1408391	+	1116	491	332	160	324	210	278
gene:PF3D7_1035600	10	1409281	1410555	+	1275	761	595	239	435	239	358
gene:PF3D7_1035700	10	1413200	1415293	+	2094	4387	2347	1746	2234	1957	1962
gene:PF3D7_1035800	10	1420533	1422671	+	2139	818	490	285	430	312	301
gene:PF3D7_1035900	10	1423983	1425683	+	1701	204	150	49	152	65	105
gene:PF3D7_1036000	10	1427127	1428344	+	1218	63	51	19	43	22	22
gene:PF3D7_1036300	10	1432498	1434786	+	2289	25	19	2	14	7	9
gene:PF3D7_1036400	10	1436316	1439804	+	3489	26	10	13	17	4	16
gene:PF3D7_1036500	10	1441901	1443568	+	1668	501	486	174	420	243	385
gene:PF3D7_1036600.2	10	1444441	1445529	+	1089	0	0	0	0	0	0
gene:PF3D7_1036600.1	10	1444441	1445529	+	1089	0	0	0	0	0	0
gene:PF3D7_1036700	10	1445916	1447495	-	1580	7498	2904	3068	3053	3369	3431
gene:PF3D7_1036800	10	1448692	1451646	-	2955	3337	1285	1207	1122	1378	1009
gene:PF3D7_1036900	10	1452599	1458006	-	5408	41357	12058	14212	12075	16104	13628
gene:PF3D7_1037000	10	1462351	1469555	+	7205	19940	7609	7471	6701	8455	6435
gene:PF3D7_1037100	10	1469990	1472227	-	2238	6660	2512	2266	2374	2612	2041
gene:PF3D7_1037200	10	1473514	1476860	+	3347	7591	2584	2743	2429	3069	2795
gene:PF3D7_1037300	10	1477940	1478845	-	906	20888	5560	6539	6414	7248	6575
gene:PF3D7_1037400	10	1481763	1485353	-	3591	2070	1111	1011	642	1149	745
gene:PF3D7_1037500	10	1487959	1490088	+	2130	8372	2703	2853	2519	3082	2470
gene:PF3D7_1037600	10	1491414	1494378	+	2965	89116	33468	32473	35995	37269	37224
gene:PF3D7_1037700	10	1495973	1496658	+	686	547	301	245	231	347	228
gene:PF3D7_1037800	10	1497096	1502155	-	5060	2355	802	834	889	972	1120
gene:PF3D7_1037900	10	1502955	1504322	-	1368	1040	428	421	310	472	286
gene:PF3D7_1038000.2	10	1505835	1506896	+	1062	0	0	0	0	0	0
gene:PF3D7_1038000.1	10	1505835	1506896	+	1062	0	0	0	0	0	0
gene:PF3D7_1038100	10	1507582	1510524	-	2943	2535	999	1020	885	1093	1027
gene:PF3D7_1038200	10	1511342	1511835	+	494	786	272	273	280	288	251
gene:PF3D7_1038300	10	1512190	1514416	-	2227	1018	424	415	376	453	386
gene:PF3D7_1038400	10	1519021	1547825	+	28805	61028	16657	20417	19734	24605	21164
gene:PF3D7_1038500	10	1548455	1549731	-	1277	497	241	220	174	240	234
gene:PF3D7_1038600	10	1551497	1553172	-	1676	2992	1244	912	1112	994	1050
gene:PF3D7_1038700	10	1554529	1555702	-	1174	2597	986	957	926	1063	872
gene:PF3D7_1038800	10	1557816	1560696	+	2881	5297	2745	1957	2378	2270	2231
gene:PF3D7_1038900	10	1562809	1563888	+	1080	4265	1775	1570	1490	1723	1461
gene:PF3D7_1039000	10	1568709	1571815	+	3107	120	274	33	224	27	158
gene:PF3D7_1039700	10	1591578	1592367	-	790	0	0	1	0	0	0
gene:PF3D7_1039800	10	1594503	1595277	-	775	0	0	0	0	0	0
gene:PF3D7_1039900	10	1596487	1597605	+	1119	0	0	0	0	0	0
gene:PF3D7_1040000	10	1599900	1601077	+	1178	5	3	6	3	0	5
gene:PF3D7_1040100	10	1602935	1603989	+	1055	0	0	0	0	0	0
gene:PF3D7_1040200	10	1605930	1606953	+	1024	6	2	3	1	0	0
gene:PF3D7_1040300	10	1609063	1610422	+	1360	2	0	0	1	1	2
gene:PF3D7_1040400	10	1612530	1613735	+	1206	0	0	0	0	1	5
gene:PF3D7_1040500	10	1615804	1617070	+	1267	11	4	3	2	3	2
gene:PF3D7_1040600	10	1619086	1620244	+	1159	0	0	2	4	2	2
gene:PF3D7_1040700	10	1622368	1623684	+	1317	9	2	1	4	3	3
gene:PF3D7_1040800	10	1625772	1626824	+	1053	1	1	0	2	0	1
gene:PF3D7_1040900	10	1628914	1630023	+	1110	0	0	1	1	0	0
gene:PF3D7_1041000	10	1632398	1633665	+	1268	1	0	2	2	2	4
gene:PF3D7_1041100	10	1635596	1636779	+	1184	4	0	0	0	0	0
gene:PF3D7_1041200	10	1639171	1640518	+	1348	38	7	8	7	9	12
gene:PF3D7_1041300	10	1642401	1649948	-	7548	256	22	92	29	86	27
gene:PF3D7_1100100	11	24160	31598	+	7439	4643	1269	1695	1593	2066	1726
gene:PF3D7_1100200	11	32666	42386	-	9721	4120	1185	1264	1327	1317	1317
gene:PF3D7_1100300	11	45056	46233	+	1178	0	0	3	1	0	2
gene:PF3D7_1100400	11	48112	49307	+	1196	11	1	5	6	4	5
gene:PF3D7_1100500	11	51623	52751	-	1129	0	1	0	0	0	0
gene:PF3D7_1100800	11	59550	60328	+	779	0	1	2	0	0	1
gene:PF3D7_1101100	11	66686	67965	-	1280	39	28	7	21	10	22
gene:PF3D7_1101200	11	70081	71289	-	1209	0	0	0	0	2	0
gene:PF3D7_1101300	11	73244	74442	-	1199	9	1	3	11	3	0
gene:PF3D7_1101500	11	80306	81424	-	1119	0	0	0	0	0	0
gene:PF3D7_1101600	11	82633	83415	+	783	0	0	0	0	0	0
gene:PF3D7_1101700	11	85629	86418	+	790	0	0	0	0	1	0
gene:PF3D7_1101800	11	87041	87889	-	849	12	4	7	5	3	1
gene:PF3D7_1102200	11	105357	107235	-	1879	272	125	105	146	99	118
gene:PF3D7_1102300	11	110027	111429	-	1403	1687	551	552	593	596	609
gene:PF3D7_1102400	11	114591	116573	-	1983	15623	5528	5333	5080	5906	5342
gene:PF3D7_1102500	11	119412	121506	-	2095	4701	2171	1822	2087	2004	2102
gene:PF3D7_1102600	11	123818	124736	-	919	993	686	427	531	521	510
gene:PF3D7_1102700	11	128789	129064	+	276	393	260	135	252	177	218
gene:PF3D7_1102800	11	131703	131987	-	285	412	198	161	201	159	197
gene:PF3D7_1102900	11	136661	137442	+	782	14	10	7	11	11	19
gene:PF3D7_1103000	11	138646	139034	+	389	220	98	71	88	65	83
gene:PF3D7_1103100	11	140048	140801	-	754	41765	12525	14000	14069	15470	13876
gene:PF3D7_1103400	11	146427	150815	+	4389	7248	3057	2815	2758	3346	2675
gene:PF3D7_1103500	11	151196	154519	-	3324	349660	121824	120275	142522	136853	144869
gene:PF3D7_1103600	11	156614	158113	+	1500	4181	1456	1507	1376	1709	1197
gene:PF3D7_1103700	11	160115	160852	+	738	4448	1532	1552	1485	1673	1452
gene:PF3D7_1103800	11	163985	174100	+	10116	27199	9294	10559	8891	11852	10206
gene:PF3D7_1103900	11	175248	175433	+	186	171	135	102	38	109	78
gene:PF3D7_1104000	11	175608	177778	-	2171	1287	637	519	592	557	554
gene:PF3D7_1104100	11	179461	181128	-	1668	3236	1084	1144	877	1166	814
gene:PF3D7_1104200	11	182383	187223	-	4841	10112	3319	3484	3174	3672	2850
gene:PF3D7_1104300	11	190800	194358	-	3559	14187	5677	5734	5929	6809	6389
gene:PF3D7_1104400	11	196767	198355	+	1589	4420	1647	1764	1654	1961	1405
gene:PF3D7_1104500	11	199103	201037	-	1935	5984	1986	2123	1851	2206	1845
gene:PF3D7_1104600	11	202330	204261	+	1932	12804	4950	4611	5048	5243	5101
gene:PF3D7_1104700.2	11	204593	205794	-	1202	0	0	0	0	0	0
gene:PF3D7_1104700.1	11	204593	205794	-	1202	0	0	0	0	0	0
gene:PF3D7_1104800	11	207440	209732	+	2293	5921	2115	2121	1919	2340	1640
gene:PF3D7_1104900	11	214825	219687	+	4863	18973	6488	7010	5661	7588	5637
gene:PF3D7_1105000	11	221818	222129	-	312	19407	4774	5579	5489	5537	5536
gene:PF3D7_1105100	11	226065	226418	+	354	65904	14181	18618	17145	18512	17732
gene:PF3D7_1105200	11	228159	231014	-	2856	1645	648	601	694	678	719
gene:PF3D7_1105300	11	231847	234238	-	2392	1668	739	666	706	808	675
gene:PF3D7_1105400	11	235597	237097	-	1501	20894	6847	7113	8073	8082	8543
gene:PF3D7_1105500	11	239687	240613	+	927	7849	2743	3126	2923	3594	2955
gene:PF3D7_1105600	11	241184	243517	-	2334	7046	2527	2623	2430	2931	2309
gene:PF3D7_1105700	11	247451	248971	+	1521	6214	2630	2321	2989	2711	2897
gene:PF3D7_1105800	11	250918	252872	+	1955	7598	2955	3093	2874	3628	2598
gene:PF3D7_1105900	11	254523	254921	+	399	417	185	153	150	162	159
gene:PF3D7_1106000	11	255714	257141	-	1428	10277	4237	3658	4265	4220	4052
gene:PF3D7_1106100	11	258779	259981	+	1203	6638	2316	2376	2296	2493	2119
gene:PF3D7_1106200	11	260867	263331	+	2465	539	249	206	220	239	194
gene:PF3D7_1106300	11	263604	266570	-	2967	6586	2816	2253	2641	2560	2592
gene:PF3D7_1106400	11	267547	267897	+	351	418	259	186	164	213	180
gene:PF3D7_1106500	11	268244	274552	-	6309	655	499	306	423	266	384
gene:PF3D7_1106600	11	275726	279667	+	3942	520	422	195	316	224	324
gene:PF3D7_1106700	11	279920	282994	-	3075	5423	2291	1864	2122	2186	1797
gene:PF3D7_1106800	11	283869	289224	+	5356	6808	2892	2748	2649	3140	2558
gene:PF3D7_1106900	11	289667	290286	+	620	4105	1267	1400	1146	1434	1123
gene:PF3D7_1107000	11	291680	292502	+	823	1767	698	597	732	712	676
gene:PF3D7_1107100	11	294151	296979	+	2829	9412	3259	3382	3415	3990	3348
gene:PF3D7_1107200	11	297823	300734	+	2912	9070	3463	3549	3104	3880	3226
gene:PF3D7_1107300	11	301283	311287	-	10005	49034	15104	16580	15662	18774	16841
gene:PF3D7_1107400	11	317819	318871	-	1053	46353	16861	15767	19122	18072	17193
gene:PF3D7_1107500	11	320128	321205	-	1078	1172	519	433	552	419	488
gene:PF3D7_1107600	11	321886	325323	-	3438	609	384	246	261	292	285
gene:PF3D7_1107700	11	326881	328812	+	1932	5955	2567	2359	2398	2705	2387
gene:PF3D7_1107800	11	329867	335601	-	5735	106613	38785	38615	39761	45164	40897
gene:PF3D7_1107900	11	343913	349351	-	5439	101065	44122	41215	42238	48917	45492
gene:PF3D7_1108000	11	352556	354262	+	1707	11380	3520	3958	3497	4344	3304
gene:PF3D7_1108100	11	356083	360434	+	4352	21475	6073	7152	6237	8152	6203
gene:PF3D7_1108200	11	361408	361902	+	495	564	261	218	198	224	215
gene:PF3D7_1108300	11	362421	362887	+	467	338	120	121	120	114	102
gene:PF3D7_1108400	11	365093	366100	+	1008	6147	2159	2252	2473	2500	2292
gene:PF3D7_1108500	11	367316	368823	+	1508	25593	9041	9300	10410	10378	10254
gene:PF3D7_1108600	11	369675	370706	-	1032	107616	39530	38471	41517	42769	43071
gene:PF3D7_1108700	11	373238	374860	-	1623	16224	5947	5815	5599	7059	5654
gene:PF3D7_1108800	11	377740	378396	+	657	240	166	157	65	147	98
gene:PF3D7_1108900	11	379247	380638	+	1392	750	276	289	261	349	246
gene:PF3D7_1109100	11	382569	387150	-	4582	109495	47256	44678	44060	52369	50238
gene:PF3D7_1109200	11	387748	389620	-	1873	1479	664	599	644	712	659
gene:PF3D7_1109400	11	390644	393331	-	2688	17026	4798	6500	5692	7822	5853
gene:PF3D7_1109900	11	397124	397775	+	652	3433	1290	1205	1267	1438	1169
gene:PF3D7_1110000	11	398659	399226	+	568	2790	911	765	939	851	924
gene:PF3D7_1110100	11	400686	403238	+	2553	3521	1736	1659	1489	1936	1418
gene:PF3D7_1110200	11	405495	409717	+	4223	21660	8246	7459	8371	8710	7932
gene:PF3D7_1110300	11	410202	411355	-	1154	6396	2548	2468	2940	2726	3045
gene:PF3D7_1110400	11	414797	419556	+	4760	24055	8887	8937	8879	11046	8282
gene:PF3D7_1110500	11	422057	425418	+	3362	26625	7375	8889	6983	9628	6876
gene:PF3D7_1110600	11	425904	426864	-	961	7832	2822	2789	3026	3253	2954
gene:PF3D7_1110700	11	428362	430047	+	1686	4785	1704	1730	1770	1914	1642
gene:PF3D7_1110800	11	430157	431476	-	1320	4241	1486	1482	1631	1680	1682
gene:PF3D7_1110900	11	431906	433645	-	1740	5159	1871	2015	1787	2182	1776
gene:PF3D7_1111000	11	434802	436541	+	1740	2499	1067	1143	819	1241	966
