Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_1009900	10	399207	401778	+	2572	21	45	52	52	24	21	22	25	28	35	10	10	22	16	23	26	13	13
PF3D7_1010000	10	401876	402711	-	836	16	49	77	85	44	39	23	15	50	34	29	27	16	18	23	20	46	32
PF3D7_1010100	10	403679	404575	+	897	33	106	35	65	38	43	68	48	29	27	24	36	91	85	38	33	38	38
PF3D7_1010200	10	405017	410536	-	5520	105	193	115	83	36	35	51	50	97	87	16	14	59	67	54	104	21	11
PF3D7_1010300	10	414732	415328	+	597	470	1817	232	304	504	440	1282	891	221	199	574	659	1462	1424	364	426	618	973
PF3D7_1010400	10	415404	417471	-	2068	86	298	56	59	131	122	88	57	18	19	63	67	102	94	49	35	75	86
PF3D7_1010500	10	417705	419318	+	1614	1	11	4	4	12	16	9	6	1	0	6	7	13	7	1	2	6	8
PF3D7_1010600	10	420185	421056	-	872	415	578	583	904	177	260	907	703	515	527	245	204	687	676	579	750	243	232
PF3D7_1010700	10	422961	424365	+	1405	116	189	246	325	86	132	341	248	194	217	152	130	250	223	201	214	172	191
PF3D7_1010800	10	424866	425765	-	900	6	9	63	55	9	20	6	3	34	25	13	9	5	6	35	38	12	10
PF3D7_1010900	10	426601	428146	+	1546	24	39	58	88	20	39	38	31	36	36	7	11	37	28	76	94	13	3
PF3D7_1011000	10	429204	430140	-	937	16	35	92	113	73	81	22	9	78	57	55	53	15	14	60	62	69	79
PF3D7_1011100	10	432505	435570	-	3066	4	14	25	30	23	25	3	1	18	16	19	13	3	2	19	12	19	20
PF3D7_1011200.1	10	436958	437708	+	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1011200.2	10	436958	437708	+	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1011300	10	438446	440380	+	1935	4	2	17	17	14	12	0	0	13	11	13	14	2	2	15	17	20	10
PF3D7_1011400	10	441140	441955	-	816	29	110	219	265	90	98	71	63	164	129	132	120	73	63	155	155	145	205
PF3D7_1011500	10	443874	444401	-	528	30	58	40	100	20	46	58	45	19	32	35	13	50	62	23	25	29	24
PF3D7_1011600	10	445164	447125	-	1962	2	5	14	21	5	7	8	0	6	12	5	3	4	2	7	4	11	4
PF3D7_1011700	10	449154	450323	+	1170	81	94	186	141	76	87	50	54	143	144	98	79	73	64	155	238	103	104
PF3D7_1011800	10	455398	458817	+	3420	1168	2414	1650	1607	1123	977	536	563	1916	1866	474	709	450	608	1935	2744	712	533
PF3D7_1011900	10	460335	461993	-	1659	59	151	174	278	323	345	48	30	139	119	259	264	79	45	252	275	244	332
PF3D7_1012000	10	463493	467006	+	3514	132	274	305	388	428	456	136	111	212	209	426	317	130	136	387	366	488	372
PF3D7_1012100	10	468071	469536	-	1466	43	101	103	110	178	158	6	11	60	68	113	50	20	14	76	109	125	57
PF3D7_1012200	10	470979	471933	+	955	115	195	61	76	656	476	47	39	41	40	400	396	55	69	65	54	560	585
PF3D7_1012300	10	472546	473386	-	841	33	55	187	249	174	171	18	25	162	172	226	205	39	37	179	184	222	239
PF3D7_1012400	10	475327	476563	-	1237	2825	2493	11912	19078	1724	3113	4310	2608	9943	9626	1140	1102	2257	2207	5581	5597	1692	2183
PF3D7_1012500	10	478758	480539	-	1782	116	128	386	372	107	145	189	148	282	308	113	114	156	117	313	360	142	155
PF3D7_1012600	10	482527	484194	-	1668	406	586	273	294	54	80	737	613	199	194	36	29	509	526	160	218	30	49
PF3D7_1012700	10	487252	491828	+	4577	38	62	69	56	82	76	22	20	70	78	44	66	20	29	68	89	65	67
PF3D7_1012800	10	492550	495144	+	2595	3	3	40	33	9	13	1	0	17	11	4	5	1	3	13	17	9	6
PF3D7_1012900	10	496331	497573	-	1243	260	467	398	504	240	252	412	301	272	245	236	250	543	429	482	542	270	241
PF3D7_1013000	10	500210	502221	+	2012	32	53	73	61	94	86	11	15	22	22	72	78	32	34	30	44	87	83
PF3D7_1013100	10	502634	506392	-	3759	110	165	115	89	72	65	42	59	107	92	36	35	54	79	70	116	70	27
PF3D7_1013200	10	511084	514278	+	3195	34	103	91	71	354	243	7	9	83	82	132	84	10	11	165	195	212	69
PF3D7_1013300	10	515721	517607	-	1887	9	5	42	52	3	18	5	8	19	12	7	8	6	3	20	14	15	6
PF3D7_1013400	10	518542	522252	-	3711	10	60	12	9	72	45	4	3	15	12	12	26	14	8	24	35	23	12
PF3D7_1013500	10	526840	531448	+	4609	99	171	126	166	197	149	42	38	88	126	126	160	54	31	131	163	147	130
PF3D7_1013600	10	533109	539825	+	6717	13	27	98	85	121	138	0	2	120	109	73	72	4	7	54	83	78	72
PF3D7_1013700	10	540622	541694	+	1073	9	19	37	54	50	43	6	3	16	26	31	23	8	11	32	35	21	36
PF3D7_1013800	10	542359	544779	+	2421	132	227	36	66	852	542	34	32	45	39	268	302	37	45	50	47	305	312
PF3D7_1013900	10	545679	548903	-	3225	52	142	130	112	83	83	47	37	101	66	104	70	45	45	120	176	112	63
PF3D7_1014000	10	550839	552571	-	1733	8	27	29	12	50	39	9	5	17	17	39	13	10	6	13	13	43	17
PF3D7_1014100	10	555160	559527	+	4368	105	293	11	17	934	552	12	16	10	8	258	166	19	27	15	18	466	202
PF3D7_1014200	10	560538	563353	+	2816	2	4	1	3	10	22	0	1	0	0	9	2	1	4	2	1	16	6
PF3D7_1014300	10	565805	573060	+	7256	36	80	307	209	301	233	8	11	305	304	158	172	10	6	150	155	241	190
PF3D7_1014400	10	574129	575103	+	975	35	79	135	150	20	23	58	46	97	84	24	25	43	53	71	91	26	25
PF3D7_1014500	10	576579	580478	+	3900	6	21	14	8	6	6	1	4	10	8	6	2	3	3	10	16	2	2
PF3D7_1014600	10	581354	589090	-	7737	199	681	737	581	1087	758	102	112	730	777	456	388	140	138	490	680	735	393
PF3D7_1014700	10	595308	596222	+	915	49	29	228	232	57	57	34	25	132	141	24	28	38	34	116	152	27	30
PF3D7_1014800	10	596497	600413	-	3917	1	8	11	13	33	34	2	2	5	6	15	10	0	0	10	8	6	5
PF3D7_1014900	10	600970	607809	-	6840	50	121	73	58	817	499	10	14	53	54	229	270	17	18	42	55	265	190
PF3D7_1015000	10	611213	612199	+	987	17	20	67	62	104	79	13	13	42	26	81	77	14	8	22	30	95	78
PF3D7_1015100	10	612685	613875	-	1191	31	49	67	46	59	37	12	14	58	60	66	50	18	15	53	80	60	46
PF3D7_1015200.3	10	614872	616796	-	1925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1015200.1	10	614872	617736	-	2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1015200.2	10	614872	617736	-	2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1015300	10	618440	619993	+	1554	168	218	213	219	37	44	256	233	146	146	18	27	216	197	245	269	35	25
PF3D7_1015400	10	621305	623626	+	2322	14	42	97	79	106	112	4	0	101	113	45	54	4	1	77	113	58	36
PF3D7_1015500	10	624048	625895	-	1848	6	15	28	26	31	17	2	3	21	26	12	10	4	5	28	34	21	12
PF3D7_1015600	10	627044	629040	-	1997	53	52	677	599	150	182	28	33	520	562	181	110	23	23	566	677	192	118
PF3D7_1015700.1	10	629909	632061	-	2153	0	2	7	2	6	0	0	0	3	5	2	1	0	1	4	1	2	1
PF3D7_1015700.2	10	630310	632061	-	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1015800	10	633682	635286	+	1605	60	100	665	705	446	471	33	19	521	500	388	347	45	35	439	545	463	446
PF3D7_1015900	10	637138	639011	+	1874	6310	6625	15602	9163	1686	2325	10726	7722	10743	10433	1422	1043	3880	3801	4699	5103	1959	1876
PF3D7_1016000	10	641390	642751	+	1362	36	88	22	23	202	122	10	16	13	18	110	83	12	10	62	74	152	60
PF3D7_1016100	10	643558	644331	-	774	8	5	1	2	4	3	3	6	0	0	1	0	2	1	0	1	1	0
PF3D7_1016200	10	646054	647736	+	1683	41	83	63	43	32	20	17	17	21	16	21	18	11	10	23	27	15	12
PF3D7_1016300	10	650898	653567	-	2670	234	506	11751	9929	2539	4272	83	66	7697	7528	2565	2295	50	72	8771	10137	3978	2755
PF3D7_1016400	10	656709	659027	-	2319	344	482	881	709	149	181	371	285	566	620	140	154	298	289	829	904	162	185
PF3D7_1016500	10	661742	664201	-	2460	2	2	0	0	16	6	1	1	5	4	3	3	6	1	43	71	2	1
PF3D7_1016600	10	665658	666654	-	997	36	69	77	69	49	48	57	59	47	57	94	141	104	77	175	187	70	62
PF3D7_1016700	10	669202	671853	-	2652	135	388	18	14	26	24	160	122	4	16	18	33	162	155	123	197	13	20
PF3D7_1016800	10	675293	676417	-	1125	148	375	15	12	130	93	159	172	9	17	124	110	221	196	118	184	109	125
PF3D7_1016900	10	682182	682508	-	327	124	165	449	495	281	335	168	124	374	374	519	374	155	146	580	638	469	524
PF3D7_1017000	10	685578	688862	+	3285	56	95	361	460	171	206	12	15	304	319	127	77	7	11	283	360	151	107
PF3D7_1017100	10	689888	690820	-	933	69	166	113	70	470	284	9	15	56	49	283	234	8	21	47	66	301	341
PF3D7_1017200	10	692426	694218	+	1793	16	20	32	61	77	64	7	4	19	25	40	31	7	8	41	72	42	27
PF3D7_1017300.2	10	694840	696591	-	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1017300.1	10	694840	696709	-	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF3D7_1017400	10	697970	699823	-	1854	151	173	108	144	71	101	300	256	70	75	81	64	362	312	214	258	83	54
PF3D7_1017500	10	701746	702422	+	677	148	483	12	27	525	464	148	118	12	14	337	288	206	230	71	79	517	475
PF3D7_1017600	10	705537	708452	+	2916	338	673	430	463	364	350	145	173	518	453	180	206	174	244	650	787	204	120
PF3D7_1017700	10	709507	710826	+	1320	10	21	8	20	28	24	7	6	8	13	17	16	4	6	26	30	14	16
PF3D7_1017800	10	711016	714658	-	3643	13	28	52	49	36	16	9	6	24	34	16	7	5	12	34	32	9	19
PF3D7_1017900	10	715878	717437	+	1560	84	175	349	408	191	191	78	74	247	270	194	109	63	68	191	217	246	191
PF3D7_1018000	10	718454	720136	+	1683	16	29	69	140	26	20	18	15	62	41	25	23	12	23	42	69	28	25
PF3D7_1018100	10	720551	721399	+	849	0	3	3	11	5	7	0	1	4	1	2	0	0	0	0	0	0	2
PF3D7_1018200	10	721734	728331	-	6598	64	276	117	77	987	573	9	13	100	73	280	288	19	11	101	98	409	281
PF3D7_1018300	10	729809	732856	-	3048	155	339	166	215	293	294	197	193	140	126	293	249	225	225	266	257	341	391
PF3D7_1018400	10	734722	735738	+	1017	5	9	7	2	7	5	5	7	2	0	6	1	7	4	1	2	4	1
PF3D7_1018500	10	735921	736813	-	893	65	156	97	88	49	40	195	131	70	58	39	34	184	151	67	73	39	56
PF3D7_1018600	10	737692	743406	-	5715	267	433	160	148	279	173	92	117	153	124	123	90	88	94	81	101	156	107
PF3D7_1018700	10	747028	748887	+	1860	235	289	242	146	148	111	186	166	155	149	122	108	155	138	183	197	140	116
PF3D7_1018800	10	750215	752665	+	2451	23	20	12	22	24	22	9	14	9	6	21	12	5	9	21	14	35	18
PF3D7_1018900	10	752760	754910	-	2151	21	12	17	21	14	13	7	5	8	10	11	8	9	7	12	9	14	7
PF3D7_1019000	10	757795	765158	+	7364	353	539	270	252	535	395	139	136	268	276	247	352	139	174	293	342	328	362
PF3D7_1019100	10	766168	771954	-	5787	30	73	26	34	519	339	5	8	28	29	99	151	9	7	31	30	164	104
PF3D7_1019200	10	773531	774490	+	960	0	7	1	7	17	11	1	0	2	0	13	2	2	0	1	3	2	7
PF3D7_1019300	10	774929	780732	-	5804	25	41	99	57	192	181	7	10	93	94	201	120	11	16	172	226	247	82
PF3D7_1019400	10	786503	787008	+	506	559	671	797	1004	178	211	1362	971	580	596	231	198	1017	864	367	427	257	325
PF3D7_1019500.1	10	787745	795220	-	7476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1019500.2	10	787745	795220	-	7476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1019600	10	796291	799923	+	3633	11	63	40	49	216	159	2	5	26	32	65	45	2	1	28	36	96	44
PF3D7_1019700	10	800278	803502	-	3225	7	51	59	50	166	110	2	1	55	44	51	52	5	3	52	74	86	52
PF3D7_1019800	10	804328	807582	-	3255	52	56	143	200	166	175	5	3	92	91	129	148	4	10	170	220	131	93
PF3D7_1019900	10	808618	808992	-	375	15	104	26	29	115	76	13	8	22	14	92	116	18	19	28	31	102	135
PF3D7_1020000	10	811106	813484	-	2379	191	257	120	92	365	344	319	254	66	82	176	109	308	365	114	183	144	160
PF3D7_1020100	10	814352	814957	-	606	9	8	0	1	19	18	10	9	0	0	18	7	16	16	0	0	13	13
PF3D7_1020200	10	816066	818972	-	2907	8	28	8	9	38	19	2	1	11	7	16	8	4	2	14	8	20	7
PF3D7_1020300	10	819830	822139	+	2310	16	57	12	10	47	36	21	23	3	12	29	15	22	17	10	18	35	22
PF3D7_1020400	10	822602	824593	-	1992	16	42	39	34	19	14	28	27	35	25	13	10	36	19	51	44	6	9
PF3D7_1020500	10	825451	826971	+	1521	2	9	6	6	11	9	4	3	9	7	1	5	0	0	8	6	8	2
PF3D7_1020600	10	827488	834231	+	6744	14	20	35	28	37	38	6	7	23	36	20	19	6	9	35	51	19	13
PF3D7_1020700	10	835292	839700	+	4409	120	220	96	74	30	25	79	61	51	72	13	11	73	80	56	75	9	19
PF3D7_1020800	10	840212	843403	+	3192	29	18	38	39	33	42	18	11	38	39	23	18	27	16	83	102	21	27
PF3D7_1020900	10	845086	846192	-	1107	210	439	712	1030	502	511	534	354	471	492	672	621	435	372	586	680	683	838
PF3D7_1021000	10	848859	850404	-	1546	19	41	167	238	53	73	18	8	135	146	79	77	22	26	145	185	105	136
PF3D7_1021100	10	851000	856285	-	5286	22	88	66	26	51	35	14	13	25	43	20	13	17	12	15	26	25	21
PF3D7_1021200	10	857673	859742	-	2070	10	21	98	101	62	47	2	3	134	105	56	68	6	7	95	87	55	62
PF3D7_1021300	10	860960	862449	-	1490	5	19	87	99	49	77	3	7	69	87	92	107	7	7	121	110	90	127
PF3D7_1021400	10	863907	866742	+	2836	182	322	531	629	228	245	459	351	420	408	385	443	548	531	635	702	363	550
PF3D7_1021500	10	867635	869677	-	2043	58	81	45	29	42	30	34	32	37	42	27	13	34	34	35	35	16	16
PF3D7_1021600	10	871095	871886	+	792	31	106	166	152	127	118	81	70	135	148	52	41	84	90	123	114	63	76
PF3D7_1021700	10	873208	894869	-	21662	176	701	136	99	2137	1071	60	71	136	133	304	607	98	123	128	168	540	636
PF3D7_1021800	10	896865	903608	-	6744	140	450	273	232	1671	1145	41	20	358	272	361	508	45	65	258	330	738	533
PF3D7_1021900	10	905473	912345	-	6873	137	198	1170	934	1279	1259	26	43	826	712	792	643	23	42	851	1024	1166	447
PF3D7_1022000	10	919772	924213	+	4442	26	43	99	100	49	46	11	7	97	85	23	29	22	42	87	138	46	8
PF3D7_1022100	10	925280	926230	-	951	83	169	44	44	14	18	168	145	22	24	11	5	154	147	18	26	8	14
PF3D7_1022200	10	926831	929020	-	2190	31	39	174	191	44	59	13	9	79	87	47	49	21	19	86	102	57	46
PF3D7_1022300	10	932697	934381	+	1685	0	4	61	51	11	13	0	2	45	35	4	2	4	2	21	27	7	4
PF3D7_1022400	10	939938	942234	-	2297	155	204	555	592	215	280	129	132	552	518	180	141	236	211	416	556	255	202
PF3D7_1022500	10	944398	946089	-	1692	108	302	149	204	306	289	89	84	151	136	280	150	105	87	165	158	315	259
PF3D7_1022600	10	948477	951152	+	2676	73	250	55	49	44	40	50	60	56	75	21	15	75	79	63	114	32	18
PF3D7_1022700	10	951752	952579	-	828	122	194	48	92	633	534	82	71	36	19	346	285	127	124	16	34	512	507
PF3D7_1022800	10	955883	958357	+	2475	17	43	148	122	149	160	4	4	126	112	129	68	10	7	180	197	116	79
PF3D7_1022900	10	958939	959896	-	958	11	28	135	180	46	77	7	9	95	83	80	58	16	18	73	111	86	121
PF3D7_1023000	10	961066	962307	-	1242	45	140	14	25	103	91	9	13	7	11	78	47	27	13	11	18	87	52
PF3D7_1023100	10	963497	980560	-	17064	0	8	1	3	14	21	0	2	0	0	8	8	1	2	1	1	10	14
PF3D7_1023200	10	982231	983202	+	972	75	100	89	106	20	23	107	111	49	72	15	27	93	122	79	106	13	10
PF3D7_1023300	10	984228	985330	-	1103	3	5	44	29	13	16	1	3	25	22	5	9	7	3	18	18	15	12
PF3D7_1023400	10	985350	986988	+	1639	13	18	96	83	65	56	3	1	55	59	48	31	11	1	65	80	52	58
PF3D7_1023500	10	987017	987310	-	294	3	5	16	14	7	12	1	1	5	8	7	3	0	0	6	7	3	8
PF3D7_1023600	10	987358	990148	-	2791	0	3	14	13	3	11	0	2	11	11	2	11	0	2	14	7	10	16
PF3D7_1023700	10	991147	993420	+	2274	0	1	0	0	3	5	0	0	0	0	2	1	0	0	0	1	0	0
PF3D7_1023800	10	994322	996788	+	2467	7	22	9	8	39	27	0	2	9	4	18	15	2	3	15	13	21	18
PF3D7_1023900	10	997475	1007461	-	9987	749	2687	1764	912	5273	2833	253	357	1780	1579	1249	1327	330	449	1237	1656	2190	1225
PF3D7_1024000	10	1014896	1016596	+	1701	26	21	144	195	60	97	4	6	101	97	75	40	16	16	106	124	94	41
PF3D7_1024100	10	1017201	1020515	-	3315	7	18	40	55	44	39	1	0	47	51	15	12	2	1	83	118	33	16
PF3D7_1024200	10	1021292	1021774	-	483	4	2	19	34	8	10	2	2	20	18	5	2	2	2	19	22	3	5
PF3D7_1024300	10	1022505	1022897	+	393	13	18	147	151	51	57	11	12	89	98	47	50	13	12	58	83	47	56
PF3D7_1024400	10	1023205	1024869	-	1665	2	7	12	8	29	14	2	0	12	11	7	11	0	0	10	9	12	8
PF3D7_1024500	10	1026120	1026914	+	795	7	18	67	110	34	51	2	0	51	45	36	23	9	7	89	68	41	32
PF3D7_1024600	10	1027128	1029367	-	2240	6	13	70	78	8	23	5	1	41	56	21	12	4	6	50	44	27	18
PF3D7_1024700	10	1030044	1031534	+	1491	4	6	82	98	33	47	2	3	75	76	24	23	5	6	93	80	30	25
PF3D7_1024800	10	1034685	1039079	+	4395	822	1009	414	331	159	195	591	585	449	381	210	252	447	495	602	763	230	229
PF3D7_1024900	10	1040289	1045004	-	4716	7	15	102	92	51	43	0	1	52	70	11	15	1	0	32	43	20	19
PF3D7_1025000	10	1045608	1049760	-	4153	279	613	218	206	1208	764	237	209	229	185	638	613	239	315	484	561	771	522
PF3D7_1025100	10	1052844	1055333	+	2490	92	232	255	309	375	368	89	96	224	215	430	347	87	106	326	336	532	383
PF3D7_1025200	10	1055744	1057030	-	1287	7	25	60	38	25	26	6	2	25	30	44	43	6	7	32	35	37	50
PF3D7_1025300	10	1057890	1060658	-	2769	2	6	19	26	15	17	0	1	17	17	11	10	0	0	11	22	12	6
PF3D7_1025400	10	1061399	1067085	-	5687	59	91	95	98	462	317	16	12	72	77	278	172	28	24	62	79	355	235
PF3D7_1025500	10	1067652	1086992	-	19341	5	15	46	30	52	39	5	0	26	26	13	14	4	2	19	26	24	17
PF3D7_1025600	10	1088214	1088417	+	204	6	15	74	68	27	18	1	1	70	66	23	19	5	3	32	45	19	19
PF3D7_1025700	10	1088931	1089494	+	564	14	32	163	144	45	44	6	10	87	78	32	33	7	10	43	77	39	60
PF3D7_1025800	10	1089997	1090538	-	542	14	25	44	63	56	46	15	13	41	30	65	79	15	12	47	44	69	113
PF3D7_1025900	10	1091436	1097277	-	5842	111	279	160	197	1198	921	28	30	135	123	584	455	26	25	131	157	818	501
PF3D7_1026000	10	1098455	1099882	-	1428	98	51	182	188	111	122	64	43	169	167	106	106	246	300	437	590	147	119
PF3D7_1026100	10	1101818	1103158	+	1341	6	10	8	31	7	9	14	7	5	9	3	2	13	10	5	6	7	3
PF3D7_1026200	10	1103464	1105230	-	1767	7	2	97	93	14	19	1	2	45	54	5	4	1	0	30	48	5	9
PF3D7_1026300	10	1106086	1109451	+	3366	4	8	89	93	34	24	0	1	102	93	12	17	2	1	101	124	17	7
PF3D7_1026400	10	1109794	1111605	-	1812	5	12	10	6	20	36	2	1	11	8	19	12	1	0	8	9	17	8
PF3D7_1026500	10	1112423	1112635	-	213	10	18	9	12	32	49	8	2	18	7	36	37	6	11	18	13	45	56
PF3D7_1026600	10	1113495	1118573	-	5079	384	2119	29	27	4753	2582	100	125	20	30	654	740	107	201	85	155	1243	679
PF3D7_1026800	10	1122962	1124037	+	1076	3289	4204	3969	3695	577	837	8670	6041	3140	2860	720	673	6462	6074	2677	2706	802	927
PF3D7_1026900	10	1125283	1126167	+	885	3	4	13	6	2	6	1	6	7	3	0	2	1	2	8	10	2	1
PF3D7_1027000	10	1126523	1131958	-	5436	2	3	21	11	10	10	2	1	27	20	2	9	1	1	41	55	5	3
PF3D7_1027100	10	1133838	1136156	-	2319	152	321	61	58	55	47	102	100	78	78	16	28	140	123	113	159	24	12
PF3D7_1027200	10	1138002	1139564	+	1563	55	100	95	101	24	30	131	104	67	56	16	28	89	97	88	91	24	19
PF3D7_1027300	10	1140589	1142602	-	2014	2128	4616	1907	2141	6636	6214	2673	2245	2912	2479	7683	5517	1597	1996	3882	3610	8263	6271
PF3D7_1027400	10	1145823	1146795	-	973	104	114	117	162	28	35	240	201	91	101	44	48	246	237	162	157	45	38
PF3D7_1027500	10	1147866	1148213	+	348	11	8	22	30	6	8	18	11	10	11	9	6	15	10	18	9	9	7
PF3D7_1027600	10	1148316	1150168	-	1853	20	13	14	32	16	25	15	18	9	13	16	13	9	7	5	5	27	12
PF3D7_1027700.1	10	1150663	1151853	-	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1027700.2	10	1150663	1151853	-	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1027800	10	1153271	1154431	-	1161	2757	3229	4115	4133	699	935	6377	4688	2851	2627	901	669	4856	4710	2233	2341	1044	1108
PF3D7_1027900	10	1156648	1158980	+	2333	36	44	34	46	16	24	72	57	10	23	10	10	59	54	11	21	14	23
PF3D7_1028000	10	1160031	1163421	+	3391	92	92	98	117	37	34	96	81	82	78	16	17	97	108	138	159	18	16
PF3D7_1028100	10	1163786	1165615	+	1830	3	5	5	11	7	19	2	7	3	2	7	4	5	4	4	3	5	5
PF3D7_1028200	10	1166046	1166870	-	825	47	86	143	211	293	280	43	22	109	110	192	204	43	43	104	108	233	379
PF3D7_1028300	10	1168010	1168957	-	948	59	120	94	94	14	23	75	67	67	80	13	16	108	106	71	86	13	16
PF3D7_1028400	10	1169940	1171391	+	1452	84	141	103	78	34	29	92	96	83	92	19	31	128	108	87	115	17	17
PF3D7_1028500	10	1172129	1174997	-	2869	39	148	79	83	81	68	36	31	72	67	36	34	44	48	78	107	43	25
PF3D7_1028600	10	1176461	1177849	-	1389	40	44	124	143	178	167	30	21	95	97	162	231	33	29	146	165	162	308
PF3D7_1028700	10	1181005	1182501	+	1497	415	824	180	288	1500	1410	117	130	164	129	1158	709	126	181	638	782	1363	758
PF3D7_1028800	10	1183487	1183995	-	509	25	53	132	184	141	156	18	18	95	88	126	144	26	26	97	104	156	204
PF3D7_1028900	10	1184728	1185946	-	1219	42	153	7	11	312	296	32	23	6	3	153	114	47	38	6	10	234	140
PF3D7_1029100.1	10	1190426	1195016	+	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1029100.2	10	1190426	1195016	+	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1029200	10	1195677	1197344	+	1668	30	52	21	13	10	2	27	21	12	15	2	4	25	28	13	9	2	5
PF3D7_1029300	10	1197825	1200032	-	2208	7	9	77	77	34	21	5	6	73	57	9	7	3	4	49	87	19	9
PF3D7_1029400	10	1200894	1202399	-	1506	77	111	146	165	96	97	88	66	111	110	111	118	98	100	152	158	113	154
PF3D7_1029500	10	1204346	1204762	-	417	2	4	1	3	0	0	3	7	0	0	0	2	2	4	0	0	1	0
PF3D7_1029600	10	1206302	1207405	+	1104	828	1447	6251	7425	1230	1734	2078	1350	2771	2889	693	533	1447	1288	1692	1907	915	984
PF3D7_1029700	10	1208198	1210914	-	2717	3	6	1	17	17	24	1	3	2	0	18	9	5	1	18	9	23	6
PF3D7_1029800	10	1211658	1212971	-	1314	40	112	273	349	205	287	25	28	224	165	374	267	40	32	286	388	413	274
PF3D7_1029900	10	1217348	1222441	+	5094	206	422	476	594	2576	2279	40	20	518	371	1267	1211	30	35	503	507	1765	1380
PF3D7_1030000	10	1223375	1224167	+	793	143	271	72	107	70	101	446	305	67	68	106	87	413	421	94	150	86	134
PF3D7_1030100	10	1224519	1229092	-	4574	147	354	470	415	225	277	168	175	338	307	270	182	153	163	337	448	306	179
PF3D7_1030200	10	1230561	1231913	-	1353	183	751	41	76	960	937	174	154	22	20	805	657	237	296	62	63	985	809
PF3D7_1030300	10	1233667	1237002	-	3336	181	360	66	79	680	439	110	87	65	58	227	183	66	87	26	29	412	246
PF3D7_1030400	10	1241767	1242977	-	1211	16	30	10	22	21	24	15	21	3	4	14	8	12	13	4	5	22	15
PF3D7_1030500	10	1244215	1245396	+	1182	95	146	248	204	117	123	38	38	127	154	89	117	44	31	65	82	107	135
PF3D7_1030600	10	1245880	1247676	-	1797	39	81	60	58	34	38	36	36	63	60	23	15	42	34	100	128	32	10
PF3D7_1030700	10	1248533	1249306	+	774	43	72	50	29	10	8	46	38	14	25	6	10	55	67	27	33	5	4
PF3D7_1030800	10	1250045	1250683	+	639	14	36	22	25	54	42	4	8	8	10	59	41	22	12	21	16	69	55
PF3D7_1030900	10	1251151	1251807	-	657	20	30	37	74	135	180	16	21	34	36	107	64	14	10	20	15	179	144
PF3D7_1031000	10	1253417	1254070	-	654	18	35	20	44	101	111	21	28	11	9	71	51	14	18	7	6	100	118
PF3D7_1031100	10	1254843	1255586	-	744	8	9	16	28	30	30	14	9	13	10	20	23	21	17	26	44	20	12
PF3D7_1031200	10	1257384	1258478	+	1095	66	183	15	28	421	372	35	33	8	7	167	180	53	56	39	73	218	245
PF3D7_1031300	10	1260310	1263069	+	2760	11	25	9	18	42	41	6	5	7	9	39	32	15	10	58	61	44	16
PF3D7_1031400.1	10	1265079	1268785	+	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1031400.2	10	1265079	1268785	+	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1031500	10	1270528	1274144	+	3617	123	191	237	348	200	212	120	132	218	190	216	152	104	104	218	281	259	214
PF3D7_1031600	10	1275863	1278577	+	2715	59	85	235	238	188	155	24	17	205	240	154	131	33	33	235	331	201	105
PF3D7_1031700	10	1281252	1281989	+	738	44	95	125	201	161	139	31	25	109	103	197	204	51	49	173	180	238	287
PF3D7_1031800	10	1282405	1284057	-	1653	34	141	119	141	215	188	28	20	58	75	180	158	38	33	112	146	184	165
PF3D7_1031900	10	1284588	1287287	-	2700	3	3	7	12	19	18	1	2	5	3	10	4	6	6	8	10	12	7
PF3D7_1032000	10	1287715	1290045	-	2331	15	12	52	68	28	33	3	5	48	71	35	37	5	3	122	124	34	18
