Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_101520	10	623476	625452	-	1977	156	158	330	310	257	288	226	240	572	625	365	398
PBANKA_101530	10	625928	632848	-	6921	3881	4052	5578	5780	2062	2104	2106	2129	2903	2957	4421	4582
PBANKA_101540	10	634039	636881	+	2843	941	1024	737	794	834	857	1074	1155	1329	1444	589	579
PBANKA_101550	10	638369	640714	+	2346	2342	2325	1289	1308	1333	1407	1437	1517	1605	1627	0	3
PBANKA_101560	10	641595	643247	-	1653	576	547	849	869	440	474	386	366	553	622	1216	1235
PBANKA_101570	10	644488	645105	+	618	29	22	44	51	21	17	26	29	48	41	48	38
PBANKA_101580	10	646681	649758	+	3078	2117	2264	1664	1707	881	841	832	876	972	1031	1926	1945
PBANKA_101590	10	649821	650996	-	1176	289	332	620	681	248	251	322	328	398	450	600	640
PBANKA_101600	10	652072	652869	+	798	360	315	688	656	570	564	781	819	579	530	456	486
PBANKA_101610	10	653253	655000	-	1748	234	260	276	296	84	89	90	92	177	168	182	204
PBANKA_101620	10	655411	661711	-	6301	2073	2072	1671	1781	1190	1253	1622	1644	1748	1827	1626	1652
PBANKA_101630	10	664748	666076	+	1329	2978	3182	2465	2571	1818	1830	2101	2125	2204	2274	2687	2780
PBANKA_101640	10	666415	668505	-	2091	712	748	1273	1192	694	740	1006	1017	997	1007	781	821
PBANKA_101650	10	670140	671921	+	1782	504	496	1593	1646	1289	1384	1599	1679	1546	1620	1658	1638
PBANKA_101660	10	672186	674057	-	1872	67	89	223	245	84	87	166	162	180	155	190	211
PBANKA_101670	10	675797	676636	-	840	9732	9688	6956	7176	1439	1568	3330	3274	2231	2325	7174	7207
PBANKA_101680	10	679806	680546	+	741	116	141	264	196	41	38	54	65	87	82	187	220
PBANKA_101690	10	681583	681774	+	192	59	54	120	106	54	49	63	57	84	75	78	97
PBANKA_101700	10	682333	683769	-	1437	92	88	68	95	68	59	50	52	127	137	65	70
PBANKA_101710	10	685246	687681	-	2436	807	864	1243	1304	384	416	569	607	671	679	1122	1188
PBANKA_101720	10	689514	691803	+	2290	97	100	476	516	277	267	367	396	556	549	334	351
PBANKA_101730	10	698688	703742	-	5055	3742	3930	1826	1868	662	634	1499	1444	883	873	1698	1681
PBANKA_101740	10	705178	705661	-	484	101	90	157	184	144	156	208	210	274	296	85	101
PBANKA_101750	10	706720	709875	-	3156	285	364	278	271	162	149	142	162	258	266	234	211
PBANKA_101760	10	710759	714055	-	3297	3097	3288	1413	1523	1041	1120	846	878	1264	1322	1429	1437
PBANKA_101770	10	715070	715336	+	267	176	165	450	427	186	171	258	285	228	239	278	291
PBANKA_101780	10	715969	721633	-	5665	3635	3598	4360	4457	1138	1258	1601	1612	1795	1807	4128	4142
PBANKA_101790	10	724939	728301	+	3363	668	679	491	511	637	626	538	543	514	506	681	712
PBANKA_101800	10	728891	733054	+	4164	643	657	1074	951	981	1017	587	615	1295	1339	1116	1192
PBANKA_101810	10	733878	735848	+	1971	1051	1050	572	595	249	231	996	1049	390	400	664	646
PBANKA_101820	10	736491	737347	+	857	185	167	59	54	7	8	68	64	7	4	83	85
PBANKA_101830	10	737720	739498	+	1779	168	158	161	149	15	14	126	130	36	43	166	159
PBANKA_101840	10	740929	742110	+	1182	87	100	306	314	86	94	106	120	231	225	354	360
PBANKA_101850	10	744073	744597	+	525	1038	1159	1889	1872	1726	1858	1212	1265	1942	1980	1990	2044
PBANKA_101860	10	746316	746801	+	486	2883	3082	3206	3340	3017	3044	3634	3721	3160	3255	2815	2841
PBANKA_101870	10	748333	749806	+	1474	85	80	288	324	95	91	110	115	221	206	266	277
PBANKA_101880	10	750271	752502	-	2232	1175	1188	802	853	539	604	690	636	531	609	1164	1316
PBANKA_101890	10	753349	754788	-	1440	669	683	576	631	466	457	474	445	476	510	378	503
PBANKA_101900	10	755555	756240	-	686	231	231	79	110	20	22	83	89	29	32	104	87
PBANKA_101910	10	756994	759975	-	2982	1409	1483	686	707	355	376	457	411	579	555	390	414
PBANKA_101920	10	760857	762939	+	2083	893	966	541	542	474	429	422	439	455	549	503	507
PBANKA_101930	10	763470	764714	+	1245	42	50	211	185	26	39	47	49	80	68	193	197
PBANKA_101940	10	768341	769625	-	1285	6984	7328	6645	6695	4078	4181	4422	4643	4649	4719	6420	6792
PBANKA_101950	10	771314	772936	+	1623	1368	1487	2133	2129	2112	2239	2131	2295	2203	2340	1700	1681
PBANKA_101960	10	774422	778885	-	4464	2074	2211	3896	3883	1498	1594	1612	1546	1907	1805	4259	4392
PBANKA_101970	10	782972	786502	+	3531	4816	4802	6985	7326	11951	12406	11641	11945	6745	7012	9482	9898
PBANKA_101980	10	787337	789316	-	1980	413	475	299	339	283	326	492	518	518	560	438	412
PBANKA_101990	10	792017	795898	+	3882	2102	2127	1564	1537	4361	4503	2278	2222	1947	2073	1978	2058
PBANKA_102000	10	796008	800405	-	4398	929	962	688	674	600	632	980	1000	698	721	521	600
PBANKA_102010	10	800755	805367	-	4613	270	279	875	901	792	857	879	973	1292	1359	396	371
PBANKA_102020	10	806139	808402	-	2264	116	90	580	644	257	284	203	222	341	300	645	652
PBANKA_102030	10	809023	810828	-	1806	1438	1449	823	858	403	413	1097	1133	414	416	573	585
PBANKA_102040	10	813507	815021	+	1515	1525	1677	1154	1291	4543	4641	2518	2500	1465	1415	1286	1287
PBANKA_102050	10	815681	817309	-	1629	147	169	105	120	67	74	89	91	138	141	177	199
PBANKA_102060	10	819144	820601	+	1458	22	28	154	128	39	32	35	34	99	86	167	158
PBANKA_102070	10	821339	824260	-	2922	680	706	2475	2687	1658	1658	1283	1320	2094	2211	3589	3673
PBANKA_102080	10	825762	827180	-	1419	726	719	370	389	201	224	298	317	340	295	338	322
PBANKA_102090	10	828396	830241	-	1846	178	191	493	485	432	473	487	498	854	830	312	301
PBANKA_102100	10	831248	835339	-	4092	2974	3058	2322	2484	1429	1463	1667	1776	1532	1451	2677	2757
PBANKA_102110	10	836657	837622	+	966	1318	1356	546	543	523	531	806	813	562	585	476	423
PBANKA_102120	10	839121	840059	+	939	452	463	248	239	398	407	604	673	480	476	142	182
PBANKA_102130	10	841313	842386	+	1074	356	337	293	298	186	225	165	157	184	183	348	381
PBANKA_102140	10	843008	843597	+	590	126	139	333	272	85	85	117	130	123	152	178	207
PBANKA_102150	10	843738	844235	+	498	269	296	640	738	204	231	351	327	302	299	481	458
PBANKA_102160	10	844887	846263	+	1377	313	323	177	172	97	100	104	120	211	213	162	151
PBANKA_102170	10	846970	849418	-	2449	1096	1124	1097	1117	355	343	429	413	734	653	1058	1092
PBANKA_102180	10	849560	850111	-	552	53	55	70	83	21	32	25	22	40	51	57	54
PBANKA_102190	10	850779	852372	+	1594	102	109	101	91	65	72	40	37	175	195	117	128
PBANKA_102200	10	854107	854901	+	795	1015	969	1445	1562	628	663	838	901	903	993	1094	1131
PBANKA_102210	10	855689	858445	-	2757	720	731	1120	1175	707	705	956	870	872	953	1299	1351
PBANKA_102220	10	859840	860838	+	999	219	221	391	443	326	340	419	427	629	592	354	329
PBANKA_102230	10	861563	862908	+	1346	198	229	555	524	483	492	744	733	985	977	318	326
PBANKA_102240	10	863336	864569	+	1234	569	630	242	231	189	191	231	226	229	240	224	252
PBANKA_102250	10	864799	867428	-	2630	1318	1340	1376	1438	2374	2273	1713	1768	3611	3640	1646	1696
PBANKA_102260	10	870030	872181	+	2152	872	1005	617	613	1733	1709	812	815	1701	1854	908	962
PBANKA_102270	10	873136	875874	+	2739	1587	1670	1416	1385	369	393	631	676	677	731	1224	1262
PBANKA_102280	10	876175	878613	-	2439	1334	1411	1388	1417	312	332	423	425	609	650	1720	1700
PBANKA_102290	10	879606	880340	-	735	554	640	587	617	639	673	626	677	695	688	536	528
PBANKA_102300	10	880927	884388	+	3462	3031	3216	2006	2081	890	886	1631	1747	1494	1553	1170	1174
PBANKA_102310	10	886935	891506	+	4572	234	224	70	73	91	93	90	99	121	121	122	140
PBANKA_102320	10	892640	894233	+	1594	61	52	246	272	95	90	141	127	213	215	216	244
PBANKA_102330	10	895642	897396	+	1755	536	577	782	779	342	372	326	354	583	576	1097	1131
PBANKA_102340	10	898371	900153	+	1783	553	597	744	770	583	628	185	163	1146	1105	702	730
PBANKA_102350	10	901015	902427	-	1413	781	784	2720	2882	1325	1435	1837	2105	1726	1763	3196	3153
PBANKA_102360	10	903631	906790	+	3160	1865	2019	1891	1895	1741	1689	1692	1651	1610	1746	2276	2215
PBANKA_102370	10	907572	908222	+	651	305	323	158	180	120	142	160	130	156	170	206	234
PBANKA_102380	10	909830	915919	+	6090	7474	7826	5930	5986	5122	5171	5182	5361	4389	4553	6181	6366
PBANKA_102390	10	916652	917459	-	808	72	74	182	216	53	40	100	113	118	127	190	179
PBANKA_102400	10	919581	921764	+	2184	1208	1180	1787	1786	226	271	501	487	470	466	1390	1553
PBANKA_102410	10	922572	925589	-	3018	2911	3040	2452	2617	7621	7832	5565	5766	4626	4887	2948	3110
PBANKA_102420	10	928776	932144	+	3369	676	712	1298	1331	1425	1453	844	850	1363	1365	915	933
PBANKA_102430	10	933126	936012	+	2887	3497	3495	1531	1616	4789	4890	3172	3363	2057	2169	1768	1809
PBANKA_102440	10	942004	942414	-	411	19	31	89	120	63	60	42	50	134	151	76	74
PBANKA_102450	10	942822	943746	-	925	38	47	47	65	43	19	27	15	76	74	47	78
PBANKA_102460	10	945722	955486	+	9765	188	200	79	101	653	643	25	33	1683	1638	72	76
PBANKA_102470	10	956719	958700	+	1982	304	319	403	419	146	176	208	221	322	343	414	454
PBANKA_102480	10	959389	960463	+	1075	158	163	353	409	138	153	179	149	228	212	342	338
PBANKA_102490	10	961008	964115	-	3108	431	509	964	1049	283	290	541	544	545	552	880	853
PBANKA_102500	10	965567	966948	-	1382	1053	1045	640	631	306	310	366	394	592	616	591	590
PBANKA_102510	10	969754	982464	+	12711	9758	9797	8802	9009	3516	3502	3136	3415	3676	3698	10547	11027
PBANKA_102520	10	984484	985854	+	1371	205	217	326	362	363	350	408	387	378	353	366	364
PBANKA_102530	10	987018	997009	-	9992	10116	10299	3908	3953	17463	17429	8506	8602	5057	5171	5805	5924
PBANKA_102540	10	998368	1001646	-	3279	955	999	569	579	542	536	580	563	664	775	282	280
PBANKA_102550	10	1003159	1015934	-	12776	14474	15135	13280	13479	11294	11424	8467	8592	9654	10094	15364	15666
PBANKA_102560	10	1018282	1019166	-	885	18	18	92	91	24	20	33	38	55	52	97	93
PBANKA_102570	10	1020405	1021559	-	1155	96	101	41	44	263	294	30	30	176	222	152	151
PBANKA_102580	10	1023840	1024699	+	860	34	30	124	126	21	32	28	28	80	74	107	108
PBANKA_102590	10	1025400	1027334	-	1935	1052	1071	747	753	234	251	327	326	346	387	983	962
PBANKA_102600	10	1028019	1029002	+	984	109	109	119	118	38	34	108	118	80	74	87	104
PBANKA_102610	10	1031346	1039640	+	8295	1539	1613	293	276	1220	1176	447	481	976	957	449	394
PBANKA_102620	10	1040425	1041837	-	1413	297	312	696	679	1263	1370	1749	1741	1807	1868	702	651
PBANKA_102630	10	1043405	1047164	+	3760	867	874	415	486	447	459	414	402	786	797	713	732
PBANKA_102640	10	1047297	1048567	-	1271	256	295	350	345	61	109	116	104	153	179	265	264
PBANKA_102650	10	1050500	1056160	+	5661	3939	4179	2657	2801	1635	1581	1619	1772	1813	1779	2302	2285
PBANKA_102660	10	1058463	1061204	+	2742	1121	1128	787	825	309	334	409	340	468	508	922	940
PBANKA_102670	10	1062243	1063298	-	1056	121	152	77	87	40	45	97	97	88	83	74	89
PBANKA_102680	10	1063972	1064669	+	698	609	653	370	369	364	420	594	609	472	472	260	278
PBANKA_102690	10	1065157	1066422	-	1266	713	715	624	620	865	883	1013	1002	854	848	475	559
PBANKA_102700	10	1068044	1069753	+	1710	278	340	598	649	335	324	812	811	633	652	531	525
PBANKA_102710	10	1071485	1074655	+	3171	4203	4211	1858	2029	1218	1204	1148	1256	1151	1194	2425	2544
PBANKA_102720	10	1075580	1079294	+	3715	659	655	576	631	280	320	439	477	457	449	506	509
PBANKA_102730	10	1079992	1083783	-	3792	2557	2655	4959	5031	2242	2282	2049	2071	2164	2104	7608	7661
PBANKA_102740	10	1085443	1086456	-	1014	11	8	20	22	14	17	13	19	35	31	30	25
PBANKA_102750	10	1087853	1088470	-	618	65	66	91	102	118	126	103	83	113	135	114	94
PBANKA_102760	10	1088998	1090993	-	1996	180	186	163	153	344	339	315	313	369	430	125	135
PBANKA_102770	10	1092939	1093913	+	975	1446	1554	536	542	404	458	546	541	516	504	409	452
PBANKA_102780	10	1094839	1098150	+	3312	2781	2928	1735	1787	2185	2217	1471	1590	2127	2237	2157	2118
PBANKA_102790	10	1099228	1099968	+	741	113	90	284	302	204	232	209	219	363	385	395	410
PBANKA_102800	10	1102062	1105745	+	3684	1315	1424	5285	5380	10723	11083	9564	9664	7109	7298	7358	7761
PBANKA_102810	10	1106862	1108247	-	1386	524	610	692	721	622	613	621	582	547	551	625	606
PBANKA_102820	10	1110337	1117278	+	6942	20659	21344	8366	8649	6866	7127	9595	9742	6093	6120	5488	5835
PBANKA_102830	10	1117976	1119077	-	1102	208	180	667	674	251	246	299	318	440	391	591	623
PBANKA_102840	10	1122003	1122662	-	660	834	844	1398	1504	933	909	1192	1242	1087	1192	1434	1464
PBANKA_102850	10	1126236	1127162	+	927	3345	3412	1926	1924	2542	2537	3931	4069	2256	2311	1935	2039
PBANKA_102860	10	1128070	1130106	-	2037	363	390	465	504	205	207	286	275	357	326	313	306
PBANKA_102870	10	1133881	1136197	+	2317	554	606	472	452	176	197	347	349	345	355	383	387
PBANKA_102880	10	1136406	1137894	-	1489	140	146	589	643	185	205	326	322	505	486	309	300
PBANKA_102890	10	1139678	1141108	-	1431	505	507	487	468	773	810	962	923	1274	1266	464	403
PBANKA_102900	10	1142413	1147109	+	4697	1859	1841	4551	4750	21096	21398	8214	8405	9551	9835	8767	8920
PBANKA_102910	10	1147446	1147988	-	543	207	237	388	386	983	969	460	479	653	671	473	523
PBANKA_102920	10	1149316	1150413	+	1098	137	124	186	202	132	117	86	75	170	197	204	204
PBANKA_102930	10	1151140	1152933	+	1794	97	117	1012	1062	318	283	308	312	495	478	1349	1453
PBANKA_102940	10	1154375	1156256	+	1882	316	332	630	632	634	639	812	748	397	464	1580	1715
PBANKA_102950	10	1157095	1158927	-	1833	91	112	286	313	56	42	238	209	51	42	293	298
PBANKA_102960	10	1160697	1161827	+	1131	369	335	1037	1003	54	66	887	811	57	36	1197	1292
PBANKA_102970	10	1163164	1165012	-	1849	66	59	200	189	50	45	91	78	88	114	189	241
PBANKA_102980	10	1166986	1168644	+	1659	150	159	391	404	59	58	94	100	162	148	361	393
PBANKA_102990	10	1169091	1172216	-	3126	1232	1289	2023	1951	606	614	567	589	874	926	2340	2381
PBANKA_103000	10	1173317	1174603	+	1287	465	445	414	381	346	334	172	213	460	490	524	534
PBANKA_103010	10	1175463	1176726	-	1264	120	105	157	165	20	14	150	140	54	63	157	160
PBANKA_103020	10	1179417	1188315	+	8899	5381	5533	3615	3796	3166	3295	2033	2130	2473	2387	4480	4629
PBANKA_103030	10	1190102	1190844	+	743	194	218	750	702	188	173	231	240	449	421	570	626
PBANKA_103040	10	1192036	1194711	+	2676	717	799	802	776	70	81	544	561	120	123	1098	1198
PBANKA_103050	10	1194854	1197592	-	2739	578	632	598	601	174	164	175	198	241	239	792	816
PBANKA_103060	10	1199474	1200460	-	987	580	581	1486	1520	874	991	1445	1458	880	954	857	912
PBANKA_103070	10	1201632	1203077	+	1446	838	836	608	598	556	617	414	406	548	599	524	496
PBANKA_103080	10	1203343	1205004	-	1662	40	39	95	110	68	57	41	59	150	146	91	78
PBANKA_103090	10	1205542	1207203	-	1662	368	373	241	266	109	131	81	68	140	137	305	308
PBANKA_103100	10	1207759	1210803	-	3045	1225	1321	817	791	1334	1364	956	978	941	982	1226	1186
PBANKA_103110	10	1212412	1217841	+	5430	1676	1770	1399	1382	612	615	472	479	613	656	1916	1969
PBANKA_103120	10	1218476	1220656	-	2181	359	370	583	574	304	325	273	277	416	414	681	643
PBANKA_103130	10	1223723	1226237	+	2515	2409	2519	2229	2287	1238	1267	1604	1581	1829	1946	1344	1396
PBANKA_103140	10	1227898	1229970	+	2073	26	38	268	279	68	72	101	112	190	188	237	237
PBANKA_103150	10	1230191	1237718	-	7528	862	927	146	158	55	67	177	147	161	134	136	136
PBANKA_103160	10	1239094	1241334	-	2241	933	985	948	982	2213	2282	1278	1290	1443	1498	1527	1633
PBANKA_103170	10	1242916	1244369	-	1454	30	28	94	98	137	136	152	182	206	204	36	43
PBANKA_103180	10	1247307	1248519	+	1213	43	37	336	370	117	121	173	161	229	231	247	280
PBANKA_103190	10	1249838	1251235	-	1398	247	252	912	929	386	385	520	573	540	503	825	895
PBANKA_103200	10	1253520	1254080	+	561	60	64	174	191	24	40	36	38	67	63	259	268
PBANKA_103210	10	1254745	1256559	-	1815	1140	1086	4957	5033	6204	6191	13554	13997	9254	9382	606	594
PBANKA_103220	10	1259198	1270778	+	11581	3816	3855	4310	4468	1612	1664	1410	1475	1656	1770	6981	7426
PBANKA_103230	10	1271648	1273918	-	2271	1268	1269	692	747	818	814	1095	1149	695	710	794	821
PBANKA_103240	10	1276499	1278222	-	1724	72	78	84	81	68	68	103	89	171	181	96	105
PBANKA_103250	10	1280126	1281016	+	891	440	437	517	570	174	169	184	234	273	251	557	514
PBANKA_103260	10	1282185	1283888	-	1704	660	727	656	705	301	302	384	386	540	568	676	658
PBANKA_103270	10	1286811	1288334	-	1524	180	198	477	549	195	239	260	359	279	305	673	729
PBANKA_103280	10	1291968	1294448	+	2481	29	30	145	163	54	50	93	114	169	180	167	182
PBANKA_103290	10	1295197	1296723	-	1527	1199	1234	1125	1168	1428	1422	1500	1453	1432	1471	921	956
PBANKA_103300	10	1298042	1301384	-	3343	514	518	344	363	131	120	138	148	267	287	546	578
PBANKA_103310	10	1304429	1306149	+	1721	247	242	778	808	1104	1118	1797	1894	1383	1498	261	291
PBANKA_103320	10	1307326	1308483	-	1158	498	478	420	452	224	194	206	223	324	355	378	372
PBANKA_103330	10	1310289	1311070	+	782	84	95	166	177	127	140	154	149	183	170	119	116
PBANKA_103340	10	1311594	1314878	-	3285	1022	1023	1821	1842	926	913	731	857	1031	1068	2448	2492
PBANKA_103350	10	1315841	1317531	+	1691	460	504	406	423	369	366	276	319	437	454	315	332
PBANKA_103360	10	1318752	1319768	+	1017	64	71	89	85	166	146	180	188	176	179	83	95
PBANKA_103370	10	1320361	1321503	-	1143	668	725	250	241	54	71	268	258	81	80	363	423
PBANKA_103380	10	1324088	1343810	+	19723	14527	15251	10056	10478	4393	4644	3626	3713	5919	6076	12635	12951
PBANKA_103390	10	1344631	1345617	-	987	4095	4221	3756	3792	3273	3378	3365	3343	2297	2534	3670	3732
PBANKA_103400	10	1348107	1348664	-	558	163	152	381	376	292	318	365	416	613	535	332	318
PBANKA_103410	10	1350603	1353812	+	3210	2244	2374	1335	1242	404	449	731	767	690	698	1452	1441
PBANKA_103420	10	1354842	1355117	-	276	45	48	40	15	25	37	15	19	35	52	14	25
PBANKA_103430	10	1360849	1364988	+	4140	14400	14766	5067	5158	10811	11039	9047	9380	17	13	5107	5205
PBANKA_103440	10	1366386	1367738	-	1353	1602	1697	5439	5647	2391	2405	3233	3332	3063	3117	4135	4386
PBANKA_103450	10	1370262	1371685	-	1424	8	13	13	15	32	19	8	12	70	84	15	18
PBANKA_103460	10	1374047	1380004	+	5958	730	770	789	757	792	761	612	555	573	573	652	672
PBANKA_103470	10	1380020	1381081	-	1062	202	210	261	242	90	107	216	197	181	191	188	224
PBANKA_103480	10	1382011	1382586	+	576	286	309	167	183	77	73	126	156	127	128	182	186
PBANKA_103490	10	1383423	1385848	-	2426	3086	3129	2398	2593	3020	3121	4766	4854	3716	3718	2834	2876
PBANKA_103500	10	1387581	1388579	+	999	729	756	822	868	1753	1804	1966	2138	1864	1967	841	865
PBANKA_103510	10	1389559	1390826	-	1268	157	173	640	678	1467	1497	1450	1552	1290	1226	556	605
PBANKA_103520	10	1392158	1396072	-	3915	430	461	145	150	109	110	425	380	345	329	217	208
PBANKA_103530	10	1397306	1398810	-	1505	173	188	293	270	145	134	130	115	202	202	303	299
PBANKA_103540	10	1401755	1402981	+	1227	333	330	1869	1786	1911	1965	3684	3781	2977	3076	1201	1233
PBANKA_103550	10	1404257	1404832	-	576	37	26	243	234	75	75	76	90	171	147	175	169
PBANKA_103560	10	1405760	1409146	-	3387	1068	1072	1711	1745	487	558	462	458	714	805	1941	2002
PBANKA_103570	10	1410564	1415077	+	4514	1088	1094	1107	1160	145	124	426	446	159	151	2013	2106
PBANKA_103580	10	1415590	1417317	-	1728	1065	1074	800	864	344	336	478	502	486	559	806	830
PBANKA_103590	10	1418533	1419912	-	1380	2088	2120	1372	1348	2361	2393	2937	2961	2293	2457	981	997
PBANKA_103600	10	1421655	1428968	-	7314	7944	8247	13416	14037	19208	19672	16329	16435	11240	11655	15919	16421
PBANKA_103610	10	1430137	1433535	+	3399	1290	1279	908	883	392	418	466	477	582	540	959	1013
PBANKA_103620	10	1434088	1434951	-	864	69	84	166	186	40	50	111	94	100	110	227	234
PBANKA_103630	10	1436034	1439040	-	3007	1453	1430	2430	2521	6877	6930	6607	6835	3922	4143	2894	3001
PBANKA_103640	10	1440068	1443341	+	3274	2159	2165	2069	2221	6086	6211	4682	4723	3483	3639	2057	2123
PBANKA_103650	10	1444950	1446605	+	1656	1444	1503	949	968	482	500	1046	1093	639	691	744	701
PBANKA_103660	10	1448949	1449998	+	1050	192	191	884	854	314	273	544	579	512	569	652	714
PBANKA_103670	10	1450524	1452260	-	1737	130	141	183	180	36	29	51	52	84	72	202	244
PBANKA_103680	10	1453155	1457853	+	4699	828	819	788	833	147	199	233	214	293	250	967	939
PBANKA_103690	10	1457990	1460767	-	2778	2033	1965	3072	3161	675	710	960	995	1031	999	2837	2934
PBANKA_103700	10	1460984	1461853	-	870	489	467	566	581	107	122	168	161	170	179	496	476
PBANKA_103710	10	1462638	1466211	+	3574	1443	1471	1483	1512	726	717	645	721	745	772	2224	2252
PBANKA_103720	10	1466941	1469767	-	2827	791	742	563	605	355	331	461	512	488	515	513	532
PBANKA_103730	10	1471480	1472358	-	879	203	254	540	578	664	717	1377	1358	972	1030	584	641
PBANKA_103740	10	1474715	1475641	+	927	391	406	921	1010	2407	2440	3224	3312	3343	3340	772	791
PBANKA_103750	10	1476518	1482315	+	5798	1405	1491	775	771	773	760	1191	1250	1277	1387	1028	1054
PBANKA_103760	10	1482605	1483903	-	1299	900	953	967	1036	1968	1966	1384	1466	1150	1139	1361	1475
PBANKA_103770	10	1484803	1485354	-	552	23	17	77	68	15	23	26	27	35	34	51	46
PBANKA_103780	10	1486414	1486914	-	501	18	18	27	24	30	29	42	29	89	82	81	86
PBANKA_103790	10	1488023	1488599	-	577	174	188	76	93	24	15	123	92	40	39	88	78
PBANKA_103800	10	1490791	1491453	+	663	920	966	865	906	481	439	775	831	784	759	556	524
PBANKA_103810	10	1492031	1492640	-	610	41	34	148	162	26	31	27	34	49	45	171	199
PBANKA_103820	10	1494809	1499694	+	4886	2911	3092	1192	1176	145	114	775	798	177	197	1913	1990
PBANKA_103830	10	1500794	1502171	+	1378	209	224	364	408	212	176	270	268	417	383	267	280
