Geneid	Chr	Start	End	Strand	Length	ERR2216044	ERR2216045	ERR2216046	ERR2216047	ERR2216048	ERR2216049	ERR2216050	ERR2216051	ERR2216052	ERR2216053	ERR2216054	ERR2216055	ERR2216056	ERR2216057
PBANKA_101480	10	609456	613382	-	3927	6	15	0	1	15	15	165	130	195	135	123	77	18	7
PBANKA_101490	10	614663	618650	-	3988	6	8	4	7	117	43	329	306	573	378	202	178	52	49
PBANKA_101500	10	620411	621454	+	1044	2	0	3	1	47	13	125	110	118	90	58	44	5	4
PBANKA_101510	10	621671	622225	-	555	52	73	1	0	74	21	124	83	134	89	41	39	3	8
PBANKA_101520	10	623476	625452	-	1977	44	64	4	1	58	28	119	99	137	83	69	80	122	143
PBANKA_101530	10	625928	632848	-	6921	21	19	7	2	52	21	191	108	176	124	115	85	48	36
PBANKA_101540	10	634039	636881	+	2843	57	81	0	2	21	24	187	176	175	111	200	225	100	80
PBANKA_101550	10	638369	640714	+	2346	22	14	1	3	40	13	99	77	80	50	65	28	18	6
PBANKA_101560	10	641595	643247	-	1653	40	40	2	1	40	22	117	75	146	74	59	53	19	5
PBANKA_101570	10	644488	645105	+	618	32	47	1	2	33	15	33	25	34	18	26	16	3	10
PBANKA_101580	10	646681	649758	+	3078	164	244	3	2	75	28	355	228	541	406	264	187	48	25
PBANKA_101590	10	649821	650996	-	1176	54	87	4	1	25	11	114	65	203	156	119	89	10	10
PBANKA_101600	10	652072	652869	+	798	51	94	1	6	29	8	47	31	68	53	66	53	14	6
PBANKA_101610	10	653253	655000	-	1748	0	3	3	0	38	12	115	113	152	90	66	52	8	3
PBANKA_101620	10	655411	661711	-	6301	123	172	1	4	65	17	132	76	171	94	90	94	20	13
PBANKA_101630	10	664748	666076	+	1329	139	190	9	11	311	122	410	290	368	261	193	199	155	152
PBANKA_101640	10	666415	668505	-	2091	69	69	5	1	35	11	99	57	117	81	121	118	19	7
PBANKA_101650	10	670140	671921	+	1782	36	54	4	0	42	11	111	43	133	62	118	79	92	83
PBANKA_101660	10	672186	674057	-	1872	3	5	0	1	22	6	43	26	46	48	18	16	12	2
PBANKA_101670	10	675797	676636	-	840	7	17	23	7	662	217	668	454	967	668	314	257	41	27
PBANKA_101680	10	679806	680546	+	741	0	0	0	3	38	12	69	63	58	63	24	16	9	6
PBANKA_101690	10	681583	681774	+	192	4	14	1	0	9	5	66	35	122	82	34	32	1	3
PBANKA_101700	10	682333	683769	-	1437	2	7	0	0	7	1	9	6	22	17	14	8	2	1
PBANKA_101710	10	685246	687681	-	2436	54	81	5	3	97	44	295	153	480	351	225	204	35	19
PBANKA_101720	10	689514	691803	+	2290	154	220	4	2	37	22	95	106	198	150	124	72	22	10
PBANKA_101730	10	698688	703742	-	5055	68	81	5	3	85	43	207	137	379	251	186	137	21	6
PBANKA_101740	10	705178	705661	-	484	2	3	0	0	2	2	29	15	57	57	64	66	9	9
PBANKA_101750	10	706720	709875	-	3156	2677	3728	20	2	13	11	168	118	167	100	87	50	21	6
PBANKA_101760	10	710759	714055	-	3297	11	24	1	2	67	20	187	137	324	196	197	113	26	13
PBANKA_101770	10	715070	715336	+	267	3	5	2	6	86	36	175	174	301	291	103	148	6	9
PBANKA_101780	10	715969	721633	-	5665	503	728	25	5	66	17	279	203	330	220	171	131	69	64
PBANKA_101790	10	724939	728301	+	3363	359	378	1	4	25	11	129	101	129	100	87	78	384	402
PBANKA_101800	10	728891	733054	+	4164	50	67	3	0	67	23	171	98	138	79	89	58	130	113
PBANKA_101810	10	733878	735848	+	1971	31	27	3	2	20	14	82	82	95	54	26	28	98	63
PBANKA_101820	10	736491	737347	+	857	6	9	0	0	0	0	1	0	1	6	2	3	2	0
PBANKA_101830	10	737720	739498	+	1779	1	3	0	0	2	1	15	16	15	13	15	2	4	1
PBANKA_101840	10	740929	742110	+	1182	23	42	8	3	121	27	120	101	84	47	25	33	10	11
PBANKA_101850	10	744073	744597	+	525	64	60	27	14	699	235	346	330	276	230	292	282	399	360
PBANKA_101860	10	746316	746801	+	486	119	144	46	35	1810	716	1202	1070	1144	846	498	537	2305	2669
PBANKA_101870	10	748333	749806	+	1474	1	2	3	4	58	37	65	101	87	72	39	22	234	202
PBANKA_101880	10	750271	752502	-	2232	41	86	1	0	10	9	136	88	253	141	94	82	13	10
PBANKA_101890	10	753349	754788	-	1440	4	6	1	2	4	2	39	24	82	55	57	46	10	9
PBANKA_101900	10	755555	756240	-	686	2	2	0	0	0	0	0	0	5	2	2	2	1	1
PBANKA_101910	10	756994	759975	-	2982	29	46	0	0	13	2	41	62	132	95	76	57	13	6
PBANKA_101920	10	760857	762939	+	2083	0	1	0	0	53	15	146	118	240	184	147	94	23	11
PBANKA_101930	10	763470	764714	+	1245	1	0	0	2	9	5	43	56	60	56	34	17	10	2
PBANKA_101940	10	768341	769625	-	1285	196	275	95	82	2384	825	1604	1333	1726	1060	567	441	2331	2601
PBANKA_101950	10	771314	772936	+	1623	259	284	65	53	2120	961	1347	1330	1341	1085	505	494	5792	7956
PBANKA_101960	10	774422	778885	-	4464	36	53	3	6	61	25	251	130	247	160	183	122	198	157
PBANKA_101970	10	782972	786502	+	3531	226	371	15	12	321	118	534	383	593	361	309	238	2952	2773
PBANKA_101980	10	787337	789316	-	1980	44	52	3	3	29	12	113	77	122	83	54	81	31	13
PBANKA_101990	10	792017	795898	+	3882	22	20	0	1	5	1	50	39	45	26	67	67	36	15
PBANKA_102000	10	796008	800405	-	4398	47	51	4	1	6	0	24	9	47	31	59	47	19	3
PBANKA_102010	10	800755	805367	-	4613	1511	2223	4	9	70	32	365	250	725	578	571	423	64	32
PBANKA_102020	10	806139	808402	-	2264	203	368	8	0	74	29	168	127	150	98	58	32	25	3
PBANKA_102030	10	809023	810828	-	1806	28	32	0	0	2	1	12	12	10	12	44	29	8	7
PBANKA_102040	10	813507	815021	+	1515	21	40	6	6	74	15	110	104	104	84	98	74	952	1004
PBANKA_102050	10	815681	817309	-	1629	108	134	0	0	1	1	38	23	34	30	11	18	1	0
PBANKA_102060	10	819144	820601	+	1458	68	100	4	1	20	18	81	78	68	44	26	25	1	0
PBANKA_102070	10	821339	824260	-	2922	260	356	8	5	140	59	241	126	205	134	113	82	51	20
PBANKA_102080	10	825762	827180	-	1419	31	59	2	0	14	3	77	40	105	58	78	58	23	19
PBANKA_102090	10	828396	830241	-	1846	41	41	3	0	52	12	122	103	196	136	219	134	57	25
PBANKA_102100	10	831248	835339	-	4092	10	19	3	2	93	21	124	69	107	80	79	36	139	94
PBANKA_102110	10	836657	837622	+	966	11	10	2	0	23	5	43	33	34	22	35	24	287	271
PBANKA_102120	10	839121	840059	+	939	6	10	3	0	1	1	44	33	67	33	177	180	34	25
PBANKA_102130	10	841313	842386	+	1074	1	2	0	2	45	18	90	58	65	44	76	45	7	4
PBANKA_102140	10	843008	843597	+	590	0	0	0	4	27	8	97	66	174	131	83	65	8	1
PBANKA_102150	10	843738	844235	+	498	2	3	0	0	31	6	105	48	183	118	70	64	11	3
PBANKA_102160	10	844887	846263	+	1377	16	12	3	1	47	17	151	74	202	119	51	42	9	3
PBANKA_102170	10	846970	849418	-	2449	32	41	3	4	75	23	158	97	144	80	58	25	13	5
PBANKA_102180	10	849560	850111	-	552	5	28	5	5	39	9	74	47	58	42	13	21	6	1
PBANKA_102190	10	850779	852372	+	1594	38	81	0	2	45	15	68	42	53	28	22	14	5	5
PBANKA_102200	10	854107	854901	+	795	108	139	54	58	1377	571	995	943	1070	806	293	417	2105	2468
PBANKA_102210	10	855689	858445	-	2757	0	0	0	1	2	2	44	32	117	58	67	44	26	36
PBANKA_102220	10	859840	860838	+	999	1	1	0	2	29	6	75	66	145	134	77	92	57	48
PBANKA_102230	10	861563	862908	+	1346	3	0	0	1	18	4	153	92	256	160	130	121	39	19
PBANKA_102240	10	863336	864569	+	1234	34	42	6	3	7	1	16	3	72	76	67	54	11	8
PBANKA_102250	10	864799	867428	-	2630	2731	3779	33	12	191	93	361	248	304	181	162	155	169	151
PBANKA_102260	10	870030	872181	+	2152	39	52	0	0	23	7	94	55	154	66	138	103	56	41
PBANKA_102270	10	873136	875874	+	2739	58	74	4	1	63	32	190	105	305	120	135	94	17	9
PBANKA_102280	10	876175	878613	-	2439	81	82	7	2	173	83	254	186	251	133	100	70	28	14
PBANKA_102290	10	879606	880340	-	735	38	49	1	0	50	13	90	66	146	77	93	90	35	8
PBANKA_102300	10	880927	884388	+	3462	103	133	4	1	31	11	245	131	496	265	272	234	45	21
PBANKA_102310	10	886935	891506	+	4572	3	2	5	0	3	0	31	14	40	25	18	6	1	4
PBANKA_102320	10	892640	894233	+	1594	1	2	7	6	103	48	250	215	309	145	112	77	106	128
PBANKA_102330	10	895642	897396	+	1755	6	12	0	1	6	2	78	38	108	70	48	28	21	15
PBANKA_102340	10	898371	900153	+	1783	76	114	6	2	158	63	172	212	202	188	82	74	28	38
PBANKA_102350	10	901015	902427	-	1413	2	4	9	3	305	99	382	268	403	266	130	124	454	475
PBANKA_102360	10	903631	906790	+	3160	36	45	3	8	130	38	526	315	713	582	281	254	199	231
PBANKA_102370	10	907572	908222	+	651	323	348	3	0	30	4	45	26	79	44	23	34	8	4
PBANKA_102380	10	909830	915919	+	6090	122	166	7	3	98	20	284	205	606	380	348	231	473	413
PBANKA_102390	10	916652	917459	-	808	2	5	0	1	9	7	75	62	96	59	18	25	6	1
PBANKA_102400	10	919581	921764	+	2184	1	0	2	1	80	27	284	189	533	356	158	110	14	17
PBANKA_102410	10	922572	925589	-	3018	10	11	1	3	82	40	270	159	220	147	226	187	1342	1212
PBANKA_102420	10	928776	932144	+	3369	77	133	1	2	76	15	284	144	432	222	242	128	60	15
PBANKA_102430	10	933126	936012	+	2887	73	104	2	4	86	25	74	50	83	42	107	86	1383	1501
PBANKA_102440	10	942004	942414	-	411	22	43	3	2	71	25	218	190	290	181	101	98	22	15
PBANKA_102450	10	942822	943746	-	925	8	14	0	1	64	32	274	221	350	220	96	77	9	12
PBANKA_102460	10	945722	955486	+	9765	22	15	3	3	2230	844	7012	4977	11759	7148	6669	4761	728	460
PBANKA_102470	10	956719	958700	+	1982	176	239	10	0	55	22	178	260	227	226	71	74	11	16
PBANKA_102480	10	959389	960463	+	1075	5	4	2	5	90	49	244	225	356	323	114	115	7	8
PBANKA_102490	10	961008	964115	-	3108	61	43	6	3	181	93	567	514	926	647	368	363	41	34
PBANKA_102500	10	965567	966948	-	1382	15	14	2	2	67	23	217	209	402	302	191	138	29	15
PBANKA_102510	10	969754	982464	+	12711	382	550	12	20	217	136	1032	870	1928	1173	823	623	198	168
PBANKA_102520	10	984484	985854	+	1371	17	37	12	0	153	66	205	235	249	151	80	68	533	726
PBANKA_102530	10	987018	997009	-	9992	286	510	2	6	4	2	21	20	147	124	440	394	172	112
PBANKA_102540	10	998368	1001646	-	3279	12	15	0	0	15	7	90	72	172	137	158	124	21	13
PBANKA_102550	10	1003159	1015934	-	12776	66	79	12	22	432	201	982	787	1622	1025	1063	817	665	589
PBANKA_102560	10	1018282	1019166	-	885	0	0	1	1	16	5	65	40	42	22	10	17	3	0
PBANKA_102570	10	1020405	1021559	-	1155	37	56	0	1	0	0	1	1	3	3	16	16	17	7
PBANKA_102580	10	1023840	1024699	+	860	14	14	0	1	108	54	128	182	109	84	24	34	6	6
PBANKA_102590	10	1025400	1027334	-	1935	0	1	1	0	24	7	81	74	99	63	29	19	7	1
PBANKA_102600	10	1028019	1029002	+	984	0	0	1	1	1	2	23	21	27	19	9	8	0	4
PBANKA_102610	10	1031346	1039640	+	8295	9	8	2	1	0	1	21	26	16	16	40	20	7	9
PBANKA_102620	10	1040425	1041837	-	1413	202	263	14	12	185	79	1349	1329	1442	784	607	494	1808	1753
PBANKA_102630	10	1043405	1047164	+	3760	19	12	1	0	33	9	339	192	436	282	209	121	52	14
PBANKA_102640	10	1047297	1048567	-	1271	5	9	1	1	41	7	88	51	145	64	59	39	5	6
PBANKA_102650	10	1050500	1056160	+	5661	13	26	3	0	12	2	82	63	188	92	135	94	32	5
PBANKA_102660	10	1058463	1061204	+	2742	58	130	0	0	40	32	271	138	282	195	126	94	14	29
PBANKA_102670	10	1062243	1063298	-	1056	32	42	0	0	2	1	16	16	51	41	39	34	6	6
PBANKA_102680	10	1063972	1064669	+	698	208	254	6	1	47	21	124	133	210	205	129	126	23	25
PBANKA_102690	10	1065157	1066422	-	1266	62	110	9	1	157	63	138	109	186	117	199	173	673	656
PBANKA_102700	10	1068044	1069753	+	1710	49	45	0	0	53	31	162	131	230	208	368	270	197	200
PBANKA_102710	10	1071485	1074655	+	3171	3	3	6	2	98	19	192	108	370	200	157	115	59	42
PBANKA_102720	10	1075580	1079294	+	3715	88	68	2	2	31	5	98	56	113	56	70	80	3	4
PBANKA_102730	10	1079992	1083783	-	3792	7	13	2	5	155	65	294	173	418	252	206	117	23	11
PBANKA_102740	10	1085443	1086456	-	1014	0	0	0	3	25	8	55	22	30	33	16	14	9	0
PBANKA_102750	10	1087853	1088470	-	618	67	65	1	2	64	22	54	54	59	53	31	44	345	388
PBANKA_102760	10	1088998	1090993	-	1996	14	6	2	2	14	2	28	12	22	15	44	60	33	17
PBANKA_102770	10	1092939	1093913	+	975	36	50	0	0	2	0	44	30	49	38	60	35	18	11
PBANKA_102780	10	1094839	1098150	+	3312	30	61	3	2	100	29	105	81	126	60	77	68	49	16
PBANKA_102790	10	1099228	1099968	+	741	9	6	4	9	90	33	165	116	176	126	73	72	52	73
PBANKA_102800	10	1102062	1105745	+	3684	74	154	15	6	109	25	148	63	147	70	200	133	107	71
PBANKA_102810	10	1106862	1108247	-	1386	167	188	5	1	27	5	73	62	95	97	99	65	28	24
PBANKA_102820	10	1110337	1117278	+	6942	832	1213	2	3	12	2	140	86	217	157	295	251	80	54
PBANKA_102830	10	1117976	1119077	-	1102	175	178	0	6	144	48	318	198	369	278	171	140	21	23
PBANKA_102840	10	1122003	1122662	-	660	116	107	38	50	1449	649	1047	1098	1083	894	331	303	1450	1703
PBANKA_102850	10	1126236	1127162	+	927	341	484	5	0	96	26	178	111	187	93	158	135	730	589
PBANKA_102860	10	1128070	1130106	-	2037	19	17	0	2	9	4	20	8	85	55	55	41	8	7
PBANKA_102870	10	1133881	1136197	+	2317	10	1	0	0	21	6	123	66	218	191	98	109	14	12
PBANKA_102880	10	1136406	1137894	-	1489	12	24	6	3	44	17	158	134	233	151	91	81	16	7
PBANKA_102890	10	1139678	1141108	-	1431	6	6	2	5	51	24	103	49	63	53	76	100	111	85
PBANKA_102900	10	1142413	1147109	+	4697	21	29	3	1	12	3	164	118	248	144	374	358	394	323
PBANKA_102910	10	1147446	1147988	-	543	17	25	2	0	10	1	28	6	28	11	31	15	22	22
PBANKA_102920	10	1149316	1150413	+	1098	38	52	0	2	14	5	74	70	176	106	45	28	8	0
PBANKA_102930	10	1151140	1152933	+	1794	8	6	3	1	47	12	134	73	146	113	59	51	11	6
PBANKA_102940	10	1154375	1156256	+	1882	1	1	0	1	5	0	22	23	32	22	63	48	23	15
PBANKA_102950	10	1157095	1158927	-	1833	2	0	0	2	5	0	10	6	4	4	19	18	11	6
PBANKA_102960	10	1160697	1161827	+	1131	1	6	0	0	2	0	6	2	4	5	3	5	5	0
PBANKA_102970	10	1163164	1165012	-	1849	89	98	0	9	46	22	80	101	109	66	30	19	23	21
PBANKA_102980	10	1166986	1168644	+	1659	29	29	1	9	47	25	104	116	107	95	21	28	11	11
PBANKA_102990	10	1169091	1172216	-	3126	2	0	0	0	74	26	205	155	133	86	44	30	61	53
PBANKA_103000	10	1173317	1174603	+	1287	0	1	0	4	99	61	139	117	90	60	31	28	231	292
PBANKA_103010	10	1175463	1176726	-	1264	2	0	0	0	141	85	109	129	78	51	70	46	7	8
PBANKA_103020	10	1179417	1188315	+	8899	16	36	3	5	28	14	135	128	167	107	99	58	138	86
PBANKA_103030	10	1190102	1190844	+	743	50	79	31	14	799	385	635	645	659	537	160	226	99	145
PBANKA_103040	10	1192036	1194711	+	2676	0	3	0	0	4	0	18	2	15	5	16	21	10	3
PBANKA_103050	10	1194854	1197592	-	2739	9	10	0	6	89	20	295	156	266	137	81	82	44	17
PBANKA_103060	10	1199474	1200460	-	987	0	0	5	2	0	0	19	17	35	30	49	49	549	711
PBANKA_103070	10	1201632	1203077	+	1446	0	0	5	0	22	9	57	40	51	40	27	31	302	346
PBANKA_103080	10	1203343	1205004	-	1662	0	0	0	0	7	7	22	17	20	15	32	23	81	98
PBANKA_103090	10	1205542	1207203	-	1662	4	3	0	1	23	13	47	42	42	19	22	14	5	9
PBANKA_103100	10	1207759	1210803	-	3045	9	10	7	4	56	18	155	87	97	47	70	51	559	596
PBANKA_103110	10	1212412	1217841	+	5430	119	207	8	0	93	45	485	406	319	174	132	114	232	249
PBANKA_103120	10	1218476	1220656	-	2181	8	8	5	0	41	22	154	113	253	151	118	79	48	35
PBANKA_103130	10	1223723	1226237	+	2515	19	19	0	2	31	9	61	52	126	72	91	77	38	24
PBANKA_103140	10	1227898	1229970	+	2073	6	18	4	3	35	15	128	110	166	128	66	52	10	12
PBANKA_103150	10	1230191	1237718	-	7528	51	71	1	0	3	8	14	16	13	33	34	22	9	5
PBANKA_103160	10	1239094	1241334	-	2241	154	193	6	2	50	28	120	77	145	100	150	128	38	37
PBANKA_103170	10	1242916	1244369	-	1454	1	0	0	0	1	1	6	5	41	15	108	112	11	17
PBANKA_103180	10	1247307	1248519	+	1213	0	1	2	0	34	13	149	130	180	182	90	81	9	10
PBANKA_103190	10	1249838	1251235	-	1398	27	20	11	21	352	192	409	436	372	298	165	151	234	225
PBANKA_103200	10	1253520	1254080	+	561	1	5	0	2	38	23	114	98	105	67	24	38	5	3
PBANKA_103210	10	1254745	1256559	-	1815	2	1	0	3	6	4	74	52	891	528	5010	4660	608	652
PBANKA_103220	10	1259198	1270778	+	11581	1	4	6	9	301	98	574	428	518	301	318	199	144	120
PBANKA_103230	10	1271648	1273918	-	2271	4	9	8	0	158	59	137	127	82	41	82	55	660	649
PBANKA_103240	10	1276499	1278222	-	1724	0	0	0	0	1	3	17	21	41	27	36	24	15	3
PBANKA_103250	10	1280126	1281016	+	891	14	14	3	2	64	29	156	106	139	115	51	48	18	20
PBANKA_103260	10	1282185	1283888	-	1704	164	202	3	1	72	46	254	236	291	217	133	110	29	26
PBANKA_103270	10	1286811	1288334	-	1524	50	53	2	4	303	133	376	321	374	208	81	84	201	218
PBANKA_103280	10	1291968	1294448	+	2481	2	16	0	0	23	5	75	63	73	54	37	25	9	6
PBANKA_103290	10	1295197	1296723	-	1527	6	4	1	3	53	13	338	271	446	308	320	284	325	220
PBANKA_103300	10	1298042	1301384	-	3343	138	176	0	4	119	42	171	119	222	145	85	80	17	14
PBANKA_103310	10	1304429	1306149	+	1721	71	88	0	1	41	17	210	152	534	381	1290	1126	169	149
PBANKA_103320	10	1307326	1308483	-	1158	8	17	1	3	38	24	199	195	348	253	129	128	28	25
PBANKA_103330	10	1310289	1311070	+	782	4	2	0	2	81	35	207	158	251	250	161	171	11	13
PBANKA_103340	10	1311594	1314878	-	3285	28	58	9	1	57	39	280	142	316	173	126	75	13	20
PBANKA_103350	10	1315841	1317531	+	1691	2	0	0	0	27	7	57	43	61	40	23	14	61	32
PBANKA_103360	10	1318752	1319768	+	1017	3	5	4	1	46	16	83	78	56	45	15	15	291	348
PBANKA_103370	10	1320361	1321503	-	1143	8	13	0	2	1	0	12	9	13	14	28	9	4	0
PBANKA_103380	10	1324088	1343810	+	19723	84	132	20	12	386	142	1136	767	1297	805	522	344	113	78
PBANKA_103390	10	1344631	1345617	-	987	407	549	77	72	1990	1070	1175	1301	1226	1136	469	490	2304	3011
PBANKA_103400	10	1348107	1348664	-	558	25	58	2	2	72	12	119	63	75	55	23	30	104	105
PBANKA_103410	10	1350603	1353812	+	3210	11	4	3	2	63	29	194	108	244	161	103	89	11	6
PBANKA_103420	10	1354842	1355117	-	276	20	21	0	0	1	0	7	2	6	7	2	4	3	2
PBANKA_103430	10	1360849	1364988	+	4140	11	11	4	5	63	21	223	156	226	128	199	176	2560	2069
PBANKA_103440	10	1366386	1367738	-	1353	1	4	8	3	77	43	925	792	1363	1036	470	460	3083	3927
PBANKA_103450	10	1370262	1371685	-	1424	172	284	0	0	1	0	8	2	10	20	22	16	9	2
PBANKA_103460	10	1374047	1380004	+	5958	29	34	4	5	58	12	79	48	73	73	74	80	17	14
PBANKA_103470	10	1380020	1381081	-	1062	97	114	4	4	79	27	88	84	123	70	37	66	29	10
PBANKA_103480	10	1382011	1382586	+	576	43	69	3	0	47	6	64	39	70	47	38	22	4	4
PBANKA_103490	10	1383423	1385848	-	2426	112	101	19	18	157	53	414	297	365	253	382	318	533	499
PBANKA_103500	10	1387581	1388579	+	999	106	139	1	0	20	2	44	27	69	32	105	82	57	51
PBANKA_103510	10	1389559	1390826	-	1268	21	31	6	3	160	98	162	120	135	68	69	61	1438	874
PBANKA_103520	10	1392158	1396072	-	3915	2	0	0	0	2	1	11	6	4	13	22	12	11	2
PBANKA_103530	10	1397306	1398810	-	1505	4	0	1	0	78	27	180	194	184	113	53	61	24	8
PBANKA_103540	10	1401755	1402981	+	1227	4	0	3	0	15	16	102	121	642	565	1316	1401	190	201
PBANKA_103550	10	1404257	1404832	-	576	0	0	3	0	35	22	164	170	173	126	70	50	18	7
PBANKA_103560	10	1405760	1409146	-	3387	8	7	15	9	171	48	192	114	152	74	54	35	62	41
PBANKA_103570	10	1410564	1415077	+	4514	1	2	3	0	6	1	33	23	32	28	27	15	9	2
PBANKA_103580	10	1415590	1417317	-	1728	7	14	1	1	26	12	138	70	345	225	279	190	34	17
PBANKA_103590	10	1418533	1419912	-	1380	75	127	3	2	322	94	366	222	314	163	173	154	1492	1469
PBANKA_103600	10	1421655	1428968	-	7314	13	22	9	4	400	125	1013	605	1185	718	579	431	2690	2287
PBANKA_103610	10	1430137	1433535	+	3399	12	24	4	3	24	2	92	44	96	56	48	43	21	41
PBANKA_103620	10	1434088	1434951	-	864	1	9	0	0	28	19	78	67	146	81	53	51	9	6
PBANKA_103630	10	1436034	1439040	-	3007	14	16	6	2	58	24	86	65	63	35	109	122	1133	855
PBANKA_103640	10	1440068	1443341	+	3274	89	146	12	3	118	56	267	186	221	154	140	110	1102	1185
PBANKA_103650	10	1444950	1446605	+	1656	31	14	0	0	14	3	64	16	90	27	138	96	68	67
PBANKA_103660	10	1448949	1449998	+	1050	45	67	2	3	48	24	268	253	580	446	206	222	22	8
PBANKA_103670	10	1450524	1452260	-	1737	0	1	1	2	50	16	65	52	28	12	15	4	2	3
PBANKA_103680	10	1453155	1457853	+	4699	15	20	5	0	30	8	59	25	74	39	36	20	3	3
PBANKA_103690	10	1457990	1460767	-	2778	217	321	6	6	43	17	199	141	343	208	128	128	31	26
PBANKA_103700	10	1460984	1461853	-	870	184	314	4	7	42	18	166	186	340	200	116	122	16	19
PBANKA_103710	10	1462638	1466211	+	3574	87	148	4	3	42	23	150	107	190	103	96	67	52	40
PBANKA_103720	10	1466941	1469767	-	2827	42	28	0	0	18	9	80	63	124	84	66	48	107	77
PBANKA_103730	10	1471480	1472358	-	879	1033	1488	7	11	27	9	64	45	112	74	79	80	491	612
PBANKA_103740	10	1474715	1475641	+	927	1559	2481	5	0	15	6	37	42	39	30	186	186	455	578
PBANKA_103750	10	1476518	1482315	+	5798	39	41	4	5	24	28	339	213	329	227	156	108	58	44
PBANKA_103760	10	1482605	1483903	-	1299	35	42	8	10	112	33	296	187	359	245	125	104	480	443
PBANKA_103770	10	1484803	1485354	-	552	1	0	0	3	10	4	46	58	53	25	14	13	3	20
PBANKA_103780	10	1486414	1486914	-	501	8	21	2	0	2	0	14	8	23	18	20	12	11	9
PBANKA_103790	10	1488023	1488599	-	577	2	3	1	0	0	0	4	5	8	4	9	4	1	1
PBANKA_103800	10	1490791	1491453	+	663	219	237	9	4	216	86	355	252	442	375	253	248	30	30
PBANKA_103810	10	1492031	1492640	-	610	3	2	0	0	50	20	159	107	125	71	25	21	0	7
PBANKA_103820	10	1494809	1499694	+	4886	0	2	2	1	6	0	6	9	15	13	19	14	0	1
PBANKA_103830	10	1500794	1502171	+	1378	0	0	3	0	46	8	148	118	269	180	92	49	23	12
PBANKA_103840	10	1502690	1503359	-	670	0	0	0	0	23	12	46	44	69	59	42	36	1	4
PBANKA_103850	10	1503904	1505847	+	1944	4	0	0	2	5	1	43	25	65	53	47	49	2	5
PBANKA_103860	10	1505969	1509738	-	3770	0	1	0	2	7	7	29	31	51	32	23	9	3	7
PBANKA_103870	10	1510201	1514262	+	4062	0	0	0	0	0	0	7	4	9	14	7	2	2	5
PBANKA_103880	10	1515321	1515953	+	633	0	0	0	0	0	1	9	11	10	6	3	6	1	2
PBANKA_103890	10	1517288	1522672	+	5385	55	98	4	4	88	39	482	316	756	512	428	286	61	58
PBANKA_103900	10	1523315	1525789	-	2475	9	14	1	0	16	8	99	67	291	211	199	153	10	16
PBANKA_103910	10	1526716	1529070	-	2355	22	26	3	0	16	4	64	33	82	67	35	34	4	2
PBANKA_103920	10	1530308	1531456	-	1149	24	42	0	1	3	0	28	17	96	81	109	134	23	6
PBANKA_103930	10	1533238	1536494	+	3257	16	34	11	4	71	21	138	129	149	126	111	105	21	15
PBANKA_103940	10	1538002	1539122	+	1121	48	38	106	66	2129	820	1243	1143	1361	1008	487	460	3545	4210
PBANKA_103950	10	1540548	1542143	+	1596	15	35	6	7	74	24	408	286	1246	968	707	721	109	72
PBANKA_103960	10	1543654	1545522	+	1869	1	0	3	4	114	41	268	224	423	298	161	137	15	25
PBANKA_103970	10	1546279	1546842	-	564	53	60	4	5	116	47	249	229	448	386	242	326	50	26
PBANKA_103980	10	1548121	1550535	-	2415	1	0	3	1	36	19	100	58	75	67	49	35	2	4
PBANKA_103990	10	1551671	1555129	+	3459	0	0	1	0	22	13	150	118	189	120	73	45	0	14
PBANKA_104000	10	1555694	1558323	+	2630	0	0	1	1	24	1	65	70	201	160	147	155	31	16
PBANKA_104010	10	1559414	1560739	-	1326	9	15	0	3	24	14	43	53	82	64	60	51	9	12
PBANKA_104020	10	1567931	1569016	+	1086	0	0	0	0	0	0	0	2	0	0	5	0	1	3
PBANKA_104030	10	1570697	1571590	+	894	0	0	0	0	1	0	3	4	1	3	5	6	1	1
PBANKA_104040	10	1574737	1575938	+	1202	0	1	0	0	0	0	3	0	2	0	5	1	7	2
PBANKA_110040	11	14387	15605	-	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PBANKA_110050	11	19899	20791	-	893	0	0	0	0	2	0	0	3	2	2	1	6	1	1
PBANKA_110070	11	26526	28042	+	1517	0	0	0	0	1	0	8	6	4	2	32	24	237	234
PBANKA_110075	11	29492	31039	+	1548	0	0	0	0	2	0	10	4	9	2	4	3	24	20
PBANKA_110080	11	32478	33599	-	1122	0	0	1	0	6	1	12	16	17	15	10	12	2	0
PBANKA_110086	11	37698	38118	-	421	0	2	0	1	14	1	50	56	46	27	80	133	1310	1571
PBANKA_110090	11	41393	43903	+	2511	0	0	0	0	8	2	81	113	88	77	131	163	139	184
PBANKA_110100	11	45750	47341	+	1592	1	2	2	0	15	3	394	377	378	281	107	86	16	21
PBANKA_110110	11	50363	51738	-	1376	2	3	3	4	44	14	64	58	40	34	457	544	5347	6229
PBANKA_110120	11	53599	54798	-	1200	2	3	1	1	10	5	20	34	30	11	480	436	3255	3115
PBANKA_110130	11	58476	60971	+	2496	1	2	0	1	9	1	30	27	30	34	353	298	4870	5634
PBANKA_110140	11	61847	63013	-	1167	5	3	0	2	1	1	9	7	418	252	2703	2762	270	259
PBANKA_110150	11	65246	67288	-	2043	0	0	0	0	0	1	19	8	18	12	12	8	6	0
