"Geneid" "Chr" "Start" "End" "Strand" "Length" "SRR1571697" "SRR1571698" "SRR1571699" "SRR1571700" "SRR1571701" "SRR1571702" "SRR1571703" "SRR1571704" "SRR1571705" "SRR1571706" "SRR1571707" "SRR1571708" "SRR1571709" "SRR1571710" "SRR1571711" "SRR1571712" "SRR1571713" "SRR1571714" "SRR1571715" "SRR5298122" "SRR5298123" "SRR5298124" "SRR5298125" "SRR5298126" "SRR5298127" "SRR5298128" "SRR5298129" "SRR5298130" "SRR5298131" "SRR5298132" "SRR5298133" "SRR5298134" "SRR5298135"
"PVX_001690" "6" 65601 67076 "-" 1476 138 40 45 12 14 417 579 167 224 52 29 12 62 403 476 269 284 331 45 513 591 1094 1099 387 395 749 787 435 462 394 375 23 37
"PVX_001695" "6" 69682 70815 "-" 1134 4 5 9 2 30 937 1285 4 360 40 14 29 280 1282 1738 734 773 746 129 486 550 927 978 383 445 538 550 404 437 353 334 20 25
"PVX_001700" "6" 72231 73085 "-" 855 6 13 53 25 15 127 167 8 41 18 47 17 26 139 201 111 98 117 15 334 354 674 808 282 261 521 582 272 260 200 244 9 21
"PVX_001705" "6" 74855 75742 "-" 888 51 21 37 9 3 54 107 58 68 33 32 2 9 61 110 62 82 60 8 255 302 474 542 185 185 299 327 228 256 184 226 15 11
"PVX_001710" "6" 79469 80493 "-" 1025 294 128 212 79 17 19 43 389 268 147 248 34 13 32 100 193 170 192 39 425 500 1251 1380 385 405 777 885 359 383 307 309 76 19
"PVX_001715" "6" 83160 83663 "-" 504 1 0 0 1 1 2 3 2 1 2 3 0 0 4 17 1 5 5 0 219 254 493 584 181 192 324 376 161 163 127 184 15 9
"PVX_001720" "6" 87639 90929 "+" 3291 98 381 782 365 166 351 624 269 486 472 869 147 85 294 471 901 796 973 120 1282 1440 2553 2708 959 1127 1996 2154 1078 1164 912 1030 46 63
"PVX_001725" "6" 91522 92949 "-" 1428 7 13 29 16 524 719 308 394 25 14 29 225 346 509 384 519 497 548 88 478 457 1278 1431 323 319 932 1025 405 410 344 392 12 17
"PVX_001730" "6" 94422 96095 "+" 1674 25 119 207 42 35 50 48 103 177 138 225 45 24 36 103 170 202 183 26 707 789 1095 1292 523 634 750 880 554 630 463 525 48 29
"PVX_001735" "6" 96867 98804 "-" 1938 26 39 89 38 92 157 135 120 85 48 121 55 60 132 157 195 221 209 25 570 623 1684 1892 424 454 1245 1367 457 497 402 406 23 32
"PVX_001740" "6" 99958 101827 "-" 1870 68 24 71 82 53 116 216 93 41 36 131 49 36 114 212 183 163 212 30 527 601 1706 1960 344 427 1197 1339 416 502 323 357 21 19
"PVX_001745" "6" 103638 104308 "+" 671 105 81 88 38 62 418 535 79 226 82 130 31 104 483 766 377 353 387 59 202 249 549 764 139 153 453 537 163 147 111 163 6 15
"PVX_001750" "6" 107128 109050 "+" 1923 223 271 486 210 69 47 47 385 373 234 541 77 26 44 83 408 399 414 89 625 689 1757 1923 449 516 1099 1306 540 636 463 504 49 32
"PVX_001752" "6" 110531 111971 "+" 1441 127 52 68 25 37 129 315 81 85 37 72 25 42 143 330 177 171 181 33 462 576 1289 1440 376 369 905 982 430 467 297 315 22 24
"PVX_001755" "6" 112589 115726 "-" 3138 227 213 368 159 70 50 66 257 297 187 273 44 29 40 78 324 272 325 39 1167 1215 1977 2262 846 917 1357 1483 903 993 828 817 26 56
"PVX_001760" "6" 116741 118700 "+" 1960 349 402 660 489 221 133 102 737 668 437 907 241 72 105 124 782 765 754 144 699 816 1683 1911 557 571 1011 1122 639 658 527 574 43 35
"PVX_001765" "6" 119544 120422 "+" 879 39 36 86 30 14 25 38 61 78 58 114 24 9 27 60 90 86 83 21 337 408 946 1128 277 293 638 666 305 292 229 271 19 46
"PVX_001770" "6" 120812 121621 "+" 810 46 61 78 34 31 81 123 75 95 60 108 24 28 78 115 128 119 139 21 323 373 932 1119 251 297 569 672 267 328 217 257 16 24
"PVX_001775" "6" 122158 128252 "-" 6095 265 196 349 346 670 771 678 828 385 200 615 365 341 569 795 1125 985 1088 184 1798 1952 3209 3531 1322 1449 2188 2376 1554 1639 1313 1357 84 104
"PVX_001780" "6" 129431 131621 "-" 2191 236 217 383 343 294 273 236 612 266 185 372 168 104 206 230 550 501 571 90 739 782 2066 2180 548 579 1256 1486 566 633 499 501 28 46
"PVX_001782" "6" 132647 133347 "+" 701 21 16 38 22 15 14 30 29 13 33 90 22 12 21 39 60 48 58 8 186 241 605 830 140 190 471 552 175 219 112 169 5 22
"PVX_001783" "6" 133622 135371 "+" 1750 303 129 249 140 134 393 1092 235 190 146 318 85 134 361 934 572 557 605 96 647 744 1844 2209 475 578 1108 1345 438 511 394 454 12 43
"PVX_001785" "6" 135497 137060 "-" 1564 139 93 119 42 20 52 100 200 181 101 135 32 33 130 193 196 199 219 34 463 518 1502 1721 342 451 980 1236 395 478 366 407 8 23
"PVX_001790" "6" 137333 142141 "-" 4809 595 210 183 74 58 57 126 481 320 88 158 42 23 68 174 257 266 261 52 1578 1696 2996 3487 1104 1155 2218 2446 1227 1407 1008 1174 80 91
"PVX_001795" "6" 145885 147618 "+" 1734 534 308 494 333 265 338 341 733 471 264 564 229 144 351 464 741 685 727 135 627 707 1937 2088 484 584 1396 1451 519 581 441 491 19 35
"PVX_001800" "6" 149345 150922 "+" 1578 44 95 196 125 94 75 70 135 143 99 245 66 39 38 81 225 233 221 46 457 505 899 1090 307 359 664 802 419 502 310 357 11 33
"PVX_001805" "6" 150989 152884 "-" 1896 53 134 209 85 45 42 55 178 179 114 224 42 22 32 85 189 216 196 27 637 651 791 844 507 502 627 609 557 633 458 553 28 34
"PVX_001810" "6" 156191 163339 "+" 7149 1105 679 980 630 690 637 499 1552 914 538 1200 494 344 481 597 1471 1414 1545 232 2366 2455 2751 3101 1795 1956 1861 1897 2053 2158 1634 1843 94 108
"PVX_001820" "6" 164263 168429 "-" 4167 279 130 216 141 314 502 857 301 184 137 279 135 166 440 846 619 612 627 98 1146 1230 1635 1812 813 890 1152 1304 1038 1152 832 919 177 53
"PVX_001825" "6" 170378 170887 "+" 510 64 12 18 9 16 64 167 38 32 12 19 6 11 64 134 71 65 99 12 164 172 391 420 129 147 201 239 138 159 112 110 10 15
"PVX_001830" "6" 171699 176518 "-" 4820 201 56 51 28 50 180 449 90 84 30 57 32 47 175 421 230 213 226 47 1571 1591 1818 2086 1149 1181 1320 1423 1304 1370 1042 1139 70 71
"PVX_001835" "6" 183984 185387 "+" 1404 1981 1062 1481 733 300 251 259 2699 1836 1117 1879 421 166 226 398 1679 1502 1675 301 432 504 1360 1599 317 417 1025 1133 378 406 288 352 15 22
"PVX_001840" "6" 185782 193294 "-" 7513 61 182 574 494 242 213 207 328 187 206 665 154 93 128 170 636 606 647 113 1980 2300 2956 3309 1437 1634 2098 2342 1743 1877 1340 1482 185 93
"PVX_001845" "6" 194708 197797 "+" 3090 91 239 491 322 320 254 177 518 263 249 538 239 146 201 230 632 622 648 93 1188 1181 2055 2284 945 926 1368 1533 955 995 770 827 32 51
"PVX_001850" "6" 198118 200061 "-" 1944 83 95 242 195 240 241 198 350 119 118 350 205 126 162 198 440 404 439 70 512 699 1067 1349 399 514 758 926 458 521 334 425 66 31
"PVX_001855" "6" 201410 204124 "-" 2715 68 97 112 24 9 17 17 86 104 52 56 8 5 21 37 102 80 79 8 826 861 1686 1889 595 617 1253 1342 710 720 591 691 182 80
"PVX_001860" "6" 206259 206633 "-" 375 27 35 56 37 85 144 91 115 52 34 79 69 59 103 77 158 118 158 31 162 173 433 532 114 134 285 368 135 132 112 121 6 12
"PVX_001865" "6" 208485 211707 "-" 3223 362 310 340 111 55 92 117 393 388 229 276 60 35 59 179 352 338 359 69 1069 1198 3039 3317 805 852 2107 2281 838 907 742 851 47 70
"PVX_001870" "6" 212054 217129 "-" 5076 1103 327 555 269 337 1124 3038 736 698 363 589 201 320 1282 3204 1568 1511 1690 290 1622 1952 4364 4817 1282 1348 3068 3498 1379 1481 1165 1254 65 94
"PVX_001875" "6" 219088 221295 "+" 2208 116 57 105 37 108 201 283 135 151 119 196 35 58 145 224 244 229 250 38 746 835 1047 1215 590 621 803 868 662 675 546 547 26 54
"PVX_001880" "6" 221371 223211 "-" 1841 213 214 341 132 62 80 122 356 356 237 325 51 30 69 120 316 326 290 46 548 563 1167 1221 397 459 815 895 477 512 403 420 23 35
"PVX_001885" "6" 223652 224950 "+" 1299 127 139 163 44 15 10 26 218 229 116 108 19 15 26 56 166 152 159 30 510 520 1282 1205 368 420 825 969 413 438 338 338 14 21
"PVX_001890" "6" 225437 230672 "+" 5236 468 484 529 119 92 176 343 544 678 338 399 75 55 160 280 588 538 650 111 1495 1599 1618 1905 1051 1185 1165 1289 1150 1307 920 1014 36 84
"PVX_001895" "6" 231269 235536 "+" 4268 367 196 208 44 21 77 151 337 346 176 123 13 23 94 182 253 240 281 49 1534 1537 2837 3048 1064 1208 1818 1950 1234 1258 1008 1058 43 81
"PVX_001900" "6" 236016 239462 "+" 3447 7 1 14 5 4 14 12 10 13 12 11 1 5 9 20 13 16 21 4 767 809 2060 2337 552 602 1405 1602 644 722 505 545 36 36
"PVX_001905" "6" 240794 242171 "-" 1378 343 312 521 430 411 292 188 858 461 350 726 303 165 178 230 927 819 981 126 373 380 940 1006 245 281 716 748 288 304 236 285 9 23
"PVX_001910" "6" 244880 245549 "-" 670 37 86 131 70 44 30 44 94 121 72 129 29 16 25 34 153 126 157 22 225 266 726 800 168 213 475 590 183 236 153 168 11 8
"PVX_001920" "6" 245674 251650 "-" 5977 584 596 1272 425 158 194 262 667 656 602 1119 183 92 216 478 966 889 960 150 1920 2159 4373 5022 1459 1738 3048 3456 1584 1707 1379 1483 129 104
"PVX_001925" "6" 253866 255635 "-" 1770 54 69 238 151 111 193 249 107 69 108 412 127 79 174 303 309 310 346 52 731 816 2187 2174 585 628 1324 1439 596 611 485 518 29 47
"PVX_001930" "6" 256691 258297 "-" 1607 170 137 258 187 83 67 34 288 230 162 371 91 45 52 58 306 269 300 60 711 691 1664 1781 494 553 1121 1296 557 610 515 517 25 53
"PVX_001935" "6" 260267 263055 "+" 2789 268 320 569 200 69 59 59 405 418 304 554 68 33 60 130 416 381 445 86 901 1036 2219 2430 680 757 1509 1686 813 854 668 695 30 65
"PVX_001940" "6" 263982 265853 "-" 1872 276 153 346 182 90 102 139 244 220 175 292 60 25 86 143 321 305 343 50 552 698 1593 1881 437 528 1177 1345 499 554 436 445 38 37
"PVX_001945" "6" 267239 268030 "+" 792 455 393 946 653 247 379 550 205 179 188 530 113 83 205 330 799 725 811 122 315 348 888 1033 238 241 632 762 227 250 260 251 11 14
"PVX_001950" "6" 268713 286954 "-" 18242 1460 1084 1542 483 1020 2615 2049 2281 1783 861 1344 475 681 1730 1782 2696 2562 2741 505 6289 6781 9786 10317 4810 5054 6386 7044 5089 5372 4281 4559 256 348
"PVX_001955" "6" 289562 295147 "-" 5586 93 158 655 506 505 571 499 456 250 322 1000 329 293 441 439 1026 912 1005 158 2001 2088 3437 3849 1406 1584 2194 2530 1599 1797 1289 1466 75 106
"PVX_001960" "6" 297275 302752 "-" 5478 217 397 974 903 967 841 807 984 499 565 1527 703 456 579 887 1745 1571 1717 274 1845 2038 3844 4290 1415 1450 2648 3127 1545 1663 1295 1414 86 118
"PVX_001965" "6" 310902 315635 "+" 4734 386 515 802 324 192 365 456 611 625 459 851 150 133 390 715 918 868 968 158 1417 1518 1437 1549 954 1099 1071 1139 1193 1230 909 1014 60 86
"PVX_001970" "6" 317367 318426 "-" 1060 81 101 199 38 19 27 52 139 167 127 175 21 11 39 63 127 132 166 22 455 517 1109 1264 348 424 800 888 360 423 299 308 24 24
"PVX_001975" "6" 318519 322418 "-" 3900 475 397 765 494 162 154 138 795 768 524 1253 267 92 144 247 887 880 963 153 1845 2041 4810 5421 1469 1645 3179 3616 1458 1590 1119 1238 66 115
"PVX_001980" "6" 326310 327970 "+" 1661 29 0 2 1 0 7 10 36 19 8 16 1 0 3 26 12 14 18 2 1058 1178 1826 2186 890 931 1300 1430 817 876 523 631 37 74
"PVX_002480" "4" 19389 21762 "+" 2374 12 7 3 1 1 2 5 34 22 14 10 5 3 6 20 13 17 20 0 865 880 331 327 679 724 202 206 738 807 520 530 115 208
"PVX_002485" "4" 24348 25479 "-" 1132 188 87 42 10 3 12 52 344 285 97 60 6 9 38 84 104 127 151 12 659 819 240 266 541 563 136 155 507 606 413 467 56 101
"PVX_002490" "4" 33014 34696 "+" 1683 4 1 4 0 0 0 0 4 13 2 8 0 0 2 0 2 6 6 1 790 762 285 288 611 565 198 158 608 619 350 438 56 134
"PVX_002495" "4" 36846 38183 "+" 1338 0 0 1 0 0 1 0 0 1 0 0 0 0 0 7 1 1 2 0 667 747 244 265 482 515 159 183 565 591 424 429 91 180
"PVX_002500" "4" 41747 42706 "+" 960 0 2 0 2 6 69 55 4 13 5 7 1 35 106 92 67 55 63 8 602 696 234 259 460 533 165 156 458 498 363 414 76 108
"PVX_002505" "4" 46276 48927 "-" 2652 32 26 4 1 2 67 93 58 136 26 18 2 34 108 167 102 102 99 11 1753 1710 616 667 1409 1357 362 381 1209 1249 979 934 141 274
"PVX_002507" "4" 52782 53588 "-" 807 23 4 14 1 2 5 30 22 19 14 16 3 5 14 41 16 28 25 4 541 595 233 216 451 485 111 126 468 415 337 365 47 72
"PVX_002510" "4" 58327 60104 "-" 1778 7 2 13 5 4 36 64 9 25 15 22 4 29 56 85 61 52 55 8 1002 1089 414 483 833 962 236 286 767 798 666 770 156 193
"PVX_002512" "4" 64226 66196 "-" 1971 55 58 65 27 5 33 78 99 104 75 109 15 16 45 135 104 129 106 17 767 899 390 457 590 689 398 413 617 661 412 586 45 75
"PVX_002515" "4" 69491 71269 "-" 1779 61 20 30 12 7 21 46 73 48 36 22 6 7 28 43 52 38 56 9 989 1159 430 446 807 901 307 317 692 807 622 743 92 127
"PVX_002520" "4" 73964 75074 "-" 1111 15 4 12 1 0 10 13 36 20 35 18 2 7 28 47 21 30 33 4 585 616 230 243 452 482 126 167 410 489 334 421 117 233
"PVX_002525" "4" 76728 78028 "-" 1301 23 5 14 1 1 19 20 42 21 13 15 5 13 27 47 22 27 24 4 41 30 30 12 41 23 172 199 510 625 424 520 133 229
"PVX_002530" "4" 79718 80896 "-" 1179 47 5 2 0 1 27 36 47 21 21 15 0 8 54 65 37 29 31 6 656 681 286 333 511 536 199 225 517 570 421 440 42 105
"PVX_002535" "4" 84262 85589 "-" 1328 105 16 15 4 2 13 36 144 74 38 34 12 15 39 123 61 52 61 10 784 753 370 397 560 623 378 421 596 562 464 510 49 87
"PVX_002550" "4" 88575 97392 "-" 8818 8404 3134 1301 293 642 8498 10083 8184 8785 1525 1143 453 2211 10188 13300 8424 7973 8676 1452 3864 3874 1814 1896 3037 2888 1688 1764 3086 3098 2561 2688 183 263
"PVX_002555" "4" 101732 103869 "-" 2138 608 468 720 356 124 264 380 954 854 540 864 199 129 293 471 834 883 928 138 949 991 1857 2071 762 851 1571 1699 733 931 610 672 32 62
"PVX_002560" "4" 106583 106735 "+" 153 11 3 4 0 1 0 2 8 5 4 4 0 1 4 2 10 6 7 1 98 110 216 342 75 84 176 202 65 79 51 75 4 3
"PVX_002565" "4" 107349 108389 "+" 1041 35 10 6 4 8 202 295 31 55 11 13 7 33 161 233 129 119 140 19 433 437 931 1093 310 306 646 720 338 375 261 312 4 15
"PVX_002570" "4" 111347 111697 "+" 351 2 1 2 3 4 52 66 7 10 1 7 4 22 62 98 44 30 38 4 156 191 515 673 133 148 300 422 120 171 109 158 3 11
"PVX_002575" "4" 113102 116363 "+" 3262 272 358 629 270 180 370 707 348 482 339 617 153 110 329 601 717 728 738 104 1374 1512 2445 2813 1063 1204 1767 1812 1077 1201 943 965 38 66
"PVX_002580" "4" 117080 119011 "+" 1932 63 137 228 42 16 31 49 187 241 150 209 25 14 41 80 179 161 181 31 608 685 1480 1861 436 547 1108 1279 485 623 389 415 16 34
"PVX_002585" "4" 119275 121036 "-" 1762 397 197 302 383 352 363 598 835 387 200 651 360 208 291 605 749 700 762 115 703 742 1916 2170 485 585 1278 1447 512 635 420 464 19 31
"PVX_002590" "4" 121320 123333 "-" 2014 1343 744 1189 543 207 221 319 2064 1431 907 1411 302 120 225 447 1282 1205 1358 182 766 838 2118 2268 559 622 1462 1561 643 558 490 564 20 37
"PVX_002595" "4" 121402 121830 "+" 429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219 213 565 696 173 170 371 454 144 182 155 172 3 12
"PVX_002600" "4" 123971 126267 "-" 2297 483 166 185 83 128 523 1449 358 304 178 273 92 147 564 1333 693 686 716 122 977 980 2736 2983 738 828 1936 1964 801 823 630 694 26 59
"PVX_002605" "4" 130728 132446 "+" 1719 295 197 288 128 118 218 275 551 456 255 503 140 101 275 522 529 478 498 89 760 802 1870 1998 600 584 1196 1258 645 685 572 550 20 41
"PVX_002610" "4" 133571 139736 "-" 6166 284 270 615 265 126 181 283 390 406 319 634 101 89 162 354 552 562 571 88 2103 2257 2414 2782 1514 1585 1539 1777 1643 1859 1426 1572 89 306
"PVX_002615" "4" 141383 142864 "-" 1482 250 194 288 147 68 52 51 398 363 223 409 94 39 55 113 331 332 344 50 606 650 1767 2003 509 549 1107 1323 459 584 366 410 14 36
"PVX_002620" "4" 143557 145176 "+" 1620 147 92 159 73 29 24 40 161 157 106 193 38 21 36 52 183 135 176 24 615 683 1741 1935 418 511 1259 1467 514 532 413 467 17 43
"PVX_002625" "4" 145596 147496 "+" 1901 49 70 169 42 22 49 102 61 112 70 104 19 15 41 71 122 106 120 18 656 708 1674 1913 478 495 1110 1379 472 542 432 468 16 26
"PVX_002630" "4" 148394 152483 "+" 4090 92 163 343 227 163 153 129 263 196 213 481 158 77 108 172 419 408 444 84 1208 1425 2620 2876 980 1050 1637 1936 1114 1139 877 895 42 78
"PVX_002635" "4" 152643 154105 "-" 1463 19 23 63 22 15 20 27 46 48 32 39 25 12 17 29 62 61 52 8 529 529 965 1161 362 425 660 747 452 521 375 409 17 21
"PVX_002640" "4" 155279 156271 "-" 993 161 117 201 131 85 181 301 266 248 124 308 73 46 147 229 297 324 321 66 499 529 1430 1636 361 398 928 1028 366 435 321 335 13 29
"PVX_002645" "4" 157793 160167 "+" 2375 280 292 405 161 109 191 321 512 579 362 499 117 104 282 687 597 535 650 93 1073 1138 2100 2293 844 798 1452 1624 969 929 704 777 41 147
"PVX_002650" "4" 160594 161770 "-" 1177 2013 1193 1664 776 281 211 258 2751 2128 1264 1975 396 155 232 437 1766 1746 1923 273 454 465 1378 1554 346 371 897 976 335 436 293 326 9 24
"PVX_002655" "4" 163300 164573 "+" 1274 77 57 89 27 7 18 38 105 91 52 96 14 10 15 54 76 77 81 19 499 582 1403 1716 406 475 930 1094 381 523 304 363 12 35
"PVX_002660" "4" 165717 171107 "+" 5391 399 310 382 234 125 148 198 595 520 298 468 137 60 143 289 536 544 546 78 2187 2485 6318 7143 1767 1950 4290 4682 1801 2065 1587 1708 74 128
"PVX_002665" "4" 172141 174649 "-" 2509 117 110 275 137 131 629 816 104 161 155 316 101 122 721 914 625 618 663 102 832 841 2062 2227 619 682 1324 1414 617 710 571 592 61 80
"PVX_002670" "4" 177398 178382 "-" 985 46 59 110 82 43 60 95 123 96 61 166 54 22 60 106 163 166 146 20 444 462 1068 1323 290 363 793 898 325 383 279 322 10 14
"PVX_002675" "4" 179615 180549 "+" 935 98 82 110 85 61 80 78 112 65 72 119 47 34 66 92 169 167 165 29 251 244 831 843 153 201 646 662 214 223 172 180 2 11
"PVX_002680" "4" 181798 185793 "+" 3996 165 217 363 123 75 104 163 230 241 199 233 49 28 89 161 327 309 307 60 1405 1527 1664 1789 1080 1117 1036 1130 1149 1258 958 1017 72 71
"PVX_002685" "4" 186045 187739 "-" 1695 212 307 652 511 242 318 376 344 436 368 778 161 94 184 294 745 692 740 114 792 766 1358 1561 543 560 825 875 561 615 440 535 25 98
"PVX_002690" "4" 189522 192863 "+" 3342 27 27 87 27 56 83 140 70 52 38 118 40 25 59 127 154 144 133 33 1048 1240 1219 1345 728 898 798 882 911 1009 697 816 31 65
"PVX_002695" "4" 193167 194687 "-" 1521 56 28 77 50 56 107 210 80 47 36 107 32 44 120 222 134 163 168 25 517 613 1422 1587 412 449 924 1095 435 526 389 450 11 25
"PVX_002700" "4" 196220 198808 "+" 2589 10 26 32 143 209 156 88 198 41 17 158 152 93 111 106 239 261 275 36 1051 1135 1883 2169 740 890 1367 1570 848 995 690 750 30 39
"PVX_002705" "4" 199372 204670 "-" 5299 31 66 95 64 78 449 456 65 129 62 108 52 134 474 597 393 376 425 85 2104 2092 3775 3794 1639 1665 2624 2836 1624 1707 1382 1501 83 138
"PVX_002710" "4" 206347 208332 "-" 1986 296 177 328 262 286 542 664 491 325 173 367 177 199 707 927 752 705 721 141 738 782 1952 2132 519 580 1274 1367 605 607 463 498 14 26
"PVX_002715" "4" 210740 215431 "-" 4692 91 71 180 412 340 236 205 312 155 101 424 275 155 180 334 519 554 568 95 1817 1939 3323 3591 1360 1434 2372 2404 1471 1616 1172 1374 42 118
"PVX_002720" "4" 216342 218489 "-" 2148 268 223 404 189 105 118 146 388 362 253 483 107 58 114 187 462 434 443 66 915 996 1536 1874 657 747 1134 1181 759 784 544 647 30 39
"PVX_002725" "4" 219356 222983 "-" 3628 112 123 138 29 21 20 36 177 184 81 58 10 17 26 51 137 135 139 21 1225 1286 2883 3078 935 961 1972 2097 1032 977 800 826 50 95
"PVX_002730" "4" 223540 224360 "+" 821 93 47 36 13 9 26 35 113 79 44 31 6 5 21 53 57 56 58 10 310 356 975 1105 243 244 641 677 229 262 218 220 8 22
"PVX_002735" "4" 224959 228540 "+" 3582 51 212 313 54 22 23 40 105 194 194 186 19 8 32 67 203 217 241 43 1203 1276 2740 3112 843 941 1845 2048 907 1018 685 782 32 61
"PVX_002740" "4" 228814 233670 "-" 4857 173 113 238 110 162 375 723 99 105 103 173 77 88 226 472 444 384 379 85 1735 1787 2037 2206 1250 1420 1636 1780 1444 1520 1130 1251 66 233
"PVX_002745" "4" 235174 237301 "+" 2128 17 2 18 63 87 77 87 61 14 4 54 47 28 44 70 99 85 79 13 792 855 1820 2049 567 655 1133 1270 643 700 538 579 30 33
"PVX_002750" "4" 238921 241407 "+" 2487 45 39 189 118 108 168 278 73 46 101 247 64 48 129 196 235 270 270 37 931 1008 1837 2217 672 749 1231 1531 727 828 570 693 16 69
"PVX_002755" "4" 241779 246542 "-" 4764 702 540 871 588 256 208 321 1007 770 545 1123 314 145 204 421 1093 1070 1109 174 1727 1831 2464 2670 1274 1502 1677 1808 1409 1602 1124 1235 95 92
"PVX_002760" "4" 247769 248863 "+" 1095 248 113 173 149 193 183 327 370 193 107 290 169 132 203 420 416 406 432 69 426 426 1215 1243 323 360 801 860 326 378 253 273 9 18
"PVX_002765" "4" 249576 251677 "-" 2102 206 162 213 100 63 79 125 235 205 132 233 40 40 71 172 276 290 290 37 886 921 2169 2308 640 654 1503 1649 682 754 552 620 34 46
"PVX_002770" "4" 253971 256391 "+" 2421 245 137 212 106 55 117 153 285 223 131 261 64 37 102 189 279 251 280 46 898 945 1655 1904 695 702 1227 1374 730 859 643 682 28 60
"PVX_002775" "4" 257223 257924 "-" 702 7 2 14 8 14 17 17 24 14 8 15 5 3 18 32 25 12 31 1 310 360 919 923 265 256 627 618 253 245 180 213 8 23
"PVX_002780" "4" 260299 262240 "+" 1942 172 92 215 162 240 289 205 424 170 136 284 153 137 224 267 426 435 406 68 541 609 1604 1848 385 390 1207 1345 525 551 382 429 11 37
"PVX_002785" "4" 265018 267216 "+" 2199 1331 694 651 471 386 3926 6129 2276 3155 897 1188 407 783 3986 5403 3916 3696 3939 637 905 986 2259 2376 693 757 1358 1484 711 763 615 600 104 41
"PVX_002790" "4" 268352 273595 "-" 5244 62 29 37 44 954 1658 862 533 77 26 57 316 577 1020 903 1046 1055 1076 206 1679 1866 4279 4980 1248 1366 3025 3366 1380 1453 1158 1280 57 108
"PVX_002795" "4" 275614 280444 "-" 4831 844 455 717 191 557 1422 1116 922 837 524 790 178 285 1193 1377 1394 1420 1450 241 1740 1865 3392 3828 1343 1500 2371 2603 1423 1515 1146 1337 64 101
"PVX_002800" "4" 282392 284918 "+" 2527 19 10 39 22 138 398 266 57 22 12 40 37 82 269 341 217 214 253 45 1008 1067 2887 3345 738 743 2084 2317 825 850 599 624 32 107
"PVX_002805" "4" 285977 290824 "-" 4848 67 84 84 19 53 448 564 52 150 52 43 23 100 475 706 365 353 347 57 1577 1750 2958 3604 1182 1300 2045 2523 1384 1564 1146 1155 112 100
"PVX_002810" "4" 293855 294763 "-" 909 64 46 53 8 3 15 26 100 97 45 51 7 3 15 64 70 55 63 9 385 441 1117 1207 314 346 737 841 330 320 255 309 10 12
"PVX_002815" "4" 295743 298434 "+" 2692 317 191 238 55 16 46 90 347 325 171 170 27 37 94 221 252 250 278 52 930 995 2678 3027 712 809 1867 2120 742 893 621 762 34 61
"PVX_002820" "4" 299024 303340 "-" 4317 28 105 192 62 31 54 95 59 148 140 135 24 11 40 77 146 163 161 25 1458 1547 3151 3640 1071 1174 2301 2627 1138 1290 922 1114 93 118
"PVX_002825" "4" 304285 305133 "+" 849 43 80 115 29 13 21 24 96 140 88 109 13 6 6 44 102 117 83 10 268 370 939 1161 234 328 593 756 248 270 207 253 13 19
"PVX_002830" "4" 307397 312265 "+" 4869 1120 1098 2055 1263 699 420 337 2158 1701 1122 2430 622 294 380 587 2143 2097 2252 389 1673 1722 2172 2489 1185 1287 1662 1771 1366 1504 1051 1161 42 77
"PVX_002835" "4" 312876 315217 "-" 2342 941 884 1180 262 125 144 177 1209 1146 768 1015 121 61 138 305 978 926 1067 178 870 989 1680 1821 654 767 1233 1335 757 739 640 674 48 49
