Geneid	Chr	Start	End	Strand	Length	SRR10438730	SRR10438731	SRR9041561	SRR9041562	SRR9041563	SRR9041564	SRR9041565	SRR9041566
PBANKA_101970	10	782972	786502	+	3531	1324	1649	3110	7819	4493	4977	3833	5272
PBANKA_101980	10	787337	789316	-	1980	880	998	9096	14123	8468	16986	9823	11639
PBANKA_101990	10	792017	795898	+	3882	1367	1661	417	789	886	1035	393	593
PBANKA_102000	10	796008	800405	-	4398	1546	1722	2803	5377	3168	3799	3008	3708
PBANKA_102010	10	800755	805367	-	4613	1560	1794	1903	3345	1256	2857	2646	3186
PBANKA_102020	10	806139	808402	-	2264	817	908	1021	1343	734	1529	1493	1513
PBANKA_102030	10	809023	810828	-	1806	713	785	8179	26468	14038	24498	18066	23828
PBANKA_102040	10	813507	815021	+	1515	552	694	1125	2171	1054	1880	2223	2400
PBANKA_102050	10	815681	817309	-	1629	593	701	1062	2439	1339	1239	1611	2450
PBANKA_102060	10	819144	820601	+	1458	558	577	559	1353	501	685	1269	1791
PBANKA_102070	10	821339	824260	-	2922	951	1144	1515	2802	1794	2835	1719	2171
PBANKA_102080	10	825762	827180	-	1419	551	647	4534	7868	3297	7191	5833	7861
PBANKA_102090	10	828396	830241	-	1846	680	744	2539	3079	1419	2519	3588	3710
PBANKA_102100	10	831248	835339	-	4092	1396	1543	914	1673	951	1789	1397	1328
PBANKA_102110	10	836657	837622	+	966	353	442	3957	5009	2952	5764	7304	6809
PBANKA_102120	10	839121	840059	+	939	339	440	3126	6075	2570	4901	7469	7353
PBANKA_102130	10	841313	842386	+	1074	385	479	1003	1535	774	1757	1496	1761
PBANKA_102140	10	843008	843597	+	590	217	310	517	808	326	839	1421	996
PBANKA_102150	10	843738	844235	+	498	202	228	452	960	316	1170	1720	1139
PBANKA_102160	10	844887	846263	+	1377	495	550	311	469	262	644	382	387
PBANKA_102170	10	846970	849418	-	2449	715	959	2881	4197	1891	2848	3891	4774
PBANKA_102180	10	849560	850111	-	552	217	254	95	258	64	79	210	243
PBANKA_102190	10	850779	852372	+	1594	637	646	573	1247	569	1524	1449	1441
PBANKA_102200	10	854107	854901	+	795	239	357	5524	6047	4166	8447	13629	9945
PBANKA_102210	10	855689	858445	-	2757	982	1109	311	568	276	697	521	546
PBANKA_102220	10	859840	860838	+	999	434	483	2472	3193	1742	5582	8329	5367
PBANKA_102230	10	861563	862908	+	1346	491	540	3391	4887	2492	5134	5786	5843
PBANKA_102240	10	863336	864569	+	1234	414	488	1969	3160	1600	1513	3592	4302
PBANKA_102250	10	864799	867428	-	2630	922	1013	1127	1612	1023	1853	1693	1694
PBANKA_102260	10	870030	872181	+	2152	717	813	1986	3152	1421	2904	3384	3703
PBANKA_102270	10	873136	875874	+	2739	804	980	1179	4303	1531	2148	1824	2833
PBANKA_102280	10	876175	878613	-	2439	838	859	865	2389	1101	1706	1675	1897
PBANKA_102290	10	879606	880340	-	735	287	315	1612	1803	1237	2945	3115	2753
PBANKA_102300	10	880927	884388	+	3462	1136	1292	1322	4172	1647	2968	2763	3530
PBANKA_102310	10	886935	891506	+	4572	1279	1454	1133	1752	1070	2451	1031	1236
PBANKA_102320	10	892640	894233	+	1594	489	508	1383	2716	1070	2497	2250	3191
PBANKA_102330	10	895642	897396	+	1755	573	649	765	1897	1034	1331	1086	1692
PBANKA_102340	10	898371	900153	+	1783	622	665	980	2312	902	1475	2137	2328
PBANKA_102350	10	901015	902427	-	1413	458	522	2067	3427	1872	2862	3359	3766
PBANKA_102360	10	903631	906790	+	3160	1023	1172	7060	9950	5363	9203	8928	10925
PBANKA_102370	10	907572	908222	+	651	264	303	1005	1527	605	1328	2108	2065
PBANKA_102380	10	909830	915919	+	6090	1758	2032	1870	3292	1795	3304	2498	2847
PBANKA_102390	10	916652	917459	-	808	262	361	691	1527	607	826	1597	1624
PBANKA_102400	10	919581	921764	+	2184	725	835	756	2305	823	1725	1827	2134
PBANKA_102410	10	922572	925589	-	3018	931	1047	601	956	659	1129	758	675
PBANKA_102420	10	928776	932144	+	3369	1010	1150	538	896	587	1388	574	718
PBANKA_102430	10	933126	936012	+	2887	769	1016	1205	1839	1073	2111	1288	1378
PBANKA_102440	10	942004	942414	-	411	208	245	3338	2911	1549	5592	4746	4317
PBANKA_102450	10	942822	943746	-	925	301	388	110	151	55	156	234	163
PBANKA_102460	10	945722	955486	+	9765	2606	2888	64	161	112	218	101	96
PBANKA_102470	10	956719	958700	+	1982	621	683	5767	5184	2953	6584	9907	9193
PBANKA_102480	10	959389	960463	+	1075	332	381	6833	5173	2897	7555	11042	8144
PBANKA_102490	10	961008	964115	-	3108	958	970	5871	14500	5737	6500	10392	14996
PBANKA_102500	10	965567	966948	-	1382	436	504	2469	3401	1613	4189	5321	4628
PBANKA_102510	10	969754	982464	+	12711	3186	3641	2105	5266	2794	3254	1921	2815
PBANKA_102520	10	984484	985854	+	1371	407	486	463	806	404	775	1065	827
PBANKA_102530	10	987018	997009	-	9992	2656	2868	1198	1870	1754	2044	827	1059
PBANKA_102540	10	998368	1001646	-	3279	874	1052	1460	3147	1442	2467	1923	2730
PBANKA_102550	10	1003159	1015934	-	12776	3023	3428	3068	4841	4647	6103	2609	2443
PBANKA_102560	10	1018282	1019166	-	885	307	292	450	742	339	752	794	726
PBANKA_102570	10	1020405	1021559	-	1155	373	441	780	789	492	1199	898	1032
PBANKA_102580	10	1023840	1024699	+	860	263	337	721	828	394	1121	1380	1155
PBANKA_102590	10	1025400	1027334	-	1935	557	674	2781	4231	1897	3025	3580	4283
PBANKA_102600	10	1028019	1029002	+	984	298	356	13913	13156	7013	20093	28019	21231
PBANKA_102610	10	1031346	1039640	+	8295	2189	2496	538	1145	1103	1053	520	527
PBANKA_102620	10	1040425	1041837	-	1413	452	508	1743	2248	1300	3341	2164	2580
PBANKA_102630	10	1043405	1047164	+	3760	1093	1126	8982	11824	6997	12128	15364	14727
PBANKA_102640	10	1047297	1048567	-	1271	341	399	836	1022	530	1301	1440	1261
PBANKA_102650	10	1050500	1056160	+	5661	1591	1633	2916	7322	4046	4836	3116	4381
PBANKA_102660	10	1058463	1061204	+	2742	801	920	1235	2837	1390	2039	1573	2107
PBANKA_102670	10	1062243	1063298	-	1056	359	446	1456	3053	1631	2353	4102	4978
PBANKA_102680	10	1063972	1064669	+	698	261	317	5471	8294	4629	10903	15341	12820
PBANKA_102690	10	1065157	1066422	-	1266	429	442	1565	2770	1351	2594	3843	3526
PBANKA_102700	10	1068044	1069753	+	1710	508	533	15957	27611	13561	23109	19230	25690
PBANKA_102710	10	1071485	1074655	+	3171	872	942	1691	5172	2542	3088	3276	4703
PBANKA_102720	10	1075580	1079294	+	3715	1064	1164	988	2043	878	1848	1936	2040
PBANKA_102730	10	1079992	1083783	-	3792	1084	1184	3162	8367	4806	5250	4339	5849
PBANKA_102740	10	1085443	1086456	-	1014	372	424	205	278	178	253	299	294
PBANKA_102750	10	1087853	1088470	-	618	227	274	274	263	178	573	478	395
PBANKA_102760	10	1088998	1090993	-	1996	602	669	797	1364	748	1259	1352	1575
PBANKA_102770	10	1092939	1093913	+	975	357	401	3619	5755	3121	5503	5570	7255
PBANKA_102780	10	1094839	1098150	+	3312	1006	1118	932	1842	964	1651	1147	1505
PBANKA_102790	10	1099228	1099968	+	741	280	256	1480	1756	1009	2838	2902	2500
PBANKA_102800	10	1102062	1105745	+	3684	975	1148	2354	5141	3967	4617	2926	3480
PBANKA_102810	10	1106862	1108247	-	1386	403	511	872	1267	767	1670	1274	1278
PBANKA_102820	10	1110337	1117278	+	6942	1875	2109	14752	30362	17852	29428	14643	17279
PBANKA_102830	10	1117976	1119077	-	1102	406	410	1312	2929	1754	1889	2470	2770
PBANKA_102840	10	1122003	1122662	-	660	287	284	6998	8724	4914	11584	19225	14056
PBANKA_102850	10	1126236	1127162	+	927	243	358	1789	2509	1431	2438	2687	2818
PBANKA_102860	10	1128070	1130106	-	2037	602	658	1529	2515	1391	2237	1440	2075
PBANKA_102870	10	1133881	1136197	+	2317	719	770	21947	30664	14256	27021	39864	38624
PBANKA_102880	10	1136406	1137894	-	1489	409	509	7935	7338	4802	12833	13225	10565
PBANKA_102890	10	1139678	1141108	-	1431	432	496	486	458	363	1033	735	502
PBANKA_102900	10	1142413	1147109	+	4697	1238	1346	1826	2108	2461	4693	1599	1516
PBANKA_102910	10	1147446	1147988	-	543	191	214	141	235	126	438	189	205
PBANKA_102920	10	1149316	1150413	+	1098	342	350	274	338	235	447	490	369
PBANKA_102930	10	1151140	1152933	+	1794	525	527	1469	1919	1050	3756	1776	2126
PBANKA_102940	10	1154375	1156256	+	1882	489	659	26917	44379	26411	34683	41650	58644
PBANKA_102950	10	1157095	1158927	-	1833	589	611	2188	2804	1458	1858	2752	4091
PBANKA_102960	10	1160697	1161827	+	1131	365	411	8702	10892	7889	6816	7869	12174
PBANKA_102970	10	1163164	1165012	-	1849	605	638	4517	4904	2618	4904	7727	8342
PBANKA_102980	10	1166986	1168644	+	1659	514	555	1369	2317	947	1780	2101	2618
PBANKA_102990	10	1169091	1172216	-	3126	841	910	374	651	290	483	581	807
PBANKA_103000	10	1173317	1174603	+	1287	381	482	107	141	97	229	227	149
PBANKA_103010	10	1175463	1176726	-	1264	380	398	5356	11099	5310	5177	12645	15594
PBANKA_103020	10	1179417	1188315	+	8899	2298	2640	789	1805	857	1146	785	1430
PBANKA_103030	10	1190102	1190844	+	743	240	277	3091	3967	2067	4635	9382	6198
PBANKA_103040	10	1192036	1194711	+	2676	691	755	5087	9969	6071	4937	5659	9641
PBANKA_103050	10	1194854	1197592	-	2739	678	767	693	1928	713	829	1169	1953
PBANKA_103060	10	1199474	1200460	-	987	307	320	6157	9922	5751	6041	13277	15044
PBANKA_103070	10	1201632	1203077	+	1446	414	444	221	333	190	470	376	305
PBANKA_103080	10	1203343	1205004	-	1662	437	457	75	125	46	118	119	102
PBANKA_103090	10	1205542	1207203	-	1662	492	483	88	139	65	142	125	114
PBANKA_103100	10	1207759	1210803	-	3045	832	848	533	1063	544	897	814	1035
PBANKA_103110	10	1212412	1217841	+	5430	1409	1522	334	972	411	649	362	595
PBANKA_103120	10	1218476	1220656	-	2181	587	675	2083	3299	1408	2538	2886	3445
PBANKA_103130	10	1223723	1226237	+	2515	684	737	1043	2912	1509	2179	2102	2985
PBANKA_103140	10	1227898	1229970	+	2073	560	627	920	1457	733	1438	1470	1379
PBANKA_103150	10	1230191	1237718	-	7528	1982	2172	1425	3160	1289	1668	2061	2155
PBANKA_103160	10	1239094	1241334	-	2241	624	692	2396	3093	1706	2734	2960	2914
PBANKA_103170	10	1242916	1244369	-	1454	437	467	479	832	381	817	787	1135
PBANKA_103180	10	1247307	1248519	+	1213	414	450	298	894	310	724	709	775
PBANKA_103190	10	1249838	1251235	-	1398	444	420	2572	3735	1708	2849	4134	3989
PBANKA_103200	10	1253520	1254080	+	561	198	213	569	684	282	739	717	745
PBANKA_103210	10	1254745	1256559	-	1815	525	612	798	1378	1551	6826	2071	1240
PBANKA_103220	10	1259198	1270778	+	11581	2782	3293	1883	3981	2460	2926	1796	2265
PBANKA_103230	10	1271648	1273918	-	2271	614	714	3026	6700	3336	3543	3433	6408
PBANKA_103240	10	1276499	1278222	-	1724	538	550	6784	6582	3506	8072	11856	10122
PBANKA_103250	10	1280126	1281016	+	891	295	342	1563	2755	1574	2360	2744	3494
PBANKA_103260	10	1282185	1283888	-	1704	524	589	1737	2446	1154	2859	2897	2730
PBANKA_103270	10	1286811	1288334	-	1524	524	617	1638	3983	1456	2090	3057	3241
PBANKA_103280	10	1291968	1294448	+	2481	751	792	832	2112	705	1185	1354	1853
PBANKA_103290	10	1295197	1296723	-	1527	441	496	829	1558	789	1408	1701	1707
PBANKA_103300	10	1298042	1301384	-	3343	1004	1049	1924	2896	1241	1856	2409	2787
PBANKA_103310	10	1304429	1306149	+	1721	474	518	2227	4123	2179	4489	5771	5831
PBANKA_103320	10	1307326	1308483	-	1158	332	400	584	767	460	975	791	622
PBANKA_103330	10	1310289	1311070	+	782	253	277	1609	1915	1000	2163	2554	2370
PBANKA_103340	10	1311594	1314878	-	3285	848	875	1658	3028	1503	2731	2015	2369
PBANKA_103350	10	1315841	1317531	+	1691	492	540	300	351	191	466	461	452
PBANKA_103360	10	1318752	1319768	+	1017	303	400	660	1286	646	1670	1060	1262
PBANKA_103370	10	1320361	1321503	-	1143	324	392	5861	7482	4379	3072	6675	9946
PBANKA_103380	10	1324088	1343810	+	19723	4701	5205	4034	5121	3601	4714	3520	3667
PBANKA_103390	10	1344631	1345617	-	987	295	361	7982	9960	5833	11209	17206	14831
PBANKA_103400	10	1348107	1348664	-	558	177	233	1463	1702	914	2139	1731	2184
PBANKA_103410	10	1350603	1353812	+	3210	766	896	8142	16359	6679	5698	10497	18047
PBANKA_103420	10	1354842	1355117	-	276	134	133	188	362	198	326	333	383
PBANKA_103430	10	1360849	1364988	+	4140	1027	1181	2837	4762	3833	5015	3031	3273
PBANKA_103440	10	1366386	1367738	-	1353	394	443	6054	11030	4640	7258	11261	11283
PBANKA_103450	10	1370262	1371685	-	1424	413	451	99	178	90	164	164	231
PBANKA_103460	10	1374047	1380004	+	5958	1462	1549	1338	1688	1010	1682	1646	1722
PBANKA_103470	10	1380020	1381081	-	1062	302	371	7838	9601	4589	9969	13561	14038
PBANKA_103480	10	1382011	1382586	+	576	200	235	2071	3462	1760	2180	3462	4224
PBANKA_103490	10	1383423	1385848	-	2426	711	674	2856	3899	1959	4411	4540	4495
PBANKA_103500	10	1387581	1388579	+	999	329	371	1880	2671	1424	3295	2943	3116
PBANKA_103510	10	1389559	1390826	-	1268	313	401	925	1621	768	2168	1742	1798
PBANKA_103520	10	1392158	1396072	-	3915	1054	1116	7163	17167	8175	10346	12872	13025
PBANKA_103530	10	1397306	1398810	-	1505	422	492	1113	1737	888	2263	1743	1795
PBANKA_103540	10	1401755	1402981	+	1227	420	405	36494	84548	40692	62593	67058	85178
PBANKA_103550	10	1404257	1404832	-	576	226	214	600	1438	620	1345	1817	1649
PBANKA_103560	10	1405760	1409146	-	3387	938	970	880	1918	1200	914	949	1319
PBANKA_103570	10	1410564	1415077	+	4514	1148	1296	2803	6776	3206	2685	3641	6090
PBANKA_103580	10	1415590	1417317	-	1728	504	560	1446	3149	1193	2224	2392	2928
PBANKA_103590	10	1418533	1419912	-	1380	438	523	4031	6515	3149	7368	5701	6959
PBANKA_103600	10	1421655	1428968	-	7314	1847	1976	2903	4745	3605	4652	1945	2874
PBANKA_103610	10	1430137	1433535	+	3399	840	984	430	1053	508	864	745	983
PBANKA_103620	10	1434088	1434951	-	864	299	342	4779	4080	2340	7585	6889	6097
PBANKA_103630	10	1436034	1439040	-	3007	755	949	3138	4994	2850	3729	3325	5098
PBANKA_103640	10	1440068	1443341	+	3274	863	929	1567	2465	1510	2886	2122	2236
PBANKA_103650	10	1444950	1446605	+	1656	502	505	1564	3644	1432	2051	2525	3145
PBANKA_103660	10	1448949	1449998	+	1050	359	385	2854	7432	3688	6180	8456	8822
PBANKA_103670	10	1450524	1452260	-	1737	584	619	613	1080	464	869	1131	1339
PBANKA_103680	10	1453155	1457853	+	4699	1294	1288	387	773	318	526	394	445
PBANKA_103690	10	1457990	1460767	-	2778	716	812	543	1408	582	797	618	993
PBANKA_103700	10	1460984	1461853	-	870	289	284	146	629	120	101	207	396
PBANKA_103710	10	1462638	1466211	+	3574	908	1067	2509	4864	2505	5395	6283	5790
PBANKA_103720	10	1466941	1469767	-	2827	783	896	673	1526	733	1095	1189	1357
PBANKA_103730	10	1471480	1472358	-	879	296	326	3293	4957	2264	4224	5093	5506
PBANKA_103740	10	1474715	1475641	+	927	330	370	718	951	715	2011	1600	1087
PBANKA_103750	10	1476518	1482315	+	5798	1459	1677	6032	12176	4686	4002	11819	15536
PBANKA_103760	10	1482605	1483903	-	1299	362	457	1271	2201	1518	2249	2312	2467
PBANKA_103770	10	1484803	1485354	-	552	254	221	125	288	114	179	252	265
PBANKA_103780	10	1486414	1486914	-	501	177	227	2182	1974	1156	3060	2080	2251
PBANKA_103790	10	1488023	1488599	-	577	209	258	3509	5091	2761	2647	6311	8291
PBANKA_103800	10	1490791	1491453	+	663	213	253	692	710	442	1348	1694	974
PBANKA_103810	10	1492031	1492640	-	610	206	251	239	444	177	527	549	522
PBANKA_103820	10	1494809	1499694	+	4886	1310	1309	4419	12049	6481	5218	4931	8136
PBANKA_103830	10	1500794	1502171	+	1378	399	443	1919	3503	1383	2441	3739	3836
PBANKA_103840	10	1502690	1503359	-	670	238	268	5908	6672	3885	9819	10642	9977
PBANKA_103850	10	1503904	1505847	+	1944	539	610	6961	7880	3834	5169	11500	12301
PBANKA_103860	10	1505969	1509738	-	3770	950	987	5745	7675	4030	4482	7945	11293
PBANKA_103870	10	1510201	1514262	+	4062	1022	1147	2211	7557	3241	2365	3816	6902
PBANKA_103880	10	1515321	1515953	+	633	210	247	10704	15188	8195	12190	30098	22163
PBANKA_103890	10	1517288	1522672	+	5385	1383	1466	3235	9588	4598	5640	4642	7180
PBANKA_103900	10	1523315	1525789	-	2475	623	724	6181	7760	4324	4932	6978	10541
PBANKA_103910	10	1526716	1529070	-	2355	684	752	917	2574	940	1354	1562	2613
PBANKA_103920	10	1530308	1531456	-	1149	353	394	423	641	316	831	629	686
PBANKA_103930	10	1533238	1536494	+	3257	932	1025	2818	4698	1859	3058	5117	6239
PBANKA_103940	10	1538002	1539122	+	1121	347	439	4475	5275	3336	8935	14782	9007
PBANKA_103950	10	1540548	1542143	+	1596	446	449	1551	2777	1492	2210	2317	2657
PBANKA_103960	10	1543654	1545522	+	1869	539	505	1089	3521	1136	2299	2806	3218
PBANKA_103970	10	1546279	1546842	-	564	193	264	3576	4500	2713	5554	7160	6625
PBANKA_103980	10	1548121	1550535	-	2415	662	776	32	121	28	146	151	86
PBANKA_103990	10	1551671	1555129	+	3459	1006	1078	127	391	97	320	571	413
PBANKA_104000	10	1555694	1558323	+	2630	692	827	4361	7172	3996	4241	7199	9192
PBANKA_104010	10	1559414	1560739	-	1326	439	474	44015	71821	29205	59734	45017	67572
PBANKA_104020	10	1567931	1569016	+	1086	414	439	131	237	53	122	185	257
PBANKA_104030	10	1570697	1571590	+	894	286	333	109	198	38	71	256	229
PBANKA_104040	10	1574737	1575938	+	1202	481	526	119	287	176	313	249	376
PBANKA_110040	11	14387	15605	-	1219	6	16	1	2	0	1	1	5
PBANKA_110050	11	19899	20791	-	893	356	381	30	40	16	35	72	70
PBANKA_110070	11	26526	28042	+	1517	568	669	824	810	307	722	1040	996
PBANKA_110075	11	29492	31039	+	1548	735	760	146	254	140	519	333	297
PBANKA_110080	11	32478	33599	-	1122	421	380	129	258	104	181	268	317
PBANKA_110086	11	37698	38118	-	421	253	271	7344	6019	3991	9709	11581	9839
PBANKA_110090	11	41393	43903	+	2511	699	768	866	1136	552	1842	1004	1088
PBANKA_110100	11	45750	47341	+	1592	511	641	362	396	166	358	525	545
PBANKA_110110	11	50363	51738	-	1376	480	541	847	1296	920	3078	2033	1400
PBANKA_110120	11	53599	54798	-	1200	488	483	39047	52098	24711	64598	64965	66931
PBANKA_110130	11	58476	60971	+	2496	476	587	1399	1981	1036	2802	1675	2007
PBANKA_110140	11	61847	63013	-	1167	392	500	5578	6459	4629	12359	7918	7929
PBANKA_110150	11	65246	67288	-	2043	647	734	1244	3322	1054	1497	2517	3220
PBANKA_110160	11	69373	72126	+	2754	846	870	7384	12140	5492	7987	8862	12693
PBANKA_110170	11	72390	73753	-	1364	423	504	1017	1524	816	1494	1584	2072
PBANKA_110180	11	74546	78309	+	3764	1222	1398	263	880	220	370	572	698
PBANKA_110190	11	78861	79658	-	798	323	360	468	780	401	747	770	970
PBANKA_110200	11	81162	82915	+	1754	573	636	2458	2731	1687	4001	3242	2711
PBANKA_110210	11	83773	84588	-	816	298	345	11756	20747	10153	15945	18884	21912
PBANKA_110220	11	86718	87947	-	1230	427	513	1605	2599	1493	4667	3908	2699
PBANKA_110230	11	89493	92923	-	3431	1030	1254	6764	11668	6534	9906	8657	12575
PBANKA_110240	11	93427	94577	-	1151	448	469	238	548	179	473	490	581
PBANKA_110250	11	95441	95893	+	453	208	216	871	1212	696	995	1279	1618
PBANKA_110260	11	96363	96808	-	446	179	213	532	534	317	985	1014	793
PBANKA_110270	11	97727	99120	+	1394	421	508	835	1035	566	1054	1168	1153
PBANKA_110280	11	99614	101158	-	1545	441	569	1600	3373	1566	2620	2474	3754
PBANKA_110290	11	102978	105587	+	2610	803	919	2207	6582	3687	2992	2763	5511
PBANKA_110300	11	108320	109273	-	954	289	413	2872	5104	2956	4336	4971	5570
PBANKA_110310	11	112254	112808	+	555	236	284	4032	6937	3608	7070	9859	8532
PBANKA_110320	11	113764	115932	-	2169	695	757	622	1749	801	1203	1319	1438
PBANKA_110330	11	117220	120567	-	3348	1032	1105	423	671	490	1106	666	651
PBANKA_110340	11	121408	122273	-	866	309	373	7031	6360	4238	8923	16199	11744
PBANKA_110350	11	123409	125264	-	1856	591	680	401	785	342	1004	1242	1097
PBANKA_110360	11	126285	132032	+	5748	1682	1842	955	1208	651	1748	1661	1598
PBANKA_110370	11	132596	134040	-	1445	505	500	2649	3064	1793	4922	5944	4836
PBANKA_110380	11	135587	137480	+	1894	602	635	2823	3755	1749	4983	4439	4650
PBANKA_110390	11	137572	138661	-	1090	300	349	2356	2799	1576	2705	4388	4200
PBANKA_110400	11	140321	142444	+	2124	612	734	389	867	384	486	471	759
PBANKA_110410	11	143213	144835	+	1623	591	616	33833	38640	22777	48808	42336	48512
PBANKA_110420	11	145616	146734	+	1119	377	427	1616	3105	1205	2057	3794	3459
PBANKA_110430	11	147962	149302	+	1341	400	442	428	807	319	741	729	762
PBANKA_110440	11	149547	162977	-	13431	3640	4240	2977	4275	4086	5146	1968	2013
PBANKA_110450	11	164314	165837	+	1524	507	593	4108	4651	2565	6911	8996	7340
PBANKA_110460	11	166108	173108	-	7001	2080	2394	436	975	567	724	589	789
PBANKA_110470	11	174929	181711	+	6783	2032	2201	501	1181	556	634	642	757
PBANKA_110480	11	183341	185011	+	1671	540	625	728	1692	779	1755	1599	1968
PBANKA_110490	11	186212	187858	+	1647	545	655	1530	3467	1660	1771	3529	4595
PBANKA_110500	11	188369	190480	-	2112	653	681	273	613	272	555	468	554
PBANKA_110510	11	191562	195260	-	3699	1084	1306	2528	6600	3834	3949	3390	4873
PBANKA_110520	11	197630	198442	+	813	276	412	3968	5524	2799	4822	5940	7276
PBANKA_110530	11	199888	201255	-	1368	550	626	330	1749	677	895	1214	1404
PBANKA_110540	11	203321	203809	-	489	226	269	1104	2061	1072	1891	3165	3179
PBANKA_110550	11	204865	205993	-	1129	408	443	3323	3876	1838	3790	7358	6076
PBANKA_110560	11	206482	207455	+	974	432	446	1435	2449	975	2204	3995	3532
PBANKA_110570	11	207799	208688	-	890	403	406	2288	2373	1334	3987	4253	3344
PBANKA_110580	11	209510	210367	+	858	313	401	640	1069	757	1679	1029	1050
PBANKA_110590	11	210771	211781	-	1011	373	401	682	1909	836	1525	1029	1641
PBANKA_110600	11	212252	213524	-	1273	461	535	33563	35223	20487	52270	57099	50032
PBANKA_110610	11	215360	224588	+	9229	2635	3054	5008	9104	6164	6595	3953	4818
PBANKA_110620	11	225076	226362	-	1287	479	538	525	767	407	1095	1127	978
PBANKA_110630	11	227915	229666	+	1752	565	684	205	385	183	307	306	393
PBANKA_110640	11	230776	233737	+	2962	970	1073	678	915	441	1232	1246	1076
PBANKA_110650	11	234366	236192	-	1827	663	798	22053	52368	23847	49530	39838	48925
PBANKA_110660	11	237581	238110	-	530	221	300	120	216	54	296	322	341
PBANKA_110670	11	239269	240504	-	1236	452	533	6694	10180	5251	8252	10564	10953
PBANKA_110680	11	242647	244425	-	1779	672	799	4572	7353	3935	4993	8595	7472
PBANKA_110690	11	245926	248436	-	2511	876	1017	235	377	225	261	340	466
