Geneid	Chr	Start	End	Strand	Length	SRR1571697	SRR1571698	SRR1571699	SRR1571700	SRR1571701	SRR1571702	SRR1571703	SRR1571704	SRR1571705	SRR1571706	SRR1571707	SRR1571708	SRR1571709	SRR1571710	SRR1571711	SRR1571712	SRR1571713	SRR1571714	SRR1571715
PVX_080010	10	295010	297724	+	2715	235	244	357	148	92	159	202	387	375	256	382	70	58	144	312	470	439	437	76
PVX_080015	10	299771	300193	+	423	126	87	70	7	7	3	13	209	167	72	48	9	4	16	42	65	86	97	16
PVX_080020	10	301500	302240	-	741	51	88	168	96	43	60	74	135	95	90	248	75	32	40	103	162	147	173	21
PVX_080025	10	302298	304098	-	1801	145	138	209	92	52	120	115	257	188	177	250	58	64	108	198	238	263	283	40
PVX_080030	10	306279	307891	+	1613	125	91	158	57	12	23	17	120	154	102	179	39	12	17	37	132	131	156	25
PVX_080035	10	308652	309962	+	1311	162	193	288	131	29	33	36	319	327	199	381	52	28	33	73	276	273	289	55
PVX_080040	10	311631	312489	+	859	17	6	1	6	8	18	27	12	12	2	14	3	3	22	37	20	17	17	2
PVX_080045	10	313160	316821	-	3662	112	110	217	72	20	27	44	173	163	109	216	44	26	38	72	173	167	165	30
PVX_080050	10	319317	322852	-	3536	3210	2173	2754	1184	347	390	674	4079	3479	2004	3099	564	235	465	1129	3050	2987	3212	478
PVX_080055	10	328807	329286	+	480	188	94	91	66	36	63	122	270	175	93	205	45	29	79	194	195	209	222	34
PVX_080060	10	331376	334063	-	2688	675	494	618	224	101	105	224	904	718	489	683	109	65	183	389	693	674	731	107
PVX_080065	10	339027	343012	+	3986	69	175	251	45	28	52	72	165	325	193	217	30	22	64	136	253	244	256	54
PVX_080070	10	343425	345985	-	2561	104	78	171	165	238	288	456	306	161	134	332	157	111	268	594	411	431	488	79
PVX_080075	10	345890	347498	+	1609	34	11	24	19	30	65	111	37	30	13	31	14	26	68	126	73	81	81	13
PVX_080080	10	348108	350329	-	2222	363	268	468	335	329	493	529	651	468	294	666	275	242	515	745	914	838	888	132
PVX_080085	10	353159	354266	+	1108	42	65	225	189	127	175	241	174	97	130	432	124	76	146	195	327	343	343	55
PVX_080090	10	354356	357522	-	3167	68	156	181	35	14	39	91	167	211	153	170	18	12	43	148	192	178	184	21
PVX_080095	10	358242	361055	+	2814	420	326	508	218	96	235	395	513	472	365	607	103	56	182	339	600	618	547	104
PVX_080100	10	361490	366095	-	4606	5830	2983	3299	1455	488	2244	4283	4760	4379	1907	2679	496	682	3404	6210	4998	5049	5187	826
PVX_080105	10	370279	376086	-	5808	451	783	988	356	296	538	757	890	1316	862	1047	235	222	514	1176	1369	1364	1477	269
PVX_080110	10	380286	381700	+	1415	127	101	170	67	25	29	29	270	256	136	235	37	21	34	79	167	157	186	33
PVX_080115	10	381748	382874	-	1127	6	32	54	11	1	5	10	16	35	32	42	3	2	9	22	46	39	47	5
PVX_080120	10	384143	385612	-	1470	60	10	67	130	419	474	319	391	46	56	349	274	230	255	273	482	509	539	91
PVX_080125	10	387622	388474	-	853	17	39	100	53	35	35	50	60	54	47	92	30	14	21	54	122	89	111	10
PVX_080130	10	389800	417168	-	27369	353	117	466	1782	3529	4681	2987	3075	315	206	2437	1804	1968	3344	3920	4728	4644	4824	730
PVX_080135	10	419988	422419	+	2432	154	93	105	19	31	36	44	584	468	273	319	50	23	78	126	212	223	237	31
PVX_080140	10	422594	424057	-	1464	69	51	83	45	12	39	70	102	91	58	123	15	13	43	64	95	105	104	19
PVX_080145	10	424988	427647	+	2660	36	15	17	32	145	421	309	95	42	33	64	82	117	434	428	341	343	375	48
PVX_080150	10	431456	437520	-	6065	202	67	148	95	115	319	719	141	161	100	230	85	85	360	711	413	384	436	65
PVX_080155	10	437790	440579	-	2790	50	57	217	134	69	90	121	92	108	92	379	55	38	81	143	255	217	270	45
PVX_080160	10	441543	444174	-	2632	259	354	586	199	77	73	67	549	530	367	627	105	46	93	188	527	543	583	95
PVX_080165	10	446266	446547	+	282	5	1	12	6	4	6	12	4	4	4	3	0	1	2	1	7	7	11	2
PVX_080170	10	446956	448518	-	1563	68	71	102	20	7	10	7	146	113	77	98	14	4	15	27	100	84	90	19
PVX_080175	10	448912	450890	+	1979	134	182	271	114	39	40	66	296	323	230	354	57	20	46	115	259	268	310	44
PVX_080180	10	452549	457290	+	4742	256	269	532	156	71	136	247	423	510	364	652	87	54	151	320	516	494	473	83
PVX_080185	10	457613	459017	-	1405	11	40	100	31	12	13	14	27	71	91	117	22	8	15	33	75	88	82	19
PVX_080190	10	460118	465858	+	5741	49	80	182	92	124	131	160	130	124	113	180	68	39	97	206	249	239	254	42
PVX_080195	10	466562	468909	+	2348	190	142	234	111	27	45	74	239	246	127	269	46	21	47	131	252	257	285	40
PVX_080200	10	468999	471933	-	2935	700	1609	2002	366	73	97	105	1358	1986	1403	1240	125	55	146	270	1427	1359	1529	220
PVX_080205	10	472444	478542	+	6099	335	524	916	368	120	142	174	708	817	592	985	142	71	137	294	841	806	931	133
PVX_080210	10	480606	483518	+	2913	362	242	435	250	130	105	148	498	448	290	598	137	57	97	227	471	481	564	81
PVX_080215	10	484756	486373	+	1618	216	121	87	20	40	166	197	227	191	59	93	32	40	118	240	190	195	211	31
PVX_080220	10	487452	488697	+	1246	40	37	35	6	2	10	29	56	51	33	34	4	0	14	34	43	30	42	7
PVX_080225	10	489552	490523	+	972	68	105	249	132	45	80	144	157	176	149	287	67	39	57	151	253	253	260	37
PVX_080230	10	490988	492253	-	1266	196	181	250	120	27	33	39	362	263	178	282	58	22	35	60	245	228	275	40
PVX_080235	10	493385	495454	+	2070	170	255	349	29	18	30	37	319	379	237	198	24	6	37	71	256	246	268	46
PVX_080240	10	496492	500791	-	4300	724	401	522	116	68	178	322	933	845	407	498	74	65	210	447	639	603	662	104
PVX_080245	10	502398	503932	-	1535	2491	1690	2325	1118	451	347	509	3461	2891	1753	2608	622	252	384	735	2687	2664	2697	435
PVX_080250	10	505278	506753	+	1476	113	149	203	117	56	51	56	272	271	160	372	68	37	48	119	238	233	294	47
PVX_080255	10	511771	516231	+	4461	1418	1371	2193	657	192	319	519	1376	1420	966	1426	198	128	347	798	1735	1655	1721	286
PVX_080260	10	517998	519454	-	1457	788	511	894	619	578	937	1115	1520	1295	655	1437	537	400	956	1368	1688	1604	1835	251
PVX_080265	10	524991	527210	-	2220	324	247	484	187	73	116	107	426	454	259	554	81	50	109	242	461	431	436	76
PVX_080270	10	532081	540355	+	8275	988	905	1751	1374	1825	1907	1119	2598	1402	910	2463	1169	867	1275	1512	3094	3169	3366	556
PVX_080275	10	542936	544268	+	1333	2148	1279	1680	750	246	220	270	3716	2673	1295	2226	476	198	222	657	1924	1820	1918	278
PVX_080280	10	544821	546461	-	1641	25	38	96	45	46	48	59	70	79	50	146	42	23	34	44	106	123	129	19
PVX_080285	10	549593	551405	+	1813	713	445	713	722	677	495	497	1786	866	495	1411	640	352	421	632	1412	1466	1558	259
PVX_080290	10	552171	552991	-	821	25	74	281	104	29	32	50	65	130	128	288	33	18	24	48	174	141	193	30
PVX_080295	10	553327	555180	-	1854	124	185	379	205	139	147	167	287	260	226	507	137	85	205	401	400	392	415	64
PVX_080300	10	556845	558001	+	1157	61	19	21	20	34	88	245	43	54	15	44	30	33	71	241	134	100	109	27
PVX_080305	10	559037	560727	+	1691	296	107	129	62	93	383	1084	208	187	105	185	66	126	451	1123	442	522	528	94
PVX_080310	10	565229	570998	+	5770	126	52	86	47	64	219	552	99	58	45	100	29	61	260	530	321	289	273	39
PVX_080315	10	572047	575985	-	3939	203	235	572	368	236	196	251	416	372	348	814	233	114	159	285	697	689	757	120
PVX_080320	10	579004	582024	+	3021	306	302	598	390	292	264	311	620	454	318	731	237	167	264	401	792	699	833	136
PVX_080325	10	583036	583749	+	714	42	5	27	9	18	99	170	29	34	20	32	17	18	48	97	86	70	89	15
PVX_080330	10	583872	586697	+	2826	472	601	1146	728	349	274	252	1029	830	675	1406	373	154	180	272	1260	1219	1251	193
PVX_080335	10	587128	588069	+	942	50	25	228	270	176	110	182	157	32	82	492	167	79	88	156	328	296	356	54
PVX_080340	10	588903	592739	-	3837	208	241	477	149	58	74	74	347	406	267	485	94	33	68	125	444	386	416	74
PVX_080345	10	593577	595354	-	1778	45	42	68	44	44	51	36	134	103	56	128	32	31	51	71	111	116	136	24
PVX_080350	10	596412	598218	+	1807	20	53	140	244	247	153	118	280	100	108	359	183	101	106	139	357	376	374	55
PVX_080355	10	600313	604578	+	4266	196	214	726	487	358	450	623	273	159	325	947	327	199	286	599	907	833	869	155
PVX_080360	10	605882	606601	+	720	46	37	115	114	81	68	79	56	24	33	134	54	25	34	51	158	144	147	32
PVX_080365	10	606909	609900	-	2992	2010	1502	1978	741	212	177	306	2483	2254	1399	1718	330	157	268	531	1890	1848	2038	305
PVX_080370	10	611257	612669	+	1413	28	10	8	18	33	63	64	48	13	6	27	21	30	51	92	64	54	64	14
PVX_080375	10	614210	616627	+	2418	111	12	29	8	28	188	404	42	53	18	26	16	35	123	253	143	141	151	20
PVX_080380	10	618089	621496	-	3408	468	587	1341	735	442	611	923	841	944	767	1624	427	248	461	841	1465	1461	1629	233
PVX_080385	10	626300	628208	+	1909	678	410	637	331	124	107	191	893	686	417	795	176	67	124	292	713	690	770	111
PVX_080390	10	629322	631010	+	1689	47	13	24	8	12	32	47	54	38	18	25	6	9	19	56	44	39	48	5
PVX_080395	10	631965	633893	+	1929	60	63	99	77	42	34	40	101	112	60	132	41	29	56	76	149	146	138	21
PVX_080400	10	634422	636072	+	1651	1633	1001	1426	806	251	243	336	2184	1806	1013	1732	402	149	210	412	1664	1659	1729	274
PVX_080405	10	637265	638773	+	1509	2626	1557	1957	804	262	349	412	3318	2583	1456	2394	592	189	346	574	2249	2141	2299	355
PVX_080410	10	646072	653262	+	7191	487	144	807	1527	1341	1658	2014	1396	345	290	2249	1038	718	1134	1774	2469	2359	2527	426
PVX_080415	10	654897	659549	-	4653	923	663	995	394	250	347	394	1156	936	591	980	221	140	316	530	1046	1055	1187	172
PVX_080420	10	662605	666705	+	4101	406	415	556	150	60	99	128	750	753	443	546	74	40	123	267	554	515	610	93
PVX_080425	10	667096	669706	-	2611	848	252	329	168	218	863	2183	448	406	249	362	120	223	937	1939	1037	1000	1147	162
PVX_080430	10	671226	672302	+	1077	245	197	352	315	331	432	491	516	285	191	499	220	174	280	390	679	625	682	115
PVX_080435	10	672775	674412	-	1638	205	124	139	36	17	28	28	253	188	104	153	18	4	32	73	145	162	150	26
PVX_080440	10	676547	678303	+	1757	1326	881	1140	514	178	144	159	1786	1417	832	1415	273	99	142	296	1268	1162	1317	203
PVX_080445	10	678841	681711	-	2871	119	95	74	10	8	9	16	172	175	50	36	9	10	15	34	83	98	78	18
PVX_080450	10	683741	685536	+	1796	416	313	494	212	71	78	135	521	408	303	544	110	37	81	164	465	456	509	63
PVX_080455	10	686907	687167	+	261	81	49	69	13	8	25	31	94	107	41	66	7	4	14	16	71	76	98	16
PVX_080460	10	690672	692066	+	1395	509	147	203	317	1058	1901	2174	1128	279	118	397	512	684	1513	2063	1719	1513	1753	317
PVX_080465	10	693047	699468	-	6422	318	94	112	52	243	680	1296	212	211	108	150	84	151	535	956	600	620	656	107
PVX_080470	10	701222	704463	+	3242	93	30	65	25	50	145	247	62	67	35	59	33	55	128	245	166	166	148	33
PVX_080475	10	704745	707530	-	2786	538	134	173	87	186	763	1471	335	275	149	211	109	189	734	1378	778	697	777	133
PVX_080480	10	709709	715313	-	5605	330	265	490	272	179	135	189	442	392	248	618	171	75	129	302	578	524	613	100
PVX_080485	10	716482	717310	-	829	18	39	107	30	10	12	16	58	87	56	64	13	3	16	29	67	63	74	10
PVX_080490	10	717591	719195	+	1605	40	31	56	26	16	19	36	46	69	33	65	13	6	21	46	69	59	60	9
PVX_080495	10	720284	723136	+	2853	246	154	282	138	67	100	227	238	193	162	240	41	22	100	217	307	279	348	58
PVX_080500	10	723755	725527	-	1773	129	135	179	98	56	41	67	223	174	122	253	77	31	38	67	211	205	243	43
PVX_080505	10	726545	729481	+	2937	228	118	137	42	33	40	100	219	215	104	142	32	15	56	114	184	167	193	29
PVX_080510	10	729800	733945	-	4146	120	62	47	25	53	160	315	107	109	41	62	21	51	140	247	179	170	191	34
PVX_080515	10	735971	737469	+	1499	115	61	39	11	16	37	100	117	104	26	38	10	15	36	93	87	80	99	22
PVX_080520	10	737760	740352	+	2593	334	98	161	90	96	347	828	223	197	89	192	81	117	331	890	468	419	460	72
PVX_080525	10	741383	744526	-	3144	258	273	493	142	49	30	32	405	447	255	382	42	21	35	63	356	377	361	53
PVX_080530	10	745222	747294	-	2073	170	63	97	129	168	195	138	293	122	67	167	96	71	102	131	291	273	308	42
PVX_080535	10	750278	753424	+	3147	75	117	289	212	216	227	197	217	144	162	429	135	89	189	223	421	421	426	73
PVX_080540	10	754304	755831	+	1528	52	66	118	47	47	127	173	82	84	54	73	22	31	75	117	176	131	151	27
PVX_080545	10	756012	757045	-	1034	50	75	166	58	48	64	94	83	90	79	116	29	23	43	73	145	170	144	18
PVX_080550	10	758365	758988	+	624	35	73	112	92	54	52	54	90	109	61	191	51	17	41	51	176	152	171	21
PVX_080555	10	759908	763056	-	3149	1586	236	273	196	1173	4304	8138	742	776	406	478	307	684	2184	3942	3106	2841	3210	496
PVX_080560	10	764911	768628	+	3718	137	258	545	284	387	359	306	440	290	218	692	227	151	200	332	775	741	832	127
PVX_080565	10	769200	769758	-	559	140	67	70	38	41	33	49	210	135	54	76	34	20	37	66	118	106	97	14
PVX_080570	10	771147	773350	+	2204	112	83	143	77	30	55	88	213	167	88	180	46	27	58	132	155	138	200	27
PVX_080575	10	774097	775152	+	1056	1425	1960	1331	143	56	111	177	3558	3575	1348	652	72	66	212	324	1475	1400	1574	244
PVX_080580	10	775805	783300	-	7496	519	437	691	243	82	120	136	662	584	390	710	108	55	102	252	636	594	668	110
PVX_080585	10	784956	785958	+	1003	47	16	63	89	232	249	192	247	26	27	106	134	85	154	162	232	250	253	33
PVX_080590	10	786272	787673	-	1402	296	117	155	84	114	393	813	229	208	120	147	70	94	283	557	421	404	447	71
PVX_080595	10	788037	788921	-	885	26	67	104	24	5	13	23	68	80	84	100	13	8	15	37	76	77	83	17
PVX_080600	10	789470	793441	+	3972	82	215	362	112	49	57	86	186	275	224	334	56	24	76	153	284	277	294	51
PVX_080605	10	794522	795295	+	774	114	49	47	8	3	4	18	164	82	27	33	8	4	16	44	58	60	52	9
PVX_080610	10	795423	798104	-	2682	475	280	429	284	199	151	201	756	478	294	582	187	115	126	301	599	572	596	80
PVX_080615	10	800750	803860	+	3111	76	135	213	92	53	178	155	254	242	144	219	53	51	205	239	317	277	272	44
PVX_080620	10	808020	808679	-	660	10	4	16	3	3	6	12	8	7	1	12	7	5	12	26	12	15	11	2
PVX_080625	10	810440	811620	+	1181	183	173	245	100	43	32	33	279	242	171	344	58	27	32	96	219	262	268	41
PVX_080630	10	812599	814578	+	1980	314	160	122	55	16	20	27	430	327	87	91	22	10	38	83	185	170	188	26
PVX_080635	10	814860	815739	+	880	69	46	61	17	21	17	38	83	78	31	51	9	9	21	33	60	69	68	6
PVX_080640	10	815181	816731	-	1551	139	155	291	201	115	113	110	414	304	238	491	154	96	107	188	430	398	449	62
PVX_080645	10	817259	819361	-	2103	113	111	115	28	11	12	30	199	190	89	89	10	9	39	89	119	127	134	22
PVX_080650	10	821337	825196	+	3860	6993	3845	4821	2409	2968	6058	6027	9761	8216	4139	6641	2693	2782	7404	9756	10724	10116	11282	1749
PVX_080655	10	825412	826441	-	1030	25	51	79	6	14	47	47	53	48	28	39	10	9	41	73	77	74	73	14
PVX_080660	10	829185	863703	-	34519	7943	5750	10183	6245	5923	6498	5079	15117	9917	6020	12732	3615	3015	5164	7474	14647	13817	15141	2477
PVX_080665	10	868523	870184	-	1662	4	8	49	12	10	15	34	22	14	12	39	10	11	19	45	51	38	31	7
PVX_080670	10	873334	877314	+	3981	36	32	182	335	197	167	237	253	49	103	481	232	138	141	281	373	430	417	62
PVX_080675	10	878146	881093	-	2948	220	538	948	580	432	544	455	959	949	788	1722	407	359	593	884	1462	1490	1587	197
PVX_080680	10	882567	883948	-	1382	197	65	105	66	69	251	741	177	141	78	205	71	78	329	710	318	395	418	61
PVX_080685	10	884365	885472	+	1108	555	245	498	502	720	787	774	1396	551	312	1109	609	515	825	1076	1432	1475	1521	231
PVX_080690	10	888517	891216	-	2700	33	7	13	5	25	116	185	44	23	22	32	13	26	100	194	108	92	102	14
PVX_080695	10	891414	891722	-	309	3	1	2	0	3	14	28	6	6	2	4	3	6	24	32	13	15	17	1
PVX_080700	10	892405	893496	-	1092	18	6	6	7	5	36	97	25	32	21	24	12	20	57	162	77	62	79	5
PVX_098085	10	905796	908600	+	2805	363	216	339	306	270	329	612	464	383	220	648	229	124	262	508	714	702	759	108
PVX_098080	10	908928	910496	-	1569	166	110	256	108	38	24	28	242	223	168	339	63	28	27	80	246	243	268	44
PVX_098075	10	911940	913419	+	1480	31	26	38	17	29	72	127	37	31	29	41	15	15	43	142	71	82	88	17
PVX_098070	10	914149	916362	-	2214	267	240	384	183	108	70	78	384	397	258	512	124	44	89	165	424	430	446	51
PVX_098065	10	923683	931197	+	7515	133	141	1093	1404	1474	1110	704	1336	161	329	2096	979	559	653	721	2183	1973	2112	395
PVX_098060	10	932042	935164	-	3123	118	51	136	47	63	215	408	149	105	55	107	37	50	144	314	237	208	227	33
PVX_098055	10	935640	936854	-	1215	74	110	259	157	99	64	70	247	190	152	372	117	56	60	112	276	287	256	48
PVX_098050	10	937601	943077	-	5477	625	568	946	529	375	313	287	891	751	472	1092	297	164	190	349	1075	1053	1128	192
PVX_098045	10	945129	948256	+	3128	826	294	384	186	175	660	2009	640	512	267	426	136	215	841	2033	1062	1006	1107	168
PVX_098040	10	947622	949628	-	2007	197	184	209	69	24	32	37	223	250	119	180	34	20	32	56	209	218	234	45
PVX_098035	10	950351	951664	-	1314	56	26	129	142	74	98	183	95	58	70	260	59	50	64	142	207	200	241	40
PVX_098030	10	952266	952951	+	686	2	3	15	2	2	0	3	3	9	3	6	4	0	1	3	6	13	12	2
PVX_098025	10	953437	962001	+	8565	1373	1009	1467	435	142	181	328	1458	1484	1003	1350	197	129	320	558	1382	1345	1508	262
PVX_098020	10	966270	970637	-	4368	80	106	430	406	286	357	481	158	161	232	683	204	124	249	360	647	601	669	96
PVX_098015	10	973520	975259	+	1740	125	149	283	181	106	111	121	311	233	162	381	131	52	75	134	347	342	392	62
PVX_098010	10	975894	984224	-	8331	163	194	361	276	2012	3207	1598	1376	295	172	345	736	976	2110	1707	2332	2235	2428	428
PVX_098005	10	985288	986143	-	856	11	24	64	26	41	61	38	44	32	29	64	25	22	42	37	78	85	84	16
PVX_098000	10	986780	987622	+	843	39	107	264	148	69	57	30	151	145	122	230	70	30	45	79	231	250	241	42
PVX_097995	10	988982	993370	-	4389	945	383	532	208	87	117	228	870	584	354	527	89	66	171	331	553	529	667	110
PVX_097990	10	994696	995998	-	1303	177	137	153	103	80	72	51	209	113	75	161	74	43	69	75	228	179	207	35
PVX_097985	10	996753	1003466	+	6714	58	64	120	119	296	227	163	328	86	60	182	152	118	161	172	318	359	384	69
PVX_097980	10	1003754	1005333	-	1580	149	37	54	39	78	377	795	101	88	41	71	50	96	382	624	345	353	350	59
PVX_097975	10	1006509	1007543	-	1035	119	154	287	84	45	236	260	166	264	175	274	28	38	202	290	307	308	330	49
PVX_097970	10	1011397	1013007	+	1611	72	124	276	161	129	102	100	213	153	116	230	78	43	103	123	293	263	303	48
PVX_097965	10	1013578	1018287	-	4710	24	9	105	139	182	151	72	211	15	22	195	116	66	74	78	225	216	252	40
PVX_097960	10	1020695	1021762	+	1068	43	56	193	355	378	344	190	460	92	86	416	260	178	199	160	501	536	560	70
PVX_097955	10	1021916	1023160	-	1245	117	102	198	90	78	91	113	174	133	92	160	48	42	63	84	174	179	221	36
PVX_097950	10	1023621	1027253	-	3633	432	331	432	185	156	170	247	444	390	256	445	88	53	152	283	545	508	488	93
PVX_097945	10	1030938	1032686	+	1749	412	448	663	245	250	222	216	719	601	320	514	163	107	163	228	719	670	778	147
PVX_097940	10	1033472	1035262	-	1791	310	214	283	127	34	49	76	422	426	269	365	68	32	85	153	376	352	350	54
PVX_097935	10	1039090	1041126	+	2037	224	71	90	51	216	857	920	131	165	77	75	77	193	870	981	703	692	664	123
PVX_097930	10	1042088	1043116	+	1029	41	18	48	16	40	143	185	52	36	29	66	22	50	146	172	140	137	149	13
PVX_097925	10	1043812	1045972	+	2161	7	0	15	11	22	24	26	13	13	7	17	15	19	24	61	44	40	52	11
PVX_097920	10	1048459	1050015	+	1557	33	22	61	106	187	94	48	182	54	25	82	93	45	33	51	187	175	187	33
PVX_097915	10	1051183	1053016	+	1834	3360	2202	2903	1490	669	554	633	4632	3535	2033	3361	853	384	551	983	3143	3084	3221	531
PVX_097910	10	1053970	1055200	+	1231	9	38	72	16	36	27	32	39	59	26	56	20	7	20	30	56	73	50	12
PVX_097905	10	1056452	1058233	+	1782	272	97	164	299	644	567	638	829	182	92	350	341	268	491	667	744	729	816	136
PVX_097900	10	1059093	1061976	-	2884	275	286	368	134	71	120	131	437	378	257	360	71	77	165	212	400	419	414	65
PVX_097895	10	1063010	1064725	-	1716	22	52	96	73	65	68	63	140	94	90	162	64	55	83	105	195	202	187	36
PVX_097890	10	1066594	1067703	+	1110	5	2	10	7	3	11	23	5	5	7	8	2	5	9	15	16	16	16	1
PVX_097885	10	1068265	1074057	-	5793	195	298	812	526	482	590	659	735	538	474	1299	428	332	465	752	1149	1123	1238	176
PVX_097880	10	1075110	1079312	-	4203	31	13	53	39	58	91	169	42	20	15	68	29	31	63	156	124	108	111	20
PVX_097875	10	1081631	1083539	+	1909	187	75	132	93	95	288	727	170	139	92	198	78	103	387	978	431	444	428	62
PVX_097870	10	1083592	1084590	+	999	20	48	64	30	25	18	34	70	61	52	82	16	4	21	46	83	73	84	13
PVX_097865	10	1084750	1085502	-	753	161	106	179	76	27	65	85	229	213	135	218	31	30	70	106	216	229	222	33
PVX_097860	10	1086126	1087550	+	1425	482	269	332	138	60	77	90	569	433	247	314	64	33	87	155	366	295	334	58
PVX_097855	10	1088147	1089217	-	1071	237	87	107	60	73	84	73	298	124	73	126	66	40	70	104	181	203	191	30
PVX_097850	10	1092071	1093476	+	1406	242	180	408	271	235	182	176	664	380	245	616	224	130	181	299	541	547	535	96
PVX_097845	10	1096154	1097596	+	1443	60	23	71	43	62	117	222	36	26	19	63	24	20	70	149	86	134	118	15
PVX_097840	10	1098426	1099794	-	1369	130	72	128	108	79	99	111	219	109	74	226	84	47	77	107	221	228	236	40
PVX_097835	10	1101553	1105422	+	3870	262	285	1070	771	497	461	678	711	388	557	1563	518	271	400	670	1260	1297	1315	220
PVX_097830	10	1107155	1109113	+	1959	81	293	613	317	124	81	62	220	361	297	670	117	60	52	89	536	474	552	88
PVX_097825	10	1109361	1111299	-	1939	199	130	137	42	38	89	98	343	192	58	111	40	25	101	137	207	181	228	33
PVX_097820	10	1113787	1115589	-	1803	68	27	149	123	151	233	191	122	22	53	238	97	91	184	278	313	299	308	60
PVX_097815	10	1118166	1125904	-	7739	347	444	974	452	142	128	125	568	599	502	1079	184	84	126	249	845	803	825	128
PVX_097810	10	1127806	1135481	+	7676	286	299	355	85	43	73	106	354	355	223	241	32	25	91	199	346	344	357	43
PVX_097805	10	1135611	1138432	-	2822	147	33	122	172	126	186	376	176	65	82	252	116	88	188	527	364	334	378	71
PVX_097800	10	1139578	1153524	+	13947	198	439	1088	937	793	590	477	728	489	439	1508	512	291	324	511	1455	1379	1432	232
PVX_097795	10	1154382	1159151	-	4770	338	568	1148	530	250	202	160	429	504	441	943	170	99	137	200	914	836	886	158
