Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
PF3D7_1025400	10	1061399	1067085	-	5687	1059	488	418	462	527	542
PF3D7_1025500	10	1067652	1086992	-	19341	655	226	186	227	210	240
PF3D7_1025600	10	1088214	1088417	+	204	9	2	2	2	1	2
PF3D7_1025700	10	1088931	1089494	+	564	249	98	85	87	87	112
PF3D7_1025800	10	1089997	1090538	-	542	202	66	71	52	83	52
PF3D7_1025900	10	1091436	1097277	-	5842	426	210	155	233	215	228
PF3D7_1026000	10	1098455	1099882	-	1428	45	25	16	19	15	26
PF3D7_1026100	10	1101818	1103158	+	1341	114	65	53	30	41	42
PF3D7_1026200	10	1103464	1105230	-	1767	445	179	143	154	158	215
PF3D7_1026300	10	1106086	1109451	+	3366	100	39	20	32	33	38
PF3D7_1026400	10	1109794	1111605	-	1812	207	95	64	73	58	92
PF3D7_1026500	10	1112423	1112635	-	213	2180	790	873	1051	884	1096
PF3D7_1026600	10	1113495	1118573	-	5079	391	206	98	180	145	217
PF3D7_1026800	10	1122962	1124037	+	1076	213	105	67	155	63	150
PF3D7_1026900	10	1125283	1126167	+	885	306	128	119	130	141	133
PF3D7_1027000	10	1126523	1131958	-	5436	582	293	209	331	280	271
PF3D7_1027100	10	1133838	1136156	-	2319	37	22	17	27	20	29
PF3D7_1027200	10	1138002	1139564	+	1563	235	77	68	65	67	74
PF3D7_1027300	10	1140589	1142602	-	2014	752	331	238	393	276	398
PF3D7_1027400	10	1145823	1146795	-	973	2328	720	816	873	957	807
PF3D7_1027500	10	1147866	1148213	+	348	1036	429	413	292	436	320
PF3D7_1027600	10	1148316	1150168	-	1853	548	180	158	180	138	161
PF3D7_1027700.1	10	1150663	1151853	-	1191	0	0	0	0	0	0
PF3D7_1027700.2	10	1150663	1151853	-	1191	0	0	0	0	0	0
PF3D7_1027800	10	1153271	1154431	-	1161	1153	561	397	635	404	580
PF3D7_1027900	10	1156648	1158980	+	2333	1059	514	341	554	433	470
PF3D7_1028000	10	1160031	1163421	+	3391	43	28	15	30	21	22
PF3D7_1028100	10	1163786	1165615	+	1830	366	145	105	176	133	131
PF3D7_1028200	10	1166046	1166870	-	825	9270	3387	3169	3635	3356	3916
PF3D7_1028300	10	1168010	1168957	-	948	188	84	67	75	79	78
PF3D7_1028400	10	1169940	1171391	+	1452	20	14	12	6	10	13
PF3D7_1028500	10	1172129	1174997	-	2869	250	104	92	73	115	79
PF3D7_1028600	10	1176461	1177849	-	1389	379	152	156	117	188	134
PF3D7_1028700	10	1181005	1182501	+	1497	68	30	27	32	30	27
PF3D7_1028800	10	1183487	1183995	-	509	627	192	196	200	196	181
PF3D7_1028900	10	1184728	1185946	-	1219	733	295	220	342	304	311
PF3D7_1029100.1	10	1190426	1195016	+	4591	0	0	0	0	0	0
PF3D7_1029100.2	10	1190426	1195016	+	4591	0	0	0	0	0	0
PF3D7_1029200	10	1195677	1197344	+	1668	902	426	332	402	392	392
PF3D7_1029300	10	1197825	1200032	-	2208	581	270	194	227	225	269
PF3D7_1029400	10	1200894	1202399	-	1506	455	259	172	252	216	187
PF3D7_1029500	10	1204346	1204762	-	417	58	41	25	27	37	30
PF3D7_1029600	10	1206302	1207405	+	1104	2275	658	637	577	572	516
PF3D7_1029700	10	1208198	1210914	-	2717	2035	1081	555	791	533	738
PF3D7_1029800	10	1211658	1212971	-	1314	280	105	82	100	67	95
PF3D7_1029900	10	1217348	1222441	+	5094	518	169	170	138	189	162
PF3D7_1030000	10	1223375	1224167	+	793	609	207	199	212	196	174
PF3D7_1030100	10	1224519	1229092	-	4574	565	197	178	207	216	232
PF3D7_1030200	10	1230561	1231913	-	1353	628	286	270	310	310	402
PF3D7_1030300	10	1233667	1237002	-	3336	54	30	16	22	19	24
PF3D7_1030400	10	1241767	1242977	-	1211	640	230	258	200	263	216
PF3D7_1030500	10	1244215	1245396	+	1182	15	6	5	4	3	2
PF3D7_1030600	10	1245880	1247676	-	1797	264	99	120	86	119	125
PF3D7_1030700	10	1248533	1249306	+	774	520	218	227	193	215	252
PF3D7_1030800	10	1250045	1250683	+	639	11	3	6	4	5	4
PF3D7_1030900	10	1251151	1251807	-	657	424	185	137	170	162	221
PF3D7_1031000	10	1253417	1254070	-	654	1216	579	436	530	503	522
PF3D7_1031100	10	1254843	1255586	-	744	1635	693	678	554	700	472
PF3D7_1031200	10	1257384	1258478	+	1095	996	497	449	539	581	631
PF3D7_1031300	10	1260310	1263069	+	2760	4042	1662	1243	1445	1373	1316
PF3D7_1031400.1	10	1265079	1268785	+	3707	0	0	0	0	0	0
PF3D7_1031400.2	10	1265079	1268785	+	3707	0	0	0	0	0	0
PF3D7_1031500	10	1270528	1274144	+	3617	1348	537	446	564	508	534
PF3D7_1031600	10	1275863	1278577	+	2715	90	35	30	32	38	48
PF3D7_1031700	10	1281252	1281989	+	738	240	91	87	124	99	88
PF3D7_1031800	10	1282405	1284057	-	1653	17	14	9	5	7	8
PF3D7_1031900	10	1284588	1287287	-	2700	220	119	97	109	115	116
PF3D7_1032000	10	1287715	1290045	-	2331	474	222	153	210	187	228
PF3D7_1032100	10	1293499	1297071	+	3573	94	47	32	51	41	66
PF3D7_1032200	10	1298327	1299141	-	815	273	90	98	74	117	70
PF3D7_1032300	10	1299794	1302409	+	2616	99	36	26	21	30	29
PF3D7_1032400	10	1302594	1304881	-	2288	1950	726	673	651	697	643
PF3D7_1032500	10	1306241	1307532	-	1292	377	203	154	180	182	170
PF3D7_1032600	10	1308873	1309925	+	1053	196	69	63	49	77	70
PF3D7_1032700	10	1310421	1312082	-	1662	504	156	155	142	186	175
PF3D7_1032800	10	1313255	1314721	-	1467	156	60	53	68	74	94
PF3D7_1032900	10	1315718	1320949	-	5232	145	63	49	23	59	54
PF3D7_1033000	10	1321694	1323379	+	1686	131	59	53	59	62	62
PF3D7_1033100	10	1324132	1328436	-	4305	695	285	194	236	253	275
PF3D7_1033200	10	1335222	1336289	+	1068	1842	511	515	598	489	545
PF3D7_1033300	10	1338124	1338818	-	695	71	30	23	42	24	24
PF3D7_1033400	10	1339762	1340628	+	867	1230	530	516	527	574	572
PF3D7_1033500	10	1341646	1343775	+	2130	61	22	10	20	23	22
PF3D7_1033600	10	1344150	1346897	-	2748	291	122	109	86	115	109
PF3D7_1033700	10	1348433	1350280	+	1848	9154	2775	2810	2406	2837	2560
PF3D7_1033800	10	1351197	1353284	+	2088	1299	650	401	518	496	675
PF3D7_1033900	10	1354454	1355571	-	1118	870	315	287	388	314	294
PF3D7_1034000	10	1359318	1361309	-	1992	512	147	139	174	158	186
PF3D7_1034100	10	1362149	1363069	-	921	226	83	91	56	126	85
PF3D7_1034200	10	1363474	1364118	+	645	209	106	64	100	90	108
PF3D7_1034300	10	1365099	1366691	+	1593	144	52	28	44	34	58
PF3D7_1034400	10	1367294	1369189	-	1896	477	243	158	282	161	290
PF3D7_1034500	10	1370731	1376131	+	5401	274	135	97	138	125	109
PF3D7_1034600	10	1376827	1377759	-	933	44	29	9	19	20	12
PF3D7_1034700	10	1378759	1379295	+	537	309	135	109	152	115	179
PF3D7_1034800	10	1380028	1382249	+	2222	460	228	195	150	267	183
PF3D7_1034900	10	1383450	1386119	+	2670	48	28	14	29	26	37
PF3D7_1035000	10	1386649	1389630	-	2982	319	122	85	98	80	95
PF3D7_1035100	10	1391445	1393130	+	1686	111	95	58	86	52	112
PF3D7_1035200	10	1394839	1396596	+	1758	19	17	10	17	11	22
PF3D7_1035300	10	1399195	1402896	+	3702	15	12	2	8	5	15
PF3D7_1035400	10	1404195	1405259	+	1065	21	10	10	23	12	25
PF3D7_1035500	10	1407276	1408391	+	1116	12	5	8	8	4	11
PF3D7_1035600	10	1409281	1410555	+	1275	84	45	28	61	21	51
PF3D7_1035700	10	1413200	1415293	+	2094	166	64	39	97	41	108
PF3D7_1035800	10	1420533	1422671	+	2139	15	17	4	14	3	15
PF3D7_1035900	10	1423983	1425683	+	1701	0	0	0	0	2	1
PF3D7_1036000	10	1427127	1428344	+	1218	4	3	0	1	3	5
PF3D7_1036300	10	1432498	1434786	+	2289	111	24	30	65	34	49
PF3D7_1036400	10	1436316	1439804	+	3489	560	207	185	298	222	240
PF3D7_1036500	10	1441901	1443568	+	1668	41	15	13	20	13	23
PF3D7_1036600.2	10	1444441	1445529	+	1089	0	0	0	0	0	0
PF3D7_1036600.1	10	1444441	1445529	+	1089	0	0	0	0	0	0
PF3D7_1036700	10	1445916	1447495	-	1580	34	10	8	12	10	10
PF3D7_1036800	10	1448692	1451646	-	2955	1355	585	470	555	480	590
PF3D7_1036900	10	1452599	1458006	-	5408	854	338	265	298	352	311
PF3D7_1037000	10	1462351	1469555	+	7205	78	35	23	43	30	41
PF3D7_1037100	10	1469990	1472227	-	2238	647	206	212	155	212	190
PF3D7_1037200	10	1473514	1476860	+	3347	63	15	21	22	32	28
PF3D7_1037300	10	1477940	1478845	-	906	670	201	177	208	153	204
PF3D7_1037400	10	1481763	1485353	-	3591	341	106	120	130	116	90
PF3D7_1037500	10	1487959	1490088	+	2130	69	35	33	44	29	50
PF3D7_1037600	10	1491414	1494378	+	2965	318	115	104	165	115	196
PF3D7_1037700	10	1495973	1496658	+	686	285	85	125	53	99	68
PF3D7_1037800	10	1497096	1502155	-	5060	205	68	61	61	72	63
PF3D7_1037900	10	1502955	1504322	-	1368	27	14	26	17	24	25
PF3D7_1038000.2	10	1505835	1506896	+	1062	0	0	0	0	0	0
PF3D7_1038000.1	10	1505835	1506896	+	1062	0	0	0	0	0	0
PF3D7_1038100	10	1507582	1510524	-	2943	22	11	9	8	10	12
PF3D7_1038200	10	1511342	1511835	+	494	20	18	5	10	7	8
PF3D7_1038300	10	1512190	1514416	-	2227	97	47	44	22	36	25
PF3D7_1038400	10	1519021	1547825	+	28805	354	144	104	146	109	155
PF3D7_1038500	10	1548455	1549731	-	1277	1776	576	614	545	634	595
PF3D7_1038600	10	1551497	1553172	-	1676	309	144	109	133	151	103
PF3D7_1038700	10	1554529	1555702	-	1174	135	63	38	57	37	45
PF3D7_1038800	10	1557816	1560696	+	2881	24	15	6	13	10	10
PF3D7_1038900	10	1562809	1563888	+	1080	43	37	14	28	13	29
PF3D7_1039000	10	1568709	1571815	+	3107	38	27	16	28	14	27
PF3D7_1039700	10	1591578	1592367	-	790	1	0	1	0	0	2
PF3D7_1039800	10	1594503	1595277	-	775	0	0	0	0	0	0
PF3D7_1039900	10	1596487	1597605	+	1119	0	0	0	0	0	0
PF3D7_1040000	10	1599900	1601077	+	1178	0	0	0	0	1	0
PF3D7_1040100	10	1602935	1603989	+	1055	7	1	1	4	2	3
PF3D7_1040200	10	1605930	1606953	+	1024	1	0	0	0	1	0
PF3D7_1040300	10	1609063	1610422	+	1360	4	0	1	2	0	4
PF3D7_1040400	10	1612530	1613735	+	1206	4	0	4	0	0	3
PF3D7_1040500	10	1615804	1617070	+	1267	0	0	0	1	0	2
PF3D7_1040600	10	1619086	1620244	+	1159	1	1	2	0	1	2
PF3D7_1040700	10	1622368	1623684	+	1317	4	0	1	0	1	1
PF3D7_1040800	10	1625772	1626824	+	1053	0	0	0	0	0	1
PF3D7_1040900	10	1628914	1630023	+	1110	12	2	2	4	3	2
PF3D7_1041000	10	1632398	1633665	+	1268	0	1	0	1	0	2
PF3D7_1041100	10	1635596	1636779	+	1184	7	1	0	3	1	1
PF3D7_1041200	10	1639171	1640518	+	1348	44	7	14	8	9	9
PF3D7_1041300	10	1642401	1649948	-	7548	50	4	8	6	15	2
PF3D7_1100100	11	24160	31598	+	7439	429	156	106	203	106	181
PF3D7_1100200	11	32666	42386	-	9721	135	56	32	47	44	60
PF3D7_1100300	11	45056	46233	+	1178	0	0	1	3	3	1
PF3D7_1100400	11	48112	49307	+	1196	3	0	0	1	1	1
PF3D7_1100500	11	51623	52751	-	1129	0	0	0	0	0	0
PF3D7_1100800	11	59550	60328	+	779	17	4	5	9	1	3
PF3D7_1101100	11	66686	67965	-	1280	4	19	1	34	1	28
PF3D7_1101200	11	70081	71289	-	1209	1	1	0	2	0	3
PF3D7_1101300	11	73244	74442	-	1199	4	0	0	3	2	4
PF3D7_1101500	11	80306	81424	-	1119	0	0	0	0	0	0
PF3D7_1101600	11	82633	83415	+	783	0	0	1	1	0	1
PF3D7_1101700	11	85629	86418	+	790	0	0	0	0	0	0
PF3D7_1101800	11	87041	87889	-	849	0	0	0	0	0	0
PF3D7_1102200	11	105357	107235	-	1879	15	3	7	5	1	3
PF3D7_1102300	11	110027	111429	-	1403	219	81	87	116	90	99
PF3D7_1102400	11	114591	116573	-	1983	239	71	83	43	85	48
PF3D7_1102500	11	119412	121506	-	2095	24	11	5	8	6	13
PF3D7_1102600	11	123818	124736	-	919	3	6	5	11	4	6
PF3D7_1102700	11	128789	129064	+	276	314	129	105	149	120	168
PF3D7_1102800	11	131703	131987	-	285	155	86	46	83	63	71
PF3D7_1102900	11	136661	137442	+	782	0	3	0	1	2	2
PF3D7_1103000	11	138646	139034	+	389	270	85	56	84	65	56
PF3D7_1103100	11	140048	140801	-	754	73	25	28	35	28	29
PF3D7_1103400	11	146427	150815	+	4389	386	96	80	124	65	118
PF3D7_1103500	11	151196	154519	-	3324	634	280	223	247	256	242
PF3D7_1103600	11	156614	158113	+	1500	519	176	238	237	233	240
PF3D7_1103700	11	160115	160852	+	738	1730	568	621	626	686	680
PF3D7_1103800	11	163985	174100	+	10116	586	241	223	272	209	288
PF3D7_1103900	11	175248	175433	+	186	48	26	29	27	25	24
PF3D7_1104000	11	175608	177778	-	2171	2098	850	761	798	840	804
PF3D7_1104100	11	179461	181128	-	1668	14	7	5	5	6	7
PF3D7_1104200	11	182383	187223	-	4841	257	89	108	89	112	84
PF3D7_1104300	11	190800	194358	-	3559	192	81	74	74	80	108
PF3D7_1104400	11	196767	198355	+	1589	1394	363	351	419	387	368
PF3D7_1104500	11	199103	201037	-	1935	128	51	34	56	22	43
PF3D7_1104600	11	202330	204261	+	1932	310	139	82	142	107	157
PF3D7_1104700.2	11	204593	205794	-	1202	0	0	0	0	0	0
PF3D7_1104700.1	11	204593	205794	-	1202	0	0	0	0	0	0
PF3D7_1104800	11	207440	209732	+	2293	1023	341	352	332	363	350
PF3D7_1104900	11	214825	219687	+	4863	81	28	19	27	28	24
PF3D7_1105000	11	221818	222129	-	312	112	64	59	62	54	51
PF3D7_1105100	11	226065	226418	+	354	122	37	36	47	43	49
PF3D7_1105200	11	228159	231014	-	2856	743	251	229	227	194	210
PF3D7_1105300	11	231847	234238	-	2392	1145	408	375	365	340	346
PF3D7_1105400	11	235597	237097	-	1501	174	97	64	122	83	116
PF3D7_1105500	11	239687	240613	+	927	91	44	21	35	25	19
PF3D7_1105600	11	241184	243517	-	2334	1589	493	504	470	489	468
PF3D7_1105700	11	247451	248971	+	1521	8587	2423	2968	2627	3389	2655
PF3D7_1105800	11	250918	252872	+	1955	20	26	14	16	19	29
PF3D7_1105900	11	254523	254921	+	399	2513	1206	912	1264	1019	1202
PF3D7_1106000	11	255714	257141	-	1428	109	61	46	63	40	72
PF3D7_1106100	11	258779	259981	+	1203	967	442	341	380	335	364
PF3D7_1106200	11	260867	263331	+	2465	614	261	187	243	209	271
PF3D7_1106300	11	263604	266570	-	2967	514	224	161	212	184	216
PF3D7_1106400	11	267547	267897	+	351	5	3	0	4	3	3
PF3D7_1106500	11	268244	274552	-	6309	29	35	16	23	15	27
PF3D7_1106600	11	275726	279667	+	3942	80	61	22	39	26	32
PF3D7_1106700	11	279920	282994	-	3075	50	21	18	28	10	19
PF3D7_1106800	11	283869	289224	+	5356	7036	3192	2429	2576	2692	2251
PF3D7_1106900	11	289667	290286	+	620	53	24	10	15	15	21
PF3D7_1107000	11	291680	292502	+	823	372	123	130	146	177	135
PF3D7_1107100	11	294151	296979	+	2829	896	376	361	370	395	414
PF3D7_1107200	11	297823	300734	+	2912	156	56	45	51	41	37
PF3D7_1107300	11	301283	311287	-	10005	541	167	140	202	201	183
PF3D7_1107400	11	317819	318871	-	1053	3361	1286	1245	1499	1530	1459
PF3D7_1107500	11	320128	321205	-	1078	267	119	115	105	123	127
PF3D7_1107600	11	321886	325323	-	3438	42	39	21	19	19	33
PF3D7_1107700	11	326881	328812	+	1932	54	25	23	22	22	38
PF3D7_1107800	11	329867	335601	-	5735	615	307	214	245	234	271
PF3D7_1107900	11	343913	349351	-	5439	737	450	320	348	330	414
PF3D7_1108000	11	352556	354262	+	1707	76	20	23	28	29	29
PF3D7_1108100	11	356083	360434	+	4352	146	69	41	86	78	71
PF3D7_1108200	11	361408	361902	+	495	0	1	1	0	2	1
PF3D7_1108300	11	362421	362887	+	467	123	46	54	63	52	58
PF3D7_1108400	11	365093	366100	+	1008	1269	546	534	586	582	705
PF3D7_1108500	11	367316	368823	+	1508	493	201	151	197	164	171
PF3D7_1108600	11	369675	370706	-	1032	171	107	57	100	60	114
PF3D7_1108700	11	373238	374860	-	1623	145	82	74	103	78	102
PF3D7_1108800	11	377740	378396	+	657	64	45	23	31	23	29
PF3D7_1108900	11	379247	380638	+	1392	171	56	48	50	55	58
PF3D7_1109100	11	382569	387150	-	4582	323	157	104	130	117	180
PF3D7_1109200	11	387748	389620	-	1873	7	10	3	13	11	5
PF3D7_1109400	11	390644	393331	-	2688	455	197	166	158	206	187
PF3D7_1109900	11	397124	397775	+	652	236	104	81	104	80	82
PF3D7_1110000	11	398659	399226	+	568	1022	406	351	402	444	335
PF3D7_1110100	11	400686	403238	+	2553	41	18	25	25	21	27
PF3D7_1110200	11	405495	409717	+	4223	140	56	50	60	62	66
PF3D7_1110300	11	410202	411355	-	1154	61	28	11	31	16	19
PF3D7_1110400	11	414797	419556	+	4760	307	135	88	122	136	144
PF3D7_1110500	11	422057	425418	+	3362	62	17	18	16	18	21
PF3D7_1110600	11	425904	426864	-	961	71	32	30	32	13	35
PF3D7_1110700	11	428362	430047	+	1686	5232	1660	1755	1781	2097	1931
PF3D7_1110800	11	430157	431476	-	1320	70	34	14	18	26	15
PF3D7_1110900	11	431906	433645	-	1740	62	19	12	21	30	34
PF3D7_1111000	11	434802	436541	+	1740	547	176	155	169	165	191
PF3D7_1111100	11	437171	438220	-	1050	94	37	39	49	34	45
PF3D7_1111200	11	439698	441680	-	1983	265	120	124	99	127	110
PF3D7_1111300	11	442959	443828	-	870	6	7	5	3	6	9
PF3D7_1111400	11	445233	445799	-	567	82	49	21	36	35	30
PF3D7_1111500	11	446020	446559	-	540	468	198	186	171	207	177
PF3D7_1111600	11	448912	451698	+	2787	1528	516	542	557	542	616
PF3D7_1111700	11	452459	454861	-	2403	56	29	20	19	26	20
PF3D7_1111800	11	455669	456994	+	1326	339	129	111	118	111	123
PF3D7_1111900	11	457936	459197	+	1262	146	99	82	48	75	61
PF3D7_1112000	11	459776	460620	+	845	194	59	92	81	96	84
PF3D7_1112100	11	462290	469672	+	7383	209	95	67	79	91	97
PF3D7_1112200	11	470541	471608	+	1068	301	139	116	116	131	133
PF3D7_1112300	11	471946	474674	-	2729	283	79	81	46	88	52
PF3D7_1112400	11	475880	476455	+	576	43	31	17	13	17	10
PF3D7_1112500	11	477484	478320	+	837	3	2	3	4	0	1
PF3D7_1112600	11	478823	480946	-	2124	253	143	96	126	84	122
PF3D7_1112700	11	481851	485831	+	3981	78	52	26	34	27	26
PF3D7_1112800	11	486329	487666	+	1338	97	80	31	52	29	48
PF3D7_1112900	11	487822	490154	-	2333	41	29	22	23	14	10
PF3D7_1113000	11	492091	510738	+	18648	190	73	73	60	74	64
PF3D7_1113100	11	511105	511761	-	657	43	17	23	25	16	21
PF3D7_1113200	11	517311	517985	+	675	381	178	209	75	177	99
PF3D7_1113300	11	519189	520220	+	1032	452	198	180	211	161	173
PF3D7_1113400	11	521122	522824	-	1703	453	111	112	138	121	134
PF3D7_1113500	11	524492	526588	+	2097	25	10	13	12	10	15
PF3D7_1113600	11	527572	528702	+	1131	8	4	5	4	4	3
PF3D7_1113700	11	529493	530563	+	1071	141	52	38	58	57	81
PF3D7_1113800	11	531177	533285	-	2109	2085	745	697	563	776	569
PF3D7_1113900	11	534973	536499	-	1527	3689	1199	1396	1119	1523	1285
PF3D7_1114000	11	537647	538297	+	651	315	111	152	103	146	134
PF3D7_1114100.2	11	539903	541387	+	1485	0	0	0	0	0	0
PF3D7_1114100.1	11	539903	541387	+	1485	0	0	0	0	0	0
PF3D7_1114200	11	542330	544765	-	2436	729	341	280	327	341	305
PF3D7_1114400	11	547383	549296	-	1914	10	5	3	2	1	6
PF3D7_1114500	11	549866	551152	+	1287	1164	459	463	322	478	324
PF3D7_1114600	11	552259	553266	+	1008	77	62	36	46	35	47
PF3D7_1114700	11	555514	558668	+	3155	2687	1121	1017	923	974	915
PF3D7_1114800	11	558924	561032	-	2109	1169	389	302	275	234	300
PF3D7_1114900	11	562017	569459	+	7443	393	151	143	185	152	161
PF3D7_1115000	11	570017	570714	+	698	403	100	84	113	82	93
PF3D7_1115100	11	571007	573306	-	2300	889	353	228	346	285	288
PF3D7_1115200	11	576773	580276	+	3504	608	268	185	264	222	237
PF3D7_1115300	11	581250	582698	-	1449	482	163	96	195	104	176
PF3D7_1115400	11	584328	585806	-	1479	126	71	30	93	40	107
PF3D7_1115500	11	588169	589400	+	1232	131	67	38	65	43	43
PF3D7_1115600	11	589707	590629	-	923	88	30	36	34	26	49
PF3D7_1115700	11	592130	593584	-	1455	153	90	55	105	73	105
PF3D7_1115800	11	596289	597203	-	915	305	152	84	103	108	145
PF3D7_1115900	11	600176	602215	+	2040	624	208	195	162	210	151
PF3D7_1116000	11	602983	606918	-	3936	150	57	52	58	62	81
PF3D7_1116100	11	607902	613394	-	5493	82	51	42	31	24	34
PF3D7_1116200.2	11	615744	617186	-	1443	0	0	0	0	0	0
PF3D7_1116200.1	11	615744	617186	-	1443	0	0	0	0	0	0
PF3D7_1116300	11	618312	619778	+	1467	1711	503	577	556	676	461
PF3D7_1116400	11	619893	621350	-	1458	590	184	185	233	184	253
PF3D7_1116500	11	624370	625737	+	1368	847	452	307	396	384	388
PF3D7_1116600	11	626709	629432	-	2724	436	159	147	165	180	196
PF3D7_1116700	11	630779	632881	-	2103	591	283	201	365	289	357
PF3D7_1116800	11	636094	639511	-	3418	416	160	206	250	250	341
PF3D7_1116900	11	644100	645537	-	1438	46	35	21	37	24	27
PF3D7_1117000	11	646922	651343	-	4422	116	97	61	83	65	98
PF3D7_1117100	11	652579	653976	+	1398	29	16	12	12	10	11
PF3D7_1117200	11	654762	660420	+	5659	386	160	139	184	182	174
PF3D7_1117300	11	662000	662386	+	387	6	6	8	6	7	8
PF3D7_1117400	11	664163	665356	+	1194	2902	1177	914	1178	1032	996
PF3D7_1117500	11	666037	667722	-	1686	18	7	6	1	5	11
PF3D7_1117600.1	11	668368	669491	+	1124	0	0	0	0	0	0
PF3D7_1117600.2	11	668368	669491	+	1124	0	0	0	0	0	0
PF3D7_1117700	11	670711	671515	-	805	1718	722	537	636	617	594
PF3D7_1117800	11	674299	677349	-	3051	161	109	79	102	98	128
PF3D7_1117900	11	678752	683281	+	4530	984	374	354	385	389	359
PF3D7_1118000	11	683860	684616	-	757	113	29	29	32	19	28
PF3D7_1118100	11	687235	687781	+	547	129	46	78	49	41	39
PF3D7_1118200	11	688766	691558	-	2793	536	235	185	257	214	210
PF3D7_1118300	11	694655	699121	+	4467	197	70	91	128	109	141
PF3D7_1118400	11	699869	700789	-	921	19	5	5	3	6	11
PF3D7_1118500	11	703175	704959	+	1785	245	77	64	70	54	65
PF3D7_1118600	11	705556	707382	-	1827	264	85	91	81	91	97
PF3D7_1118700	11	708526	712863	-	4338	639	301	233	318	315	266
PF3D7_1118800	11	714117	716287	-	2171	252	138	112	132	135	152
PF3D7_1118900	11	716795	718412	+	1618	1099	412	394	382	389	377
PF3D7_1119000	11	718650	719765	-	1116	524	177	180	166	118	152
PF3D7_1119100	11	720992	722273	+	1282	4621	1975	1601	1342	1765	1602
PF3D7_1119200	11	722717	723289	-	573	483	167	177	132	167	115
PF3D7_1119300	11	724855	725739	-	885	84	38	40	55	41	56
PF3D7_1119400	11	727896	734339	+	6444	818	315	293	320	356	378
PF3D7_1119500	11	736069	737735	+	1667	37	16	22	24	12	21
PF3D7_1119600	11	738513	741671	-	3159	995	450	353	572	416	611
PF3D7_1119700	11	744874	745932	+	1059	208	88	90	58	95	73
PF3D7_1119800	11	746854	747456	-	603	111	31	35	25	23	22
PF3D7_1119900	11	749152	754401	+	5250	270	106	90	110	140	122
PF3D7_1120000	11	756192	760435	+	4244	659	366	246	319	261	345
PF3D7_1120100	11	761695	762818	+	1124	366	113	91	175	81	166
PF3D7_1120200	11	765033	765625	+	593	47	21	23	24	17	21
PF3D7_1120300	11	766759	768460	+	1702	27	16	10	13	17	19
PF3D7_1120400	11	769252	770600	-	1349	904	368	384	346	436	345
PF3D7_1120500	11	772539	775042	+	2504	1763	550	555	636	605	673
PF3D7_1120600	11	775233	783639	-	8407	190	80	40	68	60	74
PF3D7_1120700	11	784592	788350	-	3759	436	229	137	187	184	215
PF3D7_1120800	11	790011	790262	+	252	216	93	111	103	123	101
PF3D7_1120900	11	790267	790608	+	342	60	12	22	27	28	33
PF3D7_1121000	11	792197	793945	+	1749	604	224	212	199	228	175
PF3D7_1121100	11	794254	799561	-	5308	112	50	38	54	54	52
PF3D7_1121200	11	800781	801458	-	678	72	45	50	23	42	44
PF3D7_1121300	11	801945	807081	-	5137	59	30	9	25	22	29
PF3D7_1121400	11	810210	812290	+	2081	236	94	76	88	90	78
PF3D7_1121500	11	812583	814130	-	1548	17	6	2	6	3	4
PF3D7_1121600	11	815386	816322	-	937	823	313	253	298	312	264
PF3D7_1121700	11	820073	822520	+	2448	66	16	21	25	24	21
PF3D7_1121800	11	823239	829313	-	6075	29	10	6	8	8	17
PF3D7_1121900	11	835889	837466	-	1578	7	11	6	11	5	9
PF3D7_1122000	11	838380	840100	-	1721	22	9	6	15	10	9
PF3D7_1122100	11	840728	842450	-	1723	28	26	17	16	20	19
PF3D7_1122200	11	842991	845547	-	2557	1324	450	422	353	514	384
PF3D7_1122300	11	846929	848014	+	1086	64	25	23	27	29	31
PF3D7_1122400	11	849335	852570	+	3236	337	151	162	108	143	123
PF3D7_1122500	11	853355	859225	+	5871	56	34	12	22	27	23
PF3D7_1122600	11	860134	868220	+	8087	199	92	42	66	70	61
PF3D7_1122700	11	868388	869152	-	765	1289	463	456	430	490	426
PF3D7_1122800	11	872031	877678	+	5648	2145	727	728	739	831	757
PF3D7_1122900	11	878969	895273	+	16305	1347	412	390	368	397	366
PF3D7_1123000	11	895967	903370	-	7404	95	28	36	32	34	31
PF3D7_1123100	11	909366	916324	+	6959	131	99	67	61	54	84
PF3D7_1123200	11	918228	921069	+	2842	1255	461	448	469	495	447
PF3D7_1123300	11	921823	923892	+	2070	441	208	178	162	234	209
PF3D7_1123400	11	925728	927524	+	1797	681	181	207	269	204	301
PF3D7_1123500	11	929354	933364	-	4011	479	160	207	204	266	317
PF3D7_1123600	11	936084	938222	+	2139	240	121	70	141	100	205
PF3D7_1123700	11	938950	939612	+	663	484	216	189	183	252	206
PF3D7_1123800	11	940527	944333	+	3807	434	239	206	114	252	170
